Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            1,      14.66264, ,             1,      14.93974, ,             1,      15.44715, ,             1,      15.80999, ,             1,       10.9867, ,             1,      11.26691, ,             1,       15.9399, ,             1,      16.15485, ,             1,      16.19409, ,             1,      16.27383, ,             1,      16.37147, ,             1,      16.44165, ,             1,      16.47639, ,             1,      16.49698, ,             1,      11.69548, ,             1,       12.4035, ,             1,      13.22082, ,             1,       13.7079, ,             1,      13.89751, , 
          1.2,      14.61977, ,           1.2,      14.88762, ,           1.2,        15.378, ,           1.2,      15.72856, ,           1.2,      10.99382, ,           1.2,      11.27369, ,           1.2,      15.85415, ,           1.2,      16.06267, ,           1.2,      16.10067, ,           1.2,      16.17793, ,           1.2,      16.27206, ,           1.2,      16.33976, ,           1.2,      16.37322, ,           1.2,       16.3931, ,           1.2,      11.70096, ,           1.2,      12.40609, ,           1.2,      13.21813, ,           1.2,      13.69554, ,           1.2,      13.87916, , 
          1.4,      14.56908, ,           1.4,      14.82828, ,           1.4,      15.30275, ,           1.4,      15.64166, ,           1.4,      10.99421, ,           1.4,      11.27358, ,           1.4,      15.76322, ,           1.4,      15.96483, ,           1.4,      16.00156, ,           1.4,      16.07639, ,           1.4,      16.16777, ,           1.4,      16.23359, ,           1.4,      16.26614, ,           1.4,      16.28543, ,           1.4,      11.69923, ,           1.4,      12.40095, ,           1.4,       13.2066, ,           1.4,      13.67394, ,           1.4,      13.85158, , 
          1.6,      14.50546, ,           1.6,      14.76042, ,           1.6,      15.22215, ,           1.6,      15.55023, ,           1.6,      10.89009, ,           1.6,      11.17668, ,           1.6,      15.66779, ,           1.6,       15.8627, ,           1.6,      15.89819, ,           1.6,       15.9706, ,           1.6,      16.05898, ,           1.6,      16.12258, ,           1.6,      16.15407, ,           1.6,      16.17272, ,           1.6,      11.64307, ,           1.6,      12.37175, ,           1.6,      13.18036, ,           1.6,      13.63095, ,           1.6,       13.8027, , 
          1.8,      14.44209, ,           1.8,      14.68922, ,           1.8,      15.13682, ,           1.8,      15.45523, ,           1.8,      10.86869, ,           1.8,      11.15482, ,           1.8,       15.5692, ,           1.8,      15.75764, ,           1.8,      15.79183, ,           1.8,      15.86165, ,           1.8,      15.94699, ,           1.8,      16.00855, ,           1.8,      16.03904, ,           1.8,       16.0571, ,           1.8,      11.62055, ,           1.8,       12.3474, ,           1.8,      13.15218, ,           1.8,      13.59309, ,           1.8,      13.75969, , 
            2,      14.36975, ,             2,      14.61332, ,             2,      15.04757, ,             2,      15.35613, ,             2,      10.75332, ,             2,      11.06944, ,             2,      15.46664, ,             2,      15.64939, ,             2,      15.68256, ,             2,       15.7504, , , , , , , , , , , , , ,             2,      11.58875, ,             2,      12.29917, ,             2,       13.1045, ,             2,      13.54221, ,             2,      13.70758, , 
          2.2,      14.29645, ,           2.2,      14.53316, ,           2.2,      14.95493, ,           2.2,      15.25413, ,           2.2,       10.7194, ,           2.2,      11.03521, ,           2.2,      15.36135, ,           2.2,      15.53849, ,           2.2,      15.57062, ,           2.2,      15.63637, , , , , , , , , , , , , ,           2.2,      11.55409, ,           2.2,      12.26221, ,           2.2,      13.06277, ,           2.2,      13.49171, ,           2.2,      13.65252, , 
          2.4,      14.21791, ,           2.4,       14.4493, ,           2.4,      14.85939, ,           2.4,       15.1498, ,           2.4,      10.65123, ,           2.4,      10.97816, ,           2.4,      15.25388, ,           2.4,      15.42568, ,           2.4,      15.45682, , , , , , , , , , , , , , , , ,           2.4,      11.50968, ,           2.4,      12.21316, ,           2.4,      13.01014, ,           2.4,      13.43537, ,           2.4,      13.59034, , 
          2.6,       14.1358, ,           2.6,      14.36212, ,           2.6,      14.76123, ,           2.6,      15.04313, ,           2.6,      10.57674, ,           2.6,      10.91465, ,           2.6,      15.14421, ,           2.6,      15.31092, ,           2.6,      15.34105, , , , , , , , , , , , , , , , ,           2.6,      11.45831, ,           2.6,      12.15769, ,           2.6,       12.9518, ,           2.6,      13.37417, ,           2.6,       13.5235, , 
          2.8,      14.05169, ,           2.8,      14.27206, ,           2.8,      14.66074, ,           2.8,      14.93533, ,           2.8,      10.51975, ,           2.8,      10.85756, ,           2.8,      15.03356, ,           2.8,      15.19548, ,           2.8,       15.2248, , , , , , , , , , , , , , , , ,           2.8,      11.40151, ,           2.8,      12.10016, ,           2.8,      12.89267, ,           2.8,      13.30865, ,           2.8,      13.45429, , 
            3,      13.96369, ,             3,      14.17954, ,             3,      14.55821, ,             3,      14.82539, ,             3,      10.42397, ,             3,      10.77334, ,             3,      14.92088, ,             3,      15.07825, ,             3,      15.10675, , , , , , , , , , , , , , , , ,             3,      11.33108, ,             3,      12.02986, ,             3,       12.8238, ,             3,      13.23914, ,             3,      13.37981, , 

