Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      13.18899, ,            -2,      13.50018, ,            -2,      14.01806, ,            -2,      14.48025, ,            -2,      9.850648, ,            -2,      10.12294, ,            -2,       14.7634, ,            -2,      15.24223, ,            -2,      15.30657, ,            -2,      15.44441, ,            -2,      15.67104, ,            -2,      15.83713, ,            -2,      15.91264, ,            -2,      15.95915, ,            -2,      10.52698, ,            -2,      11.15437, ,            -2,      11.80983, ,            -2,      12.22112, ,            -2,      12.39858, , 
         -1.8,      13.56963, ,          -1.8,      13.90195, ,          -1.8,         14.42, ,          -1.8,      14.88731, ,          -1.8,      9.999329, ,          -1.8,      10.27792, ,          -1.8,      15.09903, ,          -1.8,      15.50069, ,          -1.8,      15.58616, ,          -1.8,      15.77617, ,          -1.8,      15.89942, ,          -1.8,      16.03083, ,          -1.8,       16.0945, ,          -1.8,      16.13218, ,          -1.8,      10.69266, ,          -1.8,      11.34369, ,          -1.8,      12.04102, ,          -1.8,      12.49661, ,          -1.8,      12.69701, , 
         -1.6,      13.86782, ,          -1.6,      14.21909, ,          -1.6,      14.81582, ,          -1.6,        15.285, ,          -1.6,      10.13623, ,          -1.6,      10.42021, ,          -1.6,      15.50871, ,          -1.6,      15.89239, ,          -1.6,      15.95546, ,          -1.6,      16.09014, ,          -1.6,      16.25891, ,          -1.6,      16.37969, ,          -1.6,      16.44402, ,          -1.6,      16.48142, ,          -1.6,      10.84373, ,          -1.6,      11.51275, ,          -1.6,      12.24051, ,          -1.6,      12.72745, ,          -1.6,      12.94363, , 
         -1.4,       14.1075, ,          -1.4,       14.4672, ,          -1.4,      15.07762, ,          -1.4,      15.53781, ,          -1.4,      10.26222, ,          -1.4,      10.55066, ,          -1.4,      15.72856, ,          -1.4,      16.07443, ,          -1.4,      16.14013, ,          -1.4,       16.2616, ,          -1.4,      16.40239, ,          -1.4,      16.51582, ,          -1.4,      16.56652, ,          -1.4,      16.59682, ,          -1.4,      10.98109, ,          -1.4,      11.66394, ,          -1.4,      12.41293, ,          -1.4,      12.92079, ,          -1.4,      13.14678, , 
         -1.2,      14.28912, ,          -1.2,      14.66024, ,          -1.2,      15.31233, ,          -1.2,      15.77865, ,          -1.2,      10.37734, ,          -1.2,      10.66948, ,          -1.2,      15.94591, ,          -1.2,      16.26307, ,          -1.2,      16.31852, ,          -1.2,      16.43164, ,          -1.2,      16.57312, ,          -1.2,      16.68116, ,          -1.2,       16.7366, ,          -1.2,      16.76932, ,          -1.2,      11.10548, ,          -1.2,      11.79875, ,          -1.2,      12.56151, ,          -1.2,      13.07856, ,          -1.2,      13.30836, , 
           -1,      14.43841, ,            -1,      14.80989, ,            -1,      15.46906, ,            -1,      15.94062, ,            -1,      10.48177, ,            -1,      10.77707, ,            -1,      16.09998, ,            -1,      16.39221, ,            -1,       16.4479, ,            -1,      16.55948, ,            -1,      16.69213, ,            -1,      16.78587, ,            -1,      16.83618, ,            -1,      16.86626, ,            -1,      11.21772, ,            -1,      11.91891, ,            -1,       12.6904, ,            -1,      13.20832, ,            -1,       13.4382, , 
         -0.8,       14.5405, ,          -0.8,      14.91712, ,          -0.8,      15.57112, ,          -0.8,      16.03654, ,          -0.8,      10.57572, ,          -0.8,      10.87372, ,          -0.8,      16.19939, ,          -0.8,      16.47804, ,          -0.8,      16.52839, ,          -0.8,      16.63364, ,          -0.8,      16.76526, ,          -0.8,      16.86348, ,          -0.8,      16.91376, ,          -0.8,       16.9434, ,          -0.8,      11.31803, ,          -0.8,      12.02538, ,          -0.8,      12.80158, ,          -0.8,      13.31743, ,          -0.8,      13.54587, , 
         -0.6,      14.61481, ,          -0.6,      14.98578, ,          -0.6,      15.64069, ,          -0.6,      16.10436, ,          -0.6,      10.65992, ,          -0.6,      10.95982, ,          -0.6,        16.262, ,          -0.6,      16.52905, ,          -0.6,      16.57712, ,          -0.6,      16.67743, ,          -0.6,      16.80176, ,          -0.6,      16.89259, ,          -0.6,      16.93757, ,          -0.6,      16.96433, ,          -0.6,      11.40699, ,          -0.6,      12.11915, ,          -0.6,      12.89789, ,          -0.6,      13.41132, ,          -0.6,      13.63749, , 
         -0.4,      14.66976, ,          -0.4,      15.03016, ,          -0.4,      15.67331, ,          -0.4,      16.13019, ,          -0.4,      10.73425, ,          -0.4,      11.03604, ,          -0.4,      16.28515, ,          -0.4,        16.547, ,          -0.4,      16.59273, ,          -0.4,      16.68737, ,          -0.4,      16.80755, ,          -0.4,       16.8964, ,          -0.4,      16.94101, ,          -0.4,      16.96738, ,          -0.4,      11.48555, ,          -0.4,      12.20076, ,          -0.4,      12.98086, ,          -0.4,      13.49188, ,          -0.4,      13.71553, , 
         -0.2,      14.70823, ,          -0.2,      15.05626, ,          -0.2,      15.68031, ,          -0.2,      16.12894, ,          -0.2,      10.79889, ,          -0.2,      11.10235, ,          -0.2,      16.28222, ,          -0.2,      16.54032, ,          -0.2,      16.58546, ,          -0.2,      16.67802, ,          -0.2,      16.79071, ,          -0.2,      16.87388, ,          -0.2,      16.91522, ,          -0.2,      16.93994, ,          -0.2,      11.55344, ,          -0.2,       12.2706, ,          -0.2,      13.05178, ,          -0.2,      13.55966, ,          -0.2,      13.78069, , 
            0,      14.73231, ,             0,      15.06775, ,             0,      15.67036, ,             0,      16.10594, ,             0,      10.85457, ,             0,      11.15917, ,             0,      16.25725, ,             0,       16.5129, ,             0,      16.55739, ,             0,      16.64864, ,             0,      16.76094, ,             0,       16.8415, ,             0,      16.88157, ,             0,      16.90539, ,             0,      11.61158, ,             0,      12.33007, ,             0,      13.11069, ,             0,      13.61513, ,             0,      13.83309, , 
          0.2,      14.74252, ,           0.2,      15.06592, ,           0.2,      15.64622, ,           0.2,      16.06728, ,           0.2,       10.9014, ,           0.2,      11.20679, ,           0.2,       16.2142, ,           0.2,       16.4627, ,           0.2,      16.50605, ,           0.2,      16.59503, ,           0.2,      16.70544, ,           0.2,      16.78491, ,           0.2,      16.82404, ,           0.2,      16.84731, ,           0.2,      11.66012, ,           0.2,      12.37897, ,           0.2,      13.15836, ,           0.2,      13.65887, ,           0.2,      13.87285, , 
          0.4,      14.73557, ,           0.4,      15.04412, ,           0.4,      15.60991, ,           0.4,      16.01337, ,           0.4,      10.92028, ,           0.4,      11.20159, ,           0.4,      16.15782, ,           0.4,      16.39522, ,           0.4,      16.43817, ,           0.4,      16.52653, ,           0.4,      16.63404, ,           0.4,      16.71136, ,           0.4,      16.74969, ,           0.4,      16.77249, ,           0.4,      11.63206, ,           0.4,      12.34602, ,           0.4,      13.17306, ,           0.4,      13.68168, ,           0.4,      13.88797, , 
          0.6,      14.72143, ,           0.6,      15.01891, ,           0.6,      15.56432, ,           0.6,      15.95324, ,           0.6,      10.95013, ,           0.6,      11.23129, ,           0.6,      16.09279, ,           0.6,      16.32331, ,           0.6,      16.36487, ,           0.6,      16.45005, ,           0.6,      16.55373, ,           0.6,      16.62857, ,           0.6,      16.66577, ,           0.6,      16.68774, ,           0.6,      11.66148, ,           0.6,      12.37395, ,           0.6,      13.19904, ,           0.6,      13.70146, ,           0.6,      13.90287, , 
          0.8,      14.69691, ,           0.8,      14.98373, ,           0.8,      15.50958, ,           0.8,      15.88462, ,           0.8,      10.97224, ,           0.8,      11.25292, ,           0.8,      16.01917, ,           0.8,      16.24188, ,           0.8,      16.28249, ,           0.8,      16.36534, ,           0.8,      16.46629, ,           0.8,      16.53884, ,           0.8,      16.57478, ,           0.8,      16.59608, ,           0.8,      11.68251, ,           0.8,      12.39286, ,           0.8,      13.21479, ,           0.8,      13.70998, ,           0.8,      13.90558, , 
