Alpha,T1-15.8 m/s-VLM2, , 
           -2,      8.826206, , 
         -1.8,      8.678368, , 
         -1.6,      8.539752, , 
         -1.4,      8.409153, , 
         -1.2,      8.285523, , 
           -1,      8.168144, , 
         -0.8,      8.051015, , 
         -0.6,      7.936429, , 
         -0.4,      7.826493, , 
         -0.2,      7.722012, , 
            0,      7.625963, , 
          0.2,      7.534941, , 
          0.4,      7.448182, , 
          0.6,      7.366827, , 
          0.8,      7.288706, , 
            1,      7.219454, , 
          1.2,      7.161672, , 
          1.4,      7.108508, , 
          1.6,      7.062499, , 
          1.8,      7.029684, , 
            2,      7.009609, , 
          2.2,      6.997468, , 
          2.4,      6.987363, , 
          2.6,      6.980805, , 
          2.8,      6.982746, , 
            3,       6.99146, , 
          3.2,      7.004866, , 
          3.4,      7.021507, , 
          3.6,      7.042283, , 
          3.8,      7.062414, , 
            4,      7.090214, , 
          4.2,      7.119874, , 
          4.4,      7.148594, , 
          4.6,      7.181426, , 
          4.8,      7.216126, , 
            5,      7.252532, , 
          5.2,      7.293336, , 
          5.4,      7.336556, , 
          5.6,      7.375102, , 
          5.8,      7.420381, , 
            6,      7.463878, , 
          6.2,        7.5098, , 
          6.4,      7.556951, , 
          6.6,      7.605159, , 
          6.8,      7.653777, , 
            7,      7.703819, , 
          7.2,      7.753615, , 
          7.4,      7.805043, , 
          7.6,      7.856041, , 
          7.8,      7.908432, , 
            8,      7.960832, , 

