Alpha,T1-15.8 m/s-VLM2, , 
           -2,      8.304018, , 
         -1.8,      8.511539, , 
         -1.6,      8.714175, , 
         -1.4,      8.912141, , 
         -1.2,      9.108285, , 
           -1,      9.302377, , 
         -0.8,       9.49158, , 
         -0.6,      9.671743, , 
         -0.4,      9.839282, , 
         -0.2,      9.996102, , 
            0,      10.10067, , 
          0.2,      10.19347, , 
          0.4,      10.28307, , 
          0.6,      10.34547, , 
          0.8,      10.38442, , 
            1,      10.40663, , 
          1.2,      10.42014, , 
          1.4,      10.42106, , 
          1.6,      10.41638, , 
          1.8,      10.39268, , 
            2,      10.36205, , 
          2.2,      10.32594, , 
          2.4,      10.28932, , 
          2.6,      10.24189, , 
          2.8,      10.19165, , 
            3,      10.13675, , 
          3.2,      10.08029, , 
          3.4,      10.01966, , 
          3.6,      9.957211, , 
          3.8,      9.893651, , 
            4,      9.828161, , 
          4.2,      9.761966, , 
          4.4,      9.694468, , 
          4.6,      9.626937, , 
          4.8,      9.558537, , 
            5,      9.489717, , 
          5.2,      9.421188, , 
          5.4,      9.352114, , 
          5.6,      9.283326, , 

