Alpha,T1-15.8 m/s-VLM2, , 
           -2,      4.211706, , 
         -1.8,      4.092941, , 
         -1.6,      3.981833, , 
         -1.4,      3.877492, , 
         -1.2,      3.779151, , 
           -1,      3.686233, , 
         -0.8,      3.595803, , 
         -0.6,      3.508768, , 
         -0.4,      3.425919, , 
         -0.2,      3.347447, , 
            0,      3.274485, , 
          0.2,      3.205376, , 
          0.4,      3.139662, , 
          0.6,      3.077703, , 
          0.8,      3.018468, , 
            1,        2.9642, , 
          1.2,      2.915822, , 
          1.4,       2.87037, , 
          1.6,      2.828784, , 
          1.8,      2.793379, , 
            2,      2.763814, , 
          2.2,      2.738043, , 
          2.4,      2.713657, , 
          2.6,      2.691206, , 
          2.8,      2.672551, , 
            3,      2.656943, , 
          3.2,      2.643518, , 
          3.4,      2.631673, , 
          3.6,      2.621709, , 
          3.8,        2.6118, , 
            4,      2.605026, , 
          4.2,      2.599179, , 
          4.4,      2.593214, , 
          4.6,      2.588968, , 
          4.8,      2.585596, , 
            5,      2.583021, , 
          5.2,      2.582189, , 
          5.4,      2.582364, , 
          5.6,      2.581016, , 
          5.8,      2.582185, , 
            6,      2.582847, , 
          6.2,      2.584472, , 
          6.4,       2.58663, , 
          6.6,      2.589252, , 
          6.8,      2.592108, , 
            7,      2.595539, , 
          7.2,       2.59897, , 
          7.4,      2.603032, , 
          7.6,      2.607024, , 
          7.8,      2.611554, , 
            8,      2.616155, , 

