Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            0,      3.576543, ,             0,      3.482292, ,             0,      4.016195, ,             0,      3.382696, ,             0,      3.297163, ,             0,      3.284112, ,             0,      3.203675, ,             0,      3.152097, ,             0,      3.138059, ,             0,      3.923006, ,             0,      3.802085, ,             0,      3.658423, ,             0,      3.641507, , 
          0.2,       3.50983, ,           0.2,      3.410191, ,           0.2,      3.952853, ,           0.2,      3.308346, ,           0.2,      3.222059, ,           0.2,      3.209193, ,           0.2,      3.128624, ,           0.2,      3.077062, ,           0.2,      3.062864, ,           0.2,      3.859966, ,           0.2,      3.738823, ,           0.2,      3.593118, ,           0.2,      3.575728, , 
          0.4,       3.44477, ,           0.4,      3.342211, ,           0.4,      3.894663, ,           0.4,      3.239131, ,           0.4,      3.152446, ,           0.4,      3.139818, ,           0.4,      3.061211, ,           0.4,      3.011302, ,           0.4,      2.998026, ,           0.4,      3.801899, ,           0.4,      3.680082, ,           0.4,      3.531746, ,           0.4,      3.513773, , 
          0.6,      3.379936, ,           0.6,       3.27719, ,           0.6,      3.840487, ,           0.6,      3.174178, ,           0.6,      3.087262, ,           0.6,      3.074926, ,           0.6,      3.003816, ,           0.6,      2.958058, ,           0.6,      2.957794, ,           0.6,      3.747898, ,           0.6,      3.625449, ,           0.6,      3.473973, ,           0.6,      3.455299, , 
          0.8,      3.318087, ,           0.8,      3.215738, ,           0.8,      3.790071, ,           0.8,      3.112963, ,           0.8,      3.027826, ,           0.8,      3.016743, ,           0.8,      2.950911, ,           0.8,       2.90705, ,           0.8,      2.906892, ,           0.8,      3.697732, ,           0.8,      3.574672, ,           0.8,      3.419773, ,           0.8,      3.400171, , 
            1,      3.260141, ,             1,      3.157634, ,             1,      3.743135, ,             1,       3.05389, ,             1,      2.973264, ,             1,       2.96411, ,             1,      2.902081, ,             1,      2.865615, ,             1,      2.861651, ,             1,      3.651146, ,             1,      3.527606, ,             1,      3.369165, ,             1,      3.348519, , 
          1.2,      3.205171, ,           1.2,      3.103997, ,           1.2,       3.69945, ,           1.2,      3.001725, ,           1.2,      2.930637, ,           1.2,      2.921884, ,           1.2,      2.864222, ,           1.2,      2.830619, ,           1.2,         2.827, ,           1.2,      3.607893, ,           1.2,      3.484063, ,           1.2,      3.322177, ,           1.2,      3.300394, , 
          1.4,      3.156356, ,           1.4,       3.05614, ,           1.4,      3.658811, ,           1.4,      2.954319, ,           1.4,      2.892574, ,           1.4,      2.885128, ,           1.4,      2.832178, ,           1.4,      2.808115, ,           1.4,      2.801125, ,           1.4,      3.567747, ,           1.4,      3.443819, ,           1.4,      3.278532, ,           1.4,      3.255707, , 
          1.6,       3.11277, ,           1.6,      3.010495, ,           1.6,      3.620986, ,           1.6,      2.914518, ,           1.6,       2.85922, ,           1.6,      2.852494, ,           1.6,      2.803542, ,           1.6,      2.780478, ,           1.6,      2.773425, ,           1.6,      3.530464, ,           1.6,      3.406627, ,           1.6,      3.238094, ,           1.6,      3.214201, , 
          1.8,      3.072793, ,           1.8,      2.968359, ,           1.8,      3.585599, ,           1.8,      2.880169, ,           1.8,      2.824786, ,           1.8,      2.817662, ,           1.8,      2.773483, ,           1.8,      2.750144, ,           1.8,      2.746292, ,           1.8,      3.495861, ,           1.8,      3.372286, ,           1.8,      3.201078, ,           1.8,      3.176191, , 
            2,      3.037663, ,             2,      2.933077, ,             2,      3.552783, ,             2,      2.848154, ,             2,      2.794825, ,             2,      2.789257, ,             2,      2.751619, ,             2,      2.736758, ,             2,      2.730412, ,             2,       3.46372, ,             2,      3.340575, ,             2,       3.16769, ,             2,      3.142049, , 
          2.2,       3.00765, ,           2.2,      2.905184, ,           2.2,      3.522265, ,           2.2,      2.821592, ,           2.2,      2.772591, ,           2.2,        2.7667, ,           2.2,      2.728926, ,           2.2,      2.714539, ,           2.2,      2.708777, ,           2.2,      3.433912, ,           2.2,      3.311313, ,           2.2,      3.137727, ,           2.2,      3.111649, , 
          2.4,      2.976277, ,           2.4,      2.880048, ,           2.4,      3.493939, ,           2.4,      2.798363, ,           2.4,       2.75473, ,           2.4,      2.747066, ,           2.4,      2.710236, ,           2.4,      2.697095, ,           2.4,      2.692715, ,           2.4,      3.406324, ,           2.4,      3.284324, ,           2.4,      3.110566, ,           2.4,      3.084455, , 
          2.6,      2.952213, ,           2.6,      2.853979, ,           2.6,      3.467587, ,           2.6,      2.773247, ,           2.6,      2.729299, ,           2.6,      2.723231, ,           2.6,      2.688947, ,           2.6,      2.673927, ,           2.6,      2.670772, ,           2.6,      3.380736, ,           2.6,      3.259414, ,           2.6,      3.085708, ,           2.6,       3.05977, , 
          2.8,      2.930825, ,           2.8,      2.829253, ,           2.8,      3.443076, ,           2.8,      2.753284, ,           2.8,      2.714238, ,           2.8,      2.708733, ,           2.8,      2.676505, ,           2.8,      2.662404, ,           2.8,      2.659206, ,           2.8,      3.357015, ,           2.8,       3.23644, ,           2.8,      3.062945, ,           2.8,      3.037143, , 
            3,      2.912036, ,             3,      2.810434, ,             3,      3.420328, ,             3,      2.738324, ,             3,      2.703127, ,             3,      2.697829, ,             3,      2.667035, ,             3,      2.652498, ,             3,      2.649569, ,             3,      3.335051, ,             3,      3.215266, ,             3,       3.04215, ,             3,      3.016378, , 
          3.2,      2.895081, ,           3.2,      2.795219, ,           3.2,      3.399251, ,           3.2,      2.724949, ,           3.2,      2.690204, ,           3.2,      2.685227, ,           3.2,      2.656386, ,           3.2,      2.642033, ,           3.2,      2.638626, ,           3.2,      3.314759, ,           3.2,      3.195789, ,           3.2,      3.023222, ,           3.2,      2.997488, , 
          3.4,      2.877458, ,           3.4,      2.781964, ,           3.4,      3.379723, ,           3.4,      2.714541, ,           3.4,      2.680646, ,           3.4,      2.674909, ,           3.4,      2.649507, ,           3.4,      2.641225, ,           3.4,      2.634861, ,           3.4,      3.296025, ,           3.4,      3.177906, ,           3.4,      3.006112, ,           3.4,      2.980483, , 
          3.6,      2.862985, ,           3.6,      2.767585, ,           3.6,       3.36166, ,           3.6,      2.703087, ,           3.6,      2.670406, ,           3.6,      2.665582, ,           3.6,       2.63999, ,           3.6,      2.632709, ,           3.6,      2.627516, ,           3.6,      3.278734, ,           3.6,      3.161458, ,           3.6,      2.990716, ,           3.6,      2.965259, , 
          3.8,       2.85064, ,           3.8,      2.757237, ,           3.8,       3.34497, ,           3.8,      2.695422, ,           3.8,      2.663435, ,           3.8,      2.658753, ,           3.8,      2.633379, ,           3.8,      2.626663, ,           3.8,      2.621785, ,           3.8,      3.262812, ,           3.8,      3.146361, ,           3.8,      2.976755, ,           3.8,      2.951468, , 
            4,      2.840423, ,             4,      2.748909, ,             4,      3.329559, ,             4,      2.689648, ,             4,      2.658832, ,             4,      2.654138, ,             4,      2.630346, ,             4,      2.621947, ,             4,       2.61843, ,             4,      3.248158, ,             4,      3.132548, ,             4,      2.964147, ,             4,      2.939056, , 
          4.2,      2.829474, ,           4.2,      2.740135, ,           4.2,      3.315391, ,           4.2,      2.681974, ,           4.2,      2.652609, ,           4.2,      2.648309, ,           4.2,      2.626284, ,           4.2,       2.61774, ,           4.2,      2.614458, ,           4.2,      3.234743, ,           4.2,      3.119967, ,           4.2,      2.952874, ,           4.2,      2.928082, , 
          4.4,      2.820956, ,           4.4,      2.734522, ,           4.4,      3.302406, ,           4.4,      2.678157, ,           4.4,      2.649613, ,           4.4,      2.644858, ,           4.4,      2.623969, ,           4.4,      2.615738, ,           4.4,      2.612634, ,           4.4,        3.2225, ,           4.4,      3.108546, ,           4.4,      2.942667, ,           4.4,      2.918173, , 
          4.6,      2.814383, ,           4.6,      2.729698, ,           4.6,      3.292442, ,           4.6,      2.673343, ,           4.6,      2.647906, ,           4.6,      2.643477, ,           4.6,      2.623029, ,           4.6,      2.614947, ,           4.6,      2.611519, ,           4.6,      3.215407, ,           4.6,      3.106401, ,           4.6,      2.934624, ,           4.6,      2.910742, , 
          4.8,      2.808319, ,           4.8,      2.724315, ,           4.8,      3.281552, ,           4.8,      2.671208, ,           4.8,      2.647592, ,           4.8,      2.643281, ,           4.8,      2.623837, ,           4.8,      2.616048, ,           4.8,      2.612456, ,           4.8,      3.205226, ,           4.8,      3.097052, ,           4.8,      2.926324, ,           4.8,      2.902651, , 
            5,      2.803138, ,             5,      2.720952, ,             5,      3.271662, ,             5,      2.668743, ,             5,      2.645679, ,             5,      2.641453, ,             5,      2.622107, ,             5,      2.614942, ,             5,      2.611427, ,             5,      3.196019, ,             5,      3.088676, ,             5,      2.918862, ,             5,      2.895389, , 
          5.2,      2.798686, ,           5.2,      2.718329, ,           5.2,      3.262699, ,           5.2,      2.669028, ,           5.2,      2.646262, ,           5.2,      2.642369, ,           5.2,      2.624036, ,           5.2,      2.616792, ,           5.2,      2.613392, ,           5.2,      3.187728, ,           5.2,      3.081218, ,           5.2,      2.912393, ,           5.2,      2.889118, , 
          5.4,      2.795552, ,           5.4,      2.716516, ,           5.4,      3.254608, ,           5.4,       2.67019, ,           5.4,      2.647893, ,           5.4,      2.644208, ,           5.4,      2.626674, ,           5.4,      2.619628, ,           5.4,       2.61623, ,           5.4,      3.180303, ,           5.4,      3.074598, ,           5.4,      2.906837, ,           5.4,      2.883779, , 
          5.6,      2.792325, ,           5.6,      2.715339, ,           5.6,      3.247363, ,           5.6,      2.669451, ,           5.6,      2.647759, ,           5.6,      2.644158, ,           5.6,      2.626992, ,           5.6,      2.620015, ,           5.6,      2.616626, ,           5.6,      3.173698, ,           5.6,      3.068806, ,           5.6,       2.90219, ,           5.6,      2.879373, , 
          5.8,      2.791183, ,           5.8,      2.715807, ,           5.8,      3.240928, ,           5.8,      2.671527, ,           5.8,      2.650754, ,           5.8,      2.647182, ,           5.8,      2.630589, ,           5.8,      2.623913, ,           5.8,      2.620652, ,           5.8,      3.167866, ,           5.8,      3.063773, ,           5.8,       2.89857, ,           5.8,       2.87609, , 
            6,      2.789791, ,             6,      2.717268, ,             6,      3.235244, ,             6,      2.674319, ,             6,      2.653398, ,             6,      2.649305, ,             6,      2.634091, ,             6,      2.627696, ,             6,      2.624599, ,             6,      3.162753, ,             6,      3.059421, ,             6,       2.89569, ,             6,      2.873591, , 
          6.2,      2.789604, ,           6.2,      2.718873, ,           6.2,      3.230309, ,           6.2,       2.67512, ,           6.2,      2.655309, ,           6.2,      2.651717, ,           6.2,      2.635791, ,           6.2,      2.629479, ,           6.2,      2.626413, ,           6.2,      3.158355, ,           6.2,      3.055757, ,           6.2,      2.893492, ,           6.2,      2.871802, , 
          6.4,      2.790154, ,           6.4,       2.71946, ,           6.4,      3.226224, ,           6.4,      2.677668, ,           6.4,      2.658705, ,           6.4,      2.655191, ,           6.4,      2.639545, ,           6.4,      2.633236, ,           6.4,      2.630178, ,           6.4,      3.154767, ,           6.4,      3.052839, ,           6.4,      2.891916, ,           6.4,      2.870652, , 
          6.6,      2.791203, ,           6.6,       2.72115, ,           6.6,      3.223791, ,           6.6,      2.680721, ,           6.6,      2.662462, ,           6.6,      2.659053, ,           6.6,      2.643765, ,           6.6,      2.637708, ,           6.6,      2.634692, ,           6.6,      3.152656, ,           6.6,      3.051062, ,           6.6,      2.890896, ,           6.6,      2.870054, , 
          6.8,      2.792786, ,           6.8,      2.723799, ,           6.8,      3.221542, ,           6.8,      2.684283, ,           6.8,       2.66666, ,           6.8,      2.663344, ,           6.8,      2.648224, ,           6.8,      2.642489, ,           6.8,      2.639515, ,           6.8,      3.150787, ,           6.8,      3.049624, ,           6.8,      2.890408, ,           6.8,      2.869986, , 
            7,      2.794807, ,             7,      2.726901, ,             7,      3.219974, ,             7,      2.688092, ,             7,       2.67093, ,             7,      2.667758, ,             7,      2.653166, ,             7,      2.647374, ,             7,      2.644533, ,             7,      3.149561, ,             7,      3.048777, ,             7,      2.890459, ,             7,      2.870441, , 
          7.2,      2.797188, ,           7.2,      2.730348, ,           7.2,      3.219033, ,           7.2,       2.69219, ,           7.2,      2.675502, ,           7.2,      2.672429, ,           7.2,      2.658177, ,           7.2,      2.652448, ,           7.2,      2.649671, ,           7.2,      3.148904, ,           7.2,      3.048465, ,           7.2,      2.891054, ,           7.2,      2.871401, , 
          7.4,      2.800513, ,           7.4,      2.734185, ,           7.4,      3.230791, ,           7.4,       2.69658, ,           7.4,      2.680263, ,           7.4,      2.677243, ,           7.4,      2.663391, ,           7.4,      2.657805, ,           7.4,      2.655022, ,           7.4,      3.156147, ,           7.4,      3.050815, ,           7.4,       2.89364, ,           7.4,      2.874354, , 
          7.6,      2.803555, ,           7.6,      2.738368, ,           7.6,      3.231169, ,           7.6,      2.701233, ,           7.6,      2.685254, ,           7.6,       2.68229, ,           7.6,      2.668722, ,           7.6,      2.663405, ,           7.6,      2.660682, ,           7.6,      3.156701, ,           7.6,      3.051549, ,           7.6,      2.895155, ,           7.6,      2.876218, , 
          7.8,      2.806888, ,           7.8,       2.74273, ,           7.8,      3.232182, ,           7.8,      2.706041, ,           7.8,      2.690223, ,           7.8,       2.68727, ,           7.8,      2.674096, ,           7.8,      2.668876, ,           7.8,      2.666238, ,           7.8,      3.157852, ,           7.8,      3.052803, ,           7.8,      2.897066, ,           7.8,       2.87847, , 
            8,       2.81059, ,             8,      2.747413, ,             8,      3.233864, ,             8,      2.711224, ,             8,      2.695591, ,             8,      2.692705, ,             8,      2.679686, ,             8,      2.674611, ,             8,       2.67212, ,             8,      3.159625, ,             8,      3.054596, ,             8,      2.899361, ,             8,      2.881094, , 

