Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            0,      3.883167, ,             0,      3.796975, ,             0,      3.651364, ,             0,       3.55287, ,             0,      5.263638, ,             0,      5.120736, ,             0,      3.519887, ,             0,      3.465527, ,             0,      3.456237, ,             0,       3.43734, ,             0,      3.414363, ,             0,       3.39807, ,             0,      3.390023, ,             0,      3.385258, ,             0,      4.922222, ,             0,      4.636686, ,             0,      4.361711, ,             0,      4.200701, ,             0,      4.134745, , 
          0.2,      3.880485, ,           0.2,      3.797435, ,           0.2,      3.656982, ,           0.2,      3.561397, ,           0.2,      5.241152, ,           0.2,      5.099092, ,           0.2,      3.529209, ,           0.2,      3.476067, ,           0.2,      3.466961, ,           0.2,      3.448417, ,           0.2,       3.42568, ,           0.2,      3.409499, ,           0.2,      3.401587, ,           0.2,      3.396901, ,           0.2,      4.901828, ,           0.2,      4.618448, ,           0.2,       4.34597, ,           0.2,      4.187297, ,           0.2,      4.122933, , 
          0.4,      3.882311, ,           0.4,      3.802921, ,           0.4,      3.665466, ,           0.4,      3.573356, ,           0.4,      5.232139, ,           0.4,      5.101443, ,           0.4,      3.541491, ,           0.4,      3.490339, ,           0.4,      3.481243, ,           0.4,      3.462675, ,           0.4,      3.440349, ,           0.4,      3.424468, ,           0.4,      3.416652, ,           0.4,      3.412018, ,           0.4,      4.913595, ,           0.4,      4.630722, ,           0.4,      4.341141, ,           0.4,      4.180341, ,           0.4,      4.118462, , 
          0.6,      3.886028, ,           0.6,      3.809286, ,           0.6,      3.676172, ,           0.6,       3.58679, ,           0.6,      5.217957, ,           0.6,      5.088025, ,           0.6,      3.555766, ,           0.6,      3.505679, ,           0.6,      3.496797, ,           0.6,      3.478735, ,           0.6,      3.456999, ,           0.6,      3.441478, ,           0.6,      3.433814, ,           0.6,      3.429305, ,           0.6,       4.90126, ,           0.6,      4.620313, ,           0.6,      4.332627, ,           0.6,      4.174326, ,           0.6,      4.114062, , 
          0.8,      3.892493, ,           0.8,      3.818205, ,           0.8,      3.689113, ,           0.8,      3.602243, ,           0.8,      5.207498, ,           0.8,      5.078295, ,           0.8,      3.572065, ,           0.8,       3.52321, ,           0.8,      3.514443, ,           0.8,      3.496697, ,           0.8,      3.475313, ,           0.8,      3.460105, ,           0.8,       3.45262, ,           0.8,        3.4482, ,           0.8,      4.892481, ,           0.8,      4.613293, ,           0.8,      4.327482, ,           0.8,      4.171742, ,           0.8,      4.113265, , 
            1,      3.901563, ,             1,      3.829413, ,             1,       3.70398, ,             1,      3.619201, ,             1,      5.200685, ,             1,      5.072022, ,             1,      3.589783, ,             1,      3.542141, ,             1,      3.533581, ,             1,       3.51631, ,             1,       3.49539, ,             1,      3.480508, ,             1,      3.473186, ,             1,      3.468863, ,             1,      4.887083, ,             1,      4.609353, ,             1,      4.325518, ,             1,      4.172373, ,             1,      4.115644, , 
          1.2,      3.912966, ,           1.2,      3.842778, ,           1.2,       3.72059, ,           1.2,      3.637889, ,           1.2,      5.197334, ,           1.2,      5.068988, ,           1.2,      3.609147, ,           1.2,      3.562417, ,           1.2,      3.554031, ,           1.2,      3.537101, ,           1.2,      3.516691, ,           1.2,      3.502158, ,           1.2,      3.495017, ,           1.2,       3.49079, ,           1.2,      4.884805, ,           1.2,      4.608397, ,           1.2,      4.326395, ,           1.2,      4.176125, ,           1.2,      4.121066, , 
          1.4,      3.926539, ,           1.4,      3.858111, ,           1.4,      3.738834, ,           1.4,      3.658047, ,           1.4,       5.19715, ,           1.4,      5.069037, ,           1.4,      3.629913, ,           1.4,      3.584192, ,           1.4,      3.575986, ,           1.4,      3.559384, ,           1.4,      3.539319, ,           1.4,      3.525005, ,           1.4,      3.517968, ,           1.4,      3.513812, ,           1.4,      4.885524, ,           1.4,      4.610296, ,           1.4,      4.330158, ,           1.4,      4.182699, ,           1.4,      4.129244, , 
          1.6,      3.943706, ,           1.6,      3.875795, ,           1.6,      3.758574, ,           1.6,      3.679496, ,           1.6,      5.246565, ,           1.6,      5.112753, ,           1.6,      3.651963, ,           1.6,      3.607208, ,           1.6,      3.599176, ,           1.6,      3.582902, ,           1.6,      3.563234, ,           1.6,      3.549212, ,           1.6,      3.542312, ,           1.6,      3.538238, ,           1.6,      4.908974, ,           1.6,      4.621131, ,           1.6,      4.338746, ,           1.6,      4.195843, ,           1.6,      4.143816, , 
          1.8,      3.960956, ,           1.8,      3.894524, ,           1.8,        3.7797, ,           1.8,      3.702049, ,           1.8,      5.256838, ,           1.8,       5.12272, ,           1.8,      3.675025, ,           1.8,      3.631194, ,           1.8,      3.623354, ,           1.8,      3.607445, ,           1.8,      3.588191, ,           1.8,       3.57443, ,           1.8,      3.567652, ,           1.8,      3.563651, ,           1.8,       4.91844, ,           1.8,      4.630206, ,           1.8,      4.348005, ,           1.8,      4.207488, ,           1.8,      4.156723, , 
            2,      3.980831, ,             2,      3.914689, ,             2,      3.802052, ,             2,      3.725874, ,             2,      5.312914, ,             2,      5.162021, ,             2,      3.699325, ,             2,      3.656244, ,             2,       3.64853, ,             2,      3.632859, , , , , , , , , , , , , ,             2,      4.931871, ,             2,      4.648282, ,             2,      4.363764, ,             2,      4.223238, ,             2,      4.172468, , 
          2.2,      4.001176, ,           2.2,      3.936212, ,           2.2,      3.825535, ,           2.2,      3.750716, ,           2.2,      5.329628, ,           2.2,      5.177945, ,           2.2,      3.724611, ,           2.2,      3.682267, ,           2.2,       3.67469, ,           2.2,      3.659279, , , , , , , , , , , , , ,           2.2,      4.946591, ,           2.2,      4.662232, ,           2.2,      4.377651, ,           2.2,      4.238987, ,           2.2,      4.189236, , 
          2.4,      4.023207, ,           2.4,      3.958985, ,           2.4,      3.850059, ,           2.4,       3.77647, ,           2.4,      5.363541, ,           2.4,      5.204708, ,           2.4,      3.750778, ,           2.4,      3.709121, ,           2.4,       3.70167, , , , , , , , , , , , , , , , ,           2.4,      4.965581, ,           2.4,      4.680874, ,           2.4,      4.395291, ,           2.4,        4.2567, ,           2.4,      4.208336, , 
          2.6,      4.046497, ,           2.6,       3.98294, ,           2.6,      3.875582, ,           2.6,      3.803172, ,           2.6,      5.401092, ,           2.6,      5.234825, ,           2.6,      3.777862, ,           2.6,      3.736843, ,           2.6,      3.729525, , , , , , , , , , , , , , , , ,           2.6,      4.987731, ,           2.6,      4.702135, ,           2.6,      4.415011, ,           2.6,      4.276105, ,           2.6,       4.22906, , 
          2.8,      4.070638, ,           2.8,      4.007992, ,           2.8,      3.902065, ,           2.8,       3.83054, ,           2.8,      5.430181, ,           2.8,      5.262193, ,           2.8,      3.805585, ,           2.8,      3.765151, ,           2.8,      3.757922, , , , , , , , , , , , , , , , ,           2.8,      5.012454, ,           2.8,       4.72439, ,           2.8,       4.43518, ,           2.8,       4.29708, ,           2.8,      4.250735, , 
            3,      4.096205, ,             3,      4.034057, ,             3,       3.92946, ,             3,      3.858862, ,             3,       5.47977, ,             3,      5.303095, ,             3,      3.834239, ,             3,      3.794338, ,             3,      3.787202, , , , , , , , , , , , , , , , ,             3,      5.043449, ,             3,      4.751872, ,             3,      4.458901, ,             3,      4.319555, ,             3,       4.27431, , 

