Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      4.335917, ,            -2,       4.23634, ,            -2,       4.08037, ,            -2,      3.950551, ,            -2,       5.79659, ,            -2,      5.641687, ,            -2,      3.875015, ,            -2,      3.753636, ,            -2,      3.737903, ,            -2,      3.704636, ,            -2,      3.651206, ,            -2,      3.613018, ,            -2,      3.595916, ,            -2,      3.585465, ,            -2,       5.42647, ,            -2,      5.122928, ,            -2,      4.839986, ,            -2,      4.677838, ,            -2,      4.611176, , 
         -1.8,      4.214736, ,          -1.8,      4.114335, ,          -1.8,      3.967005, ,          -1.8,      3.842858, ,          -1.8,      5.710974, ,          -1.8,      5.557154, ,          -1.8,      3.789132, ,          -1.8,      3.691221, ,          -1.8,      3.671037, ,          -1.8,      3.626941, ,          -1.8,      3.598899, ,          -1.8,      3.569474, ,          -1.8,      3.555389, ,          -1.8,      3.547105, ,          -1.8,      5.342879, ,          -1.8,      5.037871, ,          -1.8,      4.747488, ,          -1.8,      4.575157, ,          -1.8,      4.503245, , 
         -1.6,      4.124425, ,          -1.6,      4.022874, ,          -1.6,      3.861347, ,          -1.6,      3.743163, ,          -1.6,      5.634341, ,          -1.6,      5.481736, ,          -1.6,      3.689318, ,          -1.6,      3.600488, ,          -1.6,      3.586292, ,          -1.6,       3.55635, ,          -1.6,      3.519529, ,          -1.6,      3.493642, ,          -1.6,      3.480008, ,          -1.6,       3.47213, ,          -1.6,      5.268869, ,          -1.6,      4.964266, ,          -1.6,      4.670461, ,          -1.6,       4.49252, ,          -1.6,      4.417787, , 
         -1.4,       4.05459, ,          -1.4,      3.954103, ,          -1.4,      3.794498, ,          -1.4,      3.682428, ,          -1.4,      5.565605, ,          -1.4,      5.414366, ,          -1.4,       3.63789, ,          -1.4,      3.559817, ,          -1.4,      3.545364, ,          -1.4,      3.518947, ,          -1.4,      3.488818, ,          -1.4,      3.464916, ,          -1.4,      3.454337, ,          -1.4,      3.448046, ,          -1.4,      5.203325, ,          -1.4,      4.900231, ,          -1.4,      4.605866, ,          -1.4,      4.425564, ,          -1.4,      4.349785, , 
         -1.2,      4.003222, ,          -1.2,      3.902199, ,          -1.2,        3.7365, ,          -1.2,      3.626371, ,          -1.2,      5.504243, ,          -1.2,       5.35442, ,          -1.2,      3.588435, ,          -1.2,      3.518631, ,          -1.2,      3.506705, ,          -1.2,      3.482623, ,          -1.2,      3.452964, ,          -1.2,      3.430655, ,          -1.2,      3.419318, ,          -1.2,      3.412661, ,          -1.2,      5.145358, ,          -1.2,      4.844512, ,          -1.2,      4.551619, ,          -1.2,      4.372385, ,          -1.2,      4.297172, , 
           -1,      3.961962, ,            -1,      3.862887, ,            -1,      3.698748, ,            -1,      3.589621, ,            -1,      5.449734, ,            -1,      5.301272, ,            -1,      3.554182, ,            -1,      3.490978, ,            -1,      3.479188, ,            -1,      3.455802, ,            -1,      3.428405, ,            -1,      3.409305, ,            -1,      3.399141, ,            -1,      3.393093, ,            -1,      5.094148, ,            -1,      4.795899, ,            -1,       4.50558, ,            -1,      4.329596, ,            -1,      4.255807, , 
         -0.8,      3.934232, ,          -0.8,      3.835204, ,          -0.8,      3.674572, ,          -0.8,      3.568207, ,          -0.8,      5.401614, ,          -0.8,      5.254416, ,          -0.8,      3.532428, ,          -0.8,      3.472841, ,          -0.8,      3.462287, ,          -0.8,      3.440432, ,          -0.8,      3.413486, ,          -0.8,       3.39365, ,          -0.8,      3.383585, ,          -0.8,      3.377681, ,          -0.8,      5.049234, ,          -0.8,      4.753636, ,          -0.8,      4.466608, ,          -0.8,      4.294255, ,          -0.8,        4.2221, , 
         -0.6,      3.914291, ,          -0.6,      3.817685, ,          -0.6,      3.658272, ,          -0.6,      3.553219, ,          -0.6,      5.359193, ,          -0.6,      5.213368, ,          -0.6,      3.518861, ,          -0.6,      3.462149, ,          -0.6,      3.452133, ,          -0.6,      3.431419, ,          -0.6,      3.406088, ,          -0.6,      3.387816, ,          -0.6,      3.378841, ,          -0.6,      3.373522, ,          -0.6,      5.010057, ,          -0.6,      4.717021, ,          -0.6,      4.433392, ,          -0.6,      4.264304, ,          -0.6,      4.193837, , 
         -0.4,      3.899675, ,          -0.4,      3.806443, ,          -0.4,       3.65068, ,          -0.4,      3.547544, ,          -0.4,      5.322296, ,          -0.4,      5.177559, ,          -0.4,      3.513872, ,          -0.4,      3.458401, ,          -0.4,      3.448893, ,          -0.4,       3.42938, ,          -0.4,      3.404916, ,          -0.4,      3.387054, ,          -0.4,      3.378157, ,          -0.4,      3.372918, ,          -0.4,      4.975964, ,          -0.4,      4.685608, ,          -0.4,      4.405167, ,          -0.4,      4.238935, ,          -0.4,       4.17006, , 
         -0.2,      3.889506, ,          -0.2,      3.799864, ,          -0.2,      3.649053, ,          -0.2,      3.547818, ,          -0.2,      5.290623, ,          -0.2,      5.146802, ,          -0.2,      3.514503, ,          -0.2,      3.459796, ,          -0.2,      3.450402, ,          -0.2,      3.431299, ,          -0.2,      3.408323, ,          -0.2,      3.391564, ,          -0.2,      3.383294, ,          -0.2,      3.378369, ,          -0.2,      4.946867, ,          -0.2,      4.659057, ,          -0.2,      4.381322, ,          -0.2,      4.217823, ,          -0.2,      4.150412, , 
