Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          2.4,     0.5626487, ,           2.4,     0.5626487, ,           2.4,     0.5626487, ,           2.4,     0.5626487, ,           2.4,     0.5626487, ,           2.4,     0.5626487, ,           2.4,     0.5626487, ,           2.4,     0.5626487, ,           2.4,     0.5626487, ,           2.4,     0.5626487, ,           2.4,     0.5626487, ,           2.4,     0.5626487, ,           2.4,     0.5626487, , 
          2.6,     0.5709463, ,           2.6,     0.5709463, ,           2.6,     0.5709463, ,           2.6,     0.5709463, ,           2.6,     0.5709463, ,           2.6,     0.5709463, ,           2.6,     0.5709463, ,           2.6,     0.5709463, ,           2.6,     0.5709463, ,           2.6,     0.5709463, ,           2.6,     0.5709463, ,           2.6,     0.5709463, ,           2.6,     0.5709463, , 
          2.8,     0.5792246, ,           2.8,     0.5792246, ,           2.8,     0.5792246, ,           2.8,     0.5792246, ,           2.8,     0.5792246, ,           2.8,     0.5792246, ,           2.8,     0.5792246, ,           2.8,     0.5792246, ,           2.8,     0.5792246, ,           2.8,     0.5792246, ,           2.8,     0.5792246, ,           2.8,     0.5792246, ,           2.8,     0.5792246, , 
            3,     0.5874834, ,             3,     0.5874834, ,             3,     0.5874834, ,             3,     0.5874834, ,             3,     0.5874834, ,             3,     0.5874834, ,             3,     0.5874834, ,             3,     0.5874834, ,             3,     0.5874834, ,             3,     0.5874834, ,             3,     0.5874834, ,             3,     0.5874834, ,             3,     0.5874834, , 
          3.2,     0.5957223, ,           3.2,     0.5957223, ,           3.2,     0.5957223, ,           3.2,     0.5957223, ,           3.2,     0.5957223, ,           3.2,     0.5957223, ,           3.2,     0.5957223, ,           3.2,     0.5957223, ,           3.2,     0.5957223, ,           3.2,     0.5957223, ,           3.2,     0.5957223, ,           3.2,     0.5957223, ,           3.2,     0.5957223, , 
          3.4,     0.6039411, ,           3.4,     0.6039411, ,           3.4,     0.6039411, ,           3.4,     0.6039411, ,           3.4,     0.6039411, ,           3.4,     0.6039411, ,           3.4,     0.6039411, ,           3.4,     0.6039411, ,           3.4,     0.6039411, ,           3.4,     0.6039411, ,           3.4,     0.6039411, ,           3.4,     0.6039411, ,           3.4,     0.6039411, , 
          3.6,     0.6121394, ,           3.6,     0.6121394, ,           3.6,     0.6121394, ,           3.6,     0.6121394, ,           3.6,     0.6121394, ,           3.6,     0.6121394, ,           3.6,     0.6121394, ,           3.6,     0.6121394, ,           3.6,     0.6121394, ,           3.6,     0.6121394, ,           3.6,     0.6121394, ,           3.6,     0.6121394, ,           3.6,     0.6121394, , 
          3.8,      0.620317, ,           3.8,      0.620317, ,           3.8,      0.620317, ,           3.8,      0.620317, ,           3.8,      0.620317, ,           3.8,      0.620317, ,           3.8,      0.620317, ,           3.8,      0.620317, ,           3.8,      0.620317, ,           3.8,      0.620317, ,           3.8,      0.620317, ,           3.8,      0.620317, ,           3.8,      0.620317, , 
            4,     0.6284735, ,             4,     0.6284735, ,             4,     0.6284735, ,             4,     0.6284735, ,             4,     0.6284735, ,             4,     0.6284735, ,             4,     0.6284735, ,             4,     0.6284735, ,             4,     0.6284735, ,             4,     0.6284735, ,             4,     0.6284735, ,             4,     0.6284735, ,             4,     0.6284735, , 
          4.2,     0.6366087, ,           4.2,     0.6366087, ,           4.2,     0.6366087, ,           4.2,     0.6366087, ,           4.2,     0.6366087, ,           4.2,     0.6366087, ,           4.2,     0.6366087, ,           4.2,     0.6366087, ,           4.2,     0.6366087, ,           4.2,     0.6366087, ,           4.2,     0.6366087, ,           4.2,     0.6366087, ,           4.2,     0.6366087, , 
          4.4,     0.6447223, ,           4.4,     0.6447223, ,           4.4,     0.6447223, ,           4.4,     0.6447223, ,           4.4,     0.6447223, ,           4.4,     0.6447223, ,           4.4,     0.6447223, ,           4.4,     0.6447223, ,           4.4,     0.6447223, ,           4.4,     0.6447223, ,           4.4,     0.6447223, ,           4.4,     0.6447223, ,           4.4,     0.6447223, , 
          4.6,      0.652814, ,           4.6,      0.652814, ,           4.6,      0.652814, ,           4.6,      0.652814, ,           4.6,      0.652814, ,           4.6,      0.652814, ,           4.6,      0.652814, ,           4.6,      0.652814, ,           4.6,      0.652814, ,           4.6,      0.652814, ,           4.6,      0.652814, ,           4.6,      0.652814, ,           4.6,      0.652814, , 
          4.8,     0.6608836, ,           4.8,     0.6608836, ,           4.8,     0.6608836, ,           4.8,     0.6608836, ,           4.8,     0.6608836, ,           4.8,     0.6608836, ,           4.8,     0.6608836, ,           4.8,     0.6608836, ,           4.8,     0.6608836, ,           4.8,     0.6608836, ,           4.8,     0.6608836, ,           4.8,     0.6608836, ,           4.8,     0.6608836, , 
            5,     0.6689307, ,             5,     0.6689307, ,             5,     0.6689307, ,             5,     0.6689307, ,             5,     0.6689307, ,             5,     0.6689307, ,             5,     0.6689307, ,             5,     0.6689307, ,             5,     0.6689307, ,             5,     0.6689307, ,             5,     0.6689307, ,             5,     0.6689307, ,             5,     0.6689307, , 
          5.2,      0.676955, ,           5.2,      0.676955, ,           5.2,      0.676955, ,           5.2,      0.676955, ,           5.2,      0.676955, ,           5.2,      0.676955, ,           5.2,      0.676955, ,           5.2,      0.676955, ,           5.2,      0.676955, ,           5.2,      0.676955, ,           5.2,      0.676955, ,           5.2,      0.676955, ,           5.2,      0.676955, , 
          5.4,     0.6849563, ,           5.4,     0.6849563, ,           5.4,     0.6849563, ,           5.4,     0.6849563, ,           5.4,     0.6849563, ,           5.4,     0.6849563, ,           5.4,     0.6849563, ,           5.4,     0.6849563, ,           5.4,     0.6849563, ,           5.4,     0.6849563, ,           5.4,     0.6849563, ,           5.4,     0.6849563, ,           5.4,     0.6849563, , 
          5.6,     0.6929344, ,           5.6,     0.6929344, ,           5.6,     0.6929344, ,           5.6,     0.6929344, ,           5.6,     0.6929344, ,           5.6,     0.6929344, ,           5.6,     0.6929344, ,           5.6,     0.6929344, ,           5.6,     0.6929344, ,           5.6,     0.6929344, ,           5.6,     0.6929344, ,           5.6,     0.6929344, ,           5.6,     0.6929344, , 
          5.8,     0.7008889, ,           5.8,     0.7008889, ,           5.8,     0.7008889, ,           5.8,     0.7008889, ,           5.8,     0.7008889, ,           5.8,     0.7008889, ,           5.8,     0.7008889, ,           5.8,     0.7008889, ,           5.8,     0.7008889, ,           5.8,     0.7008889, ,           5.8,     0.7008889, ,           5.8,     0.7008889, ,           5.8,     0.7008889, , 
            6,     0.7088195, ,             6,     0.7088195, ,             6,     0.7088195, ,             6,     0.7088195, ,             6,     0.7088195, ,             6,     0.7088195, ,             6,     0.7088195, ,             6,     0.7088195, ,             6,     0.7088195, ,             6,     0.7088195, ,             6,     0.7088195, ,             6,     0.7088195, ,             6,     0.7088195, , 
          6.2,      0.716726, ,           6.2,      0.716726, ,           6.2,      0.716726, ,           6.2,      0.716726, ,           6.2,      0.716726, ,           6.2,      0.716726, ,           6.2,      0.716726, ,           6.2,      0.716726, ,           6.2,      0.716726, ,           6.2,      0.716726, ,           6.2,      0.716726, ,           6.2,      0.716726, ,           6.2,      0.716726, , 
          6.4,     0.7246082, ,           6.4,     0.7246082, ,           6.4,     0.7246082, ,           6.4,     0.7246082, ,           6.4,     0.7246082, ,           6.4,     0.7246082, ,           6.4,     0.7246082, ,           6.4,     0.7246082, ,           6.4,     0.7246082, ,           6.4,     0.7246082, ,           6.4,     0.7246082, ,           6.4,     0.7246082, ,           6.4,     0.7246082, , 
          6.6,     0.7324657, ,           6.6,     0.7324657, ,           6.6,     0.7324657, ,           6.6,     0.7324657, ,           6.6,     0.7324657, ,           6.6,     0.7324657, ,           6.6,     0.7324657, ,           6.6,     0.7324657, ,           6.6,     0.7324657, ,           6.6,     0.7324657, ,           6.6,     0.7324657, ,           6.6,     0.7324657, ,           6.6,     0.7324657, , 
          6.8,     0.7402984, ,           6.8,     0.7402984, ,           6.8,     0.7402984, ,           6.8,     0.7402984, ,           6.8,     0.7402984, ,           6.8,     0.7402984, ,           6.8,     0.7402984, ,           6.8,     0.7402984, ,           6.8,     0.7402984, ,           6.8,     0.7402984, ,           6.8,     0.7402984, ,           6.8,     0.7402984, ,           6.8,     0.7402984, , 
            7,     0.7481058, ,             7,     0.7481058, ,             7,     0.7481058, ,             7,     0.7481058, ,             7,     0.7481058, ,             7,     0.7481058, ,             7,     0.7481058, ,             7,     0.7481058, ,             7,     0.7481058, ,             7,     0.7481058, ,             7,     0.7481058, ,             7,     0.7481058, ,             7,     0.7481058, , 
          7.2,     0.7558879, ,           7.2,     0.7558879, ,           7.2,     0.7558879, ,           7.2,     0.7558879, ,           7.2,     0.7558879, ,           7.2,     0.7558879, ,           7.2,     0.7558879, ,           7.2,     0.7558879, ,           7.2,     0.7558879, ,           7.2,     0.7558879, ,           7.2,     0.7558879, ,           7.2,     0.7558879, ,           7.2,     0.7558879, , 
          7.4,     0.7636442, ,           7.4,     0.7636442, ,           7.4,     0.7636442, ,           7.4,     0.7636442, ,           7.4,     0.7636442, ,           7.4,     0.7636442, ,           7.4,     0.7636442, ,           7.4,     0.7636442, ,           7.4,     0.7636442, ,           7.4,     0.7636442, ,           7.4,     0.7636442, ,           7.4,     0.7636442, ,           7.4,     0.7636442, , 
          7.6,     0.7713747, ,           7.6,     0.7713747, ,           7.6,     0.7713747, ,           7.6,     0.7713747, ,           7.6,     0.7713747, ,           7.6,     0.7713747, ,           7.6,     0.7713747, ,           7.6,     0.7713747, ,           7.6,     0.7713747, ,           7.6,     0.7713747, ,           7.6,     0.7713747, ,           7.6,     0.7713747, ,           7.6,     0.7713747, , 
          7.8,     0.7790789, ,           7.8,     0.7790789, ,           7.8,     0.7790789, ,           7.8,     0.7790789, ,           7.8,     0.7790789, ,           7.8,     0.7790789, ,           7.8,     0.7790789, ,           7.8,     0.7790789, ,           7.8,     0.7790789, ,           7.8,     0.7790789, ,           7.8,     0.7790789, ,           7.8,     0.7790789, ,           7.8,     0.7790789, , 
            8,     0.7867567, ,             8,     0.7867567, ,             8,     0.7867567, ,             8,     0.7867567, ,             8,     0.7867567, ,             8,     0.7867567, ,             8,     0.7867567, ,             8,     0.7867567, ,             8,     0.7867567, ,             8,     0.7867567, ,             8,     0.7867567, ,             8,     0.7867567, ,             8,     0.7867567, , 

