Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      2.419559, ,            -2,      2.355981, ,            -2,      2.277186, ,            -2,       2.19307, ,            -2,       2.12744, ,            -2,      2.085129, ,            -2,      2.692106, ,            -2,      2.594927, ,            -2,       2.48304, , 
         -1.8,      2.342021, ,          -1.8,      2.268631, ,          -1.8,      2.182817, ,          -1.8,      2.099949, ,          -1.8,      2.035669, ,          -1.8,      1.994394, ,          -1.8,      2.617124, ,          -1.8,      2.519369, ,          -1.8,      2.405803, , 
         -1.6,      2.269046, ,          -1.6,      2.187998, ,          -1.6,      2.098511, ,          -1.6,      2.016867, ,          -1.6,      1.954589, ,          -1.6,      1.914791, ,          -1.6,      2.549147, ,          -1.6,      2.450134, ,          -1.6,      2.333931, , 
         -1.4,      2.195438, ,          -1.4,      2.112345, ,          -1.4,      2.022261, ,          -1.4,      1.941625, ,          -1.4,      1.880293, ,          -1.4,      1.841897, ,          -1.4,         2.486, ,          -1.4,      2.386306, ,          -1.4,      2.266876, , 
         -1.2,      2.125246, ,          -1.2,      2.041556, ,          -1.2,      1.951962, ,          -1.2,      1.872666, ,          -1.2,      1.816907, ,          -1.2,      1.786747, ,          -1.2,      2.428546, ,          -1.2,      2.327881, ,          -1.2,      2.204231, , 
           -1,      2.059327, ,            -1,      1.975531, ,            -1,      1.886555, ,            -1,      1.816151, ,            -1,      1.770001, ,            -1,      1.748398, ,            -1,      2.375897, ,            -1,      2.274462, ,            -1,      2.146073, , 
         -0.8,      1.996479, ,          -0.8,      1.914472, ,          -0.8,      1.828075, ,          -0.8,      1.769691, ,          -0.8,      1.723983, ,          -0.8,      1.709087, ,          -0.8,      2.327634, ,          -0.8,      2.225731, ,          -0.8,      2.092655, , 
         -0.6,        1.9415, ,          -0.6,      1.859081, ,          -0.6,      1.777153, ,          -0.6,      1.724706, ,          -0.6,      1.684551, ,          -0.6,      1.669387, ,          -0.6,      2.283382, ,          -0.6,      2.181295, ,          -0.6,      2.043689, , 
         -0.4,      1.894785, ,          -0.4,      1.809186, ,          -0.4,      1.740086, ,          -0.4,      1.692785, ,          -0.4,      1.661451, ,          -0.4,      1.646353, ,          -0.4,      2.242813, ,          -0.4,      2.140841, ,          -0.4,      1.999711, , 
         -0.2,      1.854023, ,          -0.2,      1.769409, ,          -0.2,      1.703087, ,          -0.2,      1.660702, ,          -0.2,       1.63257, ,          -0.2,      1.623211, ,          -0.2,       2.20559, ,          -0.2,       2.10403, ,          -0.2,      1.960917, , 
            0,      1.815204, ,             0,      1.733948, ,             0,      1.671507, ,             0,      1.632695, ,             0,      1.606162, ,             0,       1.59838, ,             0,      2.171357, ,             0,      2.070437, ,             0,      1.926258, , 
          0.2,       1.78443, ,           0.2,      1.701541, ,           0.2,      1.642302, ,           0.2,      1.606833, ,           0.2,      1.582376, ,           0.2,      1.574095, ,           0.2,      2.139884, ,           0.2,      2.039767, ,           0.2,      1.895144, , 
          0.4,      1.757474, ,           0.4,      1.674896, ,           0.4,      1.619347, ,           0.4,       1.58717, ,           0.4,      1.565083, ,           0.4,      1.556361, ,           0.4,      2.110943, ,           0.4,      2.011754, ,           0.4,      1.867213, , 
          0.6,      1.733185, ,           0.6,      1.652284, ,           0.6,      1.600095, ,           0.6,      1.569992, ,           0.6,      1.550615, ,           0.6,      1.542257, ,           0.6,      2.084319, ,           0.6,      1.986168, ,           0.6,      1.842305, , 
