Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, ,            -2,     0.5869948, , 
         -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, ,          -1.8,     0.6020277, , 
         -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, ,          -1.6,     0.6170474, , 
         -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, ,          -1.4,     0.6320536, , 
         -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, ,          -1.2,     0.6470458, , 
           -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, ,            -1,     0.6620237, , 
         -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, ,          -0.8,     0.6769869, , 
         -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, ,          -0.6,     0.6919348, , 
         -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, ,          -0.4,     0.7068672, , 
         -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, ,          -0.2,     0.7217836, , 
