Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      3.290929, ,            -2,      3.270613, ,            -2,       3.23604, ,            -2,      3.211287, ,            -4,      5.350065, ,            -4,      5.262499, ,            -2,      3.191675, ,            -2,      3.124141, ,            -2,      3.112139, ,            -2,      3.085326, ,            -2,      3.034699, ,            -2,      2.983231, ,            -2,        2.9689, ,            -2,      2.960419, ,            -4,      5.167613, ,            -2,      3.486006, ,            -2,      3.400876, ,            -2,      3.362132, ,            -2,      3.347548, , 
         -1.8,       3.19349, ,          -1.8,      3.172948, ,          -1.8,      3.137736, ,          -1.8,      3.108864, ,          -3.8,      5.122374, ,          -3.8,      5.036399, ,          -1.8,      3.081521, ,          -1.8,      3.006731, ,          -1.8,      2.995005, ,          -1.8,       2.96817, ,          -1.8,      2.917282, ,          -1.8,      2.866839, ,          -1.8,       2.85284, ,          -1.8,      2.844531, ,          -3.8,      4.943299, ,          -1.8,      3.388673, ,          -1.8,      3.303666, ,          -1.8,      3.264823, ,          -1.8,      3.250222, , 
         -1.6,      3.102797, ,          -1.6,       3.08195, ,          -1.6,       3.04373, ,          -1.6,      3.007932, ,          -3.6,      4.913937, ,          -3.6,      4.829547, ,          -1.6,      2.974733, ,          -1.6,      2.896564, ,          -1.6,      2.884547, ,          -1.6,      2.857975, ,          -1.6,      2.807852, ,          -1.6,      2.758545, ,          -1.6,      2.744866, ,          -1.6,      2.736709, ,          -3.6,       4.73805, ,          -1.6,      3.298311, ,          -1.6,      3.213274, ,          -1.6,      3.174357, ,          -1.6,      3.159685, , 
         -1.4,      3.018316, ,          -1.4,      2.997255, ,          -1.4,      2.951979, ,          -1.4,      2.907022, ,          -3.4,      4.722812, ,          -3.4,      4.639944, ,          -1.4,      2.871405, ,          -1.4,      2.792751, ,          -1.4,      2.780797, ,          -1.4,      2.754966, ,          -1.4,      2.705829, ,          -1.4,      2.657512, ,          -1.4,      2.644211, ,          -1.4,      2.636256, ,          -3.4,      4.549799, ,          -1.4,       3.21474, ,          -1.4,      3.129101, ,          -1.4,      3.090071, ,          -1.4,      3.075371, , 
         -1.2,       2.93944, ,          -1.2,      2.918376, ,          -1.2,      2.863734, ,          -1.2,       2.81322, ,          -3.2,      4.547282, ,          -3.2,      4.465855, ,          -1.2,      2.775955, ,          -1.2,      2.696822, ,          -1.2,      2.685093, ,          -1.2,      2.660155, ,          -1.2,      2.611839, ,          -1.2,      2.564475, ,          -1.2,      2.551426, ,          -1.2,      2.543628, ,          -3.2,      4.376918, ,          -1.2,      3.136995, ,          -1.2,       3.05076, ,          -1.2,      3.011311, ,          -1.2,      2.996578, , 
           -1,      2.865489, ,            -1,       2.84107, ,            -1,      2.781403, ,            -1,      2.727792, ,            -3,       4.38577, ,            -3,      4.305695, ,            -1,      2.688504, ,            -1,      2.608753, ,            -1,      2.597352, ,            -1,      2.572901, ,            -1,      2.525521, ,            -1,      2.479223, ,            -1,      2.466556, ,            -1,      2.458955, ,            -3,      4.217925, ,            -1,      3.064994, ,            -1,      2.977821, ,            -1,      2.937563, ,            -1,      2.922597, , 
         -0.8,      2.794943, ,          -0.8,      2.763749, ,          -0.8,      2.704961, ,          -0.8,      2.649976, ,          -2.8,      4.236941, ,          -2.8,      4.158187, ,          -0.8,      2.609774, ,          -0.8,      2.529369, ,          -0.8,      2.518137, ,          -0.8,      2.494121, ,          -0.8,       2.44761, ,          -0.8,        2.4022, ,          -0.8,      2.389818, ,          -0.8,      2.382402, ,          -2.8,      4.071478, ,          -0.8,       2.99845, ,          -0.8,      2.909823, ,          -0.8,      2.868595, ,          -0.8,      2.853165, , 
         -0.6,      2.724462, ,          -0.6,      2.691311, ,          -0.6,       2.63287, ,          -0.6,       2.57667, ,          -2.6,      4.099618, ,          -2.6,      4.022189, ,          -0.6,      2.536231, ,          -0.6,      2.456881, ,          -0.6,       2.44579, ,          -0.6,      2.422204, ,          -0.6,       2.37748, ,          -0.6,      2.334352, ,          -0.6,      2.334419, ,          -0.6,      2.334389, ,          -2.6,      3.936379, ,          -0.6,      2.936914, ,          -0.6,      2.846509, ,          -0.6,       2.80397, ,          -0.6,      2.787962, , 
         -0.4,      2.656542, ,          -0.4,      2.622641, ,          -0.4,      2.564443, ,          -0.4,      2.507804, ,          -2.4,      3.973899, ,          -2.4,       3.89763, ,          -0.4,      2.467464, ,          -0.4,      2.389589, ,          -0.4,      2.378713, ,          -0.4,      2.355964, ,          -0.4,      2.316194, ,          -0.4,      2.275954, ,          -0.4,      2.275672, ,          -0.4,       2.27543, ,          -2.4,      3.812378, ,          -0.4,       2.88003, ,          -0.4,      2.787703, ,          -0.4,      2.743375, ,          -0.4,      2.726548, , 
         -0.2,      2.592133, ,          -0.2,      2.557512, ,          -0.2,      2.499752, ,          -0.2,      2.443339, ,          -2.2,      3.857752, ,          -2.2,      3.782692, ,          -0.2,      2.403031, ,          -0.2,      2.328198, ,          -0.2,      2.318407, ,          -0.2,      2.297773, ,          -0.2,      2.260932, ,          -0.2,      2.228311, ,          -0.2,      2.224243, ,          -0.2,      2.221748, ,          -2.2,      3.697909, ,          -0.2,      2.827602, ,          -0.2,      2.733307, ,          -0.2,      2.686846, ,          -0.2,      2.668884, , 
