Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      12.09129, ,            -2,      13.37414, ,            -2,      10.85802, , 
         -1.8,      12.48356, ,          -1.8,      13.64378, ,          -1.8,      11.12081, , 
         -1.6,      12.88557, ,          -1.6,      13.96541, ,          -1.6,      11.35657, , 
         -1.4,      13.22017, ,          -1.4,      14.27218, ,          -1.4,      11.56262, , 
         -1.2,      13.44655, ,          -1.2,      14.40815, ,          -1.2,      11.73684, , 
           -1,      13.66188, ,            -1,      14.56873, ,            -1,      11.88354, , 
         -0.8,      13.82937, ,          -0.8,      14.68024, ,          -0.8,      12.00432, , 
         -0.6,      13.94328, ,          -0.6,      14.75546, ,          -0.6,       12.1012, , 
         -0.4,      14.01865, ,          -0.4,      14.81085, ,          -0.4,      12.17852, , 
         -0.2,      14.06404, ,          -0.2,      14.82567, ,          -0.2,      12.24064, , 
            0,       14.0852, ,             0,       14.8248, ,             0,      12.29068, , 
          0.2,      14.08434, ,           0.2,      14.80577, ,           0.2,      12.33032, , 
          0.4,      14.06547, ,           0.4,      14.77035, ,           0.4,      12.35987, , 
          0.6,      14.03198, ,           0.6,      14.72248, ,           0.6,      12.38005, , 
          0.8,       13.9887, ,           0.8,      14.65917, ,           0.8,      12.38404, , 
            1,      13.93691, ,             1,      14.58681, ,             1,      12.38622, , 
          1.2,      13.87788, ,           1.2,      14.50692, ,           1.2,      12.37992, , 
          1.4,      13.81298, ,           1.4,      14.42071, ,           1.4,      12.36577, , 
          1.6,      13.74248, ,           1.6,      14.32991, ,           1.6,      12.34393, , 
          1.8,      13.66762, ,           1.8,      14.23671, ,           1.8,      12.31505, , 
            2,      13.58878, ,             2,      14.13939, ,             2,      12.27972, , 
          2.2,      13.50653, ,           2.2,      14.03941, ,           2.2,      12.22803, , 
          2.4,      13.42137, ,           2.4,      13.93771, ,           2.4,      12.18134, , 
          2.6,      13.33379, ,           2.6,      13.83465, ,           2.6,      12.12479, , 
          2.8,      13.24405, ,           2.8,       13.7298, ,           2.8,      12.06951, , 
            3,      13.15245, ,             3,      13.62455, ,             3,       12.0103, , 
          3.2,      13.05927, ,           3.2,      13.51783, ,           3.2,      11.94741, , 
          3.4,      12.96492, ,           3.4,      13.41066, ,           3.4,      11.88163, , 
          3.6,      12.86973, ,           3.6,      13.30328, ,           3.6,      11.81328, , 

