Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,     0.6097226, ,            -2,     0.6097226, ,            -2,     0.6097226, ,            -2,     0.6097226, ,            -2,     0.6097226, ,            -2,     0.6097226, ,            -2,     0.6097226, ,            -2,     0.6097226, ,            -2,     0.6097226, , 
         -1.8,     0.6254469, ,          -1.8,     0.6254469, ,          -1.8,     0.6254469, ,          -1.8,     0.6254469, ,          -1.8,     0.6254469, ,          -1.8,     0.6254469, ,          -1.8,     0.6254469, ,          -1.8,     0.6254469, ,          -1.8,     0.6254469, , 
         -1.6,     0.6411581, ,          -1.6,     0.6411581, ,          -1.6,     0.6411581, ,          -1.6,     0.6411581, ,          -1.6,     0.6411581, ,          -1.6,     0.6411581, ,          -1.6,     0.6411581, ,          -1.6,     0.6411581, ,          -1.6,     0.6411581, , 
         -1.4,     0.6568559, ,          -1.4,     0.6568559, ,          -1.4,     0.6568559, ,          -1.4,     0.6568559, ,          -1.4,     0.6568559, ,          -1.4,     0.6568559, ,          -1.4,     0.6568559, ,          -1.4,     0.6568559, ,          -1.4,     0.6568559, , 
         -1.2,     0.6725397, ,          -1.2,     0.6725397, ,          -1.2,     0.6725397, ,          -1.2,     0.6725397, ,          -1.2,     0.6725397, ,          -1.2,     0.6725397, ,          -1.2,     0.6725397, ,          -1.2,     0.6725397, ,          -1.2,     0.6725397, , 
           -1,     0.6882093, ,            -1,     0.6882093, ,            -1,     0.6882093, ,            -1,     0.6882093, ,            -1,     0.6882093, ,            -1,     0.6882093, ,            -1,     0.6882093, ,            -1,     0.6882093, ,            -1,     0.6882093, , 
         -0.8,     0.7038642, ,          -0.8,     0.7038642, ,          -0.8,     0.7038642, ,          -0.8,     0.7038642, ,          -0.8,     0.7038642, ,          -0.8,     0.7038642, ,          -0.8,     0.7038642, ,          -0.8,     0.7038642, ,          -0.8,     0.7038642, , 
         -0.6,      0.719504, ,          -0.6,      0.719504, ,          -0.6,      0.719504, ,          -0.6,      0.719504, ,          -0.6,      0.719504, ,          -0.6,      0.719504, ,          -0.6,      0.719504, ,          -0.6,      0.719504, ,          -0.6,      0.719504, , 
         -0.4,     0.7351282, ,          -0.4,     0.7351282, ,          -0.4,     0.7351282, ,          -0.4,     0.7351282, ,          -0.4,     0.7351282, ,          -0.4,     0.7351282, ,          -0.4,     0.7351282, ,          -0.4,     0.7351282, ,          -0.4,     0.7351282, , 
         -0.2,     0.7507365, ,          -0.2,     0.7507365, ,          -0.2,     0.7507365, ,          -0.2,     0.7507365, ,          -0.2,     0.7507365, ,          -0.2,     0.7507365, ,          -0.2,     0.7507365, ,          -0.2,     0.7507365, ,          -0.2,     0.7507365, , 
