Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,     0.3294083, ,            -2,     0.3294083, ,            -2,     0.3294083, , 
         -1.8,     0.3367073, ,          -1.8,     0.3367073, ,          -1.8,     0.3367073, , 
         -1.6,     0.3439943, ,          -1.6,     0.3439943, ,          -1.6,     0.3439943, , 
         -1.4,     0.3512691, ,          -1.4,     0.3512691, ,          -1.4,     0.3512691, , 
         -1.2,     0.3585313, ,          -1.2,     0.3585313, ,          -1.2,     0.3585313, , 
           -1,     0.3657806, ,            -1,     0.3657806, ,            -1,     0.3657806, , 
         -0.8,     0.3730168, ,          -0.8,     0.3730168, ,          -0.8,     0.3730168, , 
         -0.6,     0.3802396, ,          -0.6,     0.3802396, ,          -0.6,     0.3802396, , 
         -0.4,     0.3874487, ,          -0.4,     0.3874487, ,          -0.4,     0.3874487, , 
         -0.2,     0.3946439, ,          -0.2,     0.3946439, ,          -0.2,     0.3946439, , 
            0,     0.4018247, ,             0,     0.4018247, ,             0,     0.4018247, , 
          0.2,     0.4089911, ,           0.2,     0.4089911, ,           0.2,     0.4089911, , 
          0.4,     0.4161426, ,           0.4,     0.4161426, ,           0.4,     0.4161426, , 
          0.6,      0.423279, ,           0.6,      0.423279, ,           0.6,      0.423279, , 
          0.8,     0.4304001, ,           0.8,     0.4304001, ,           0.8,     0.4304001, , 
            1,     0.4375055, ,             1,     0.4375055, ,             1,     0.4375055, , 
          1.2,      0.444595, ,           1.2,      0.444595, ,           1.2,      0.444595, , 
          1.4,     0.4516683, ,           1.4,     0.4516683, ,           1.4,     0.4516683, , 
          1.6,     0.4587252, ,           1.6,     0.4587252, ,           1.6,     0.4587252, , 
          1.8,     0.4657653, ,           1.8,     0.4657653, ,           1.8,     0.4657653, , 
            2,     0.4727884, ,             2,     0.4727884, ,             2,     0.4727884, , 
          2.2,     0.4797943, ,           2.2,     0.4797943, ,           2.2,     0.4797943, , 
          2.4,     0.4867827, ,           2.4,     0.4867827, ,           2.4,     0.4867827, , 
          2.6,     0.4937532, ,           2.6,     0.4937532, ,           2.6,     0.4937532, , 
          2.8,     0.5007057, ,           2.8,     0.5007057, ,           2.8,     0.5007057, , 
            3,     0.5076399, ,             3,     0.5076399, ,             3,     0.5076399, , 
          3.2,     0.5145555, ,           3.2,     0.5145555, ,           3.2,     0.5145555, , 
          3.4,     0.5214523, ,           3.4,     0.5214523, ,           3.4,     0.5214523, , 
          3.6,     0.5283301, ,           3.6,     0.5283301, ,           3.6,     0.5283301, , 
          3.8,     0.5351884, ,           3.8,     0.5351884, ,           3.8,     0.5351884, , 
            4,     0.5420272, ,             4,     0.5420272, ,             4,     0.5420272, , 
          4.2,     0.5488462, ,           4.2,     0.5488462, ,           4.2,     0.5488462, , 
          4.4,      0.555645, ,           4.4,      0.555645, ,           4.4,      0.555645, , 
          4.6,     0.5624236, ,           4.6,     0.5624236, ,           4.6,     0.5624236, , 
          4.8,     0.5691815, ,           4.8,     0.5691815, ,           4.8,     0.5691815, , 
            5,     0.5759186, ,             5,     0.5759186, ,             5,     0.5759186, , 
          5.2,     0.5826347, ,           5.2,     0.5826347, ,           5.2,     0.5826347, , 
          5.4,     0.5893294, ,           5.4,     0.5893294, ,           5.4,     0.5893294, , 
          5.6,     0.5960026, ,           5.6,     0.5960026, ,           5.6,     0.5960026, , 
          5.8,     0.6026541, ,           5.8,     0.6026541, ,           5.8,     0.6026541, , 
            6,     0.6092835, ,             6,     0.6092835, ,             6,     0.6092835, , 
          6.2,     0.6158906, ,           6.2,     0.6158906, ,           6.2,     0.6158906, , 
          6.4,     0.6224753, ,           6.4,     0.6224753, ,           6.4,     0.6224753, , 
          6.6,     0.6290373, ,           6.6,     0.6290373, ,           6.6,     0.6290373, , 
          6.8,     0.6355763, ,           6.8,     0.6355763, ,           6.8,     0.6355763, , 
            7,     0.6420922, ,             7,     0.6420922, ,             7,     0.6420922, , 
          7.2,     0.6485847, ,           7.2,     0.6485847, ,           7.2,     0.6485847, , 
          7.4,     0.6550536, ,           7.4,     0.6550536, ,           7.4,     0.6550536, , 
          7.6,     0.6614987, ,           7.6,     0.6614987, ,           7.6,     0.6614987, , 
          7.8,     0.6679197, ,           7.8,     0.6679197, ,           7.8,     0.6679197, , 
            8,     0.6743165, ,             8,     0.6743165, ,             8,     0.6743165, , 

