Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      4.138917, ,            -2,      3.788609, ,            -2,      3.696872, ,            -2,      5.175844, ,            -2,      4.735131, , 
         -1.8,      4.011551, ,          -1.8,      3.707272, ,          -1.8,      3.630219, ,          -1.8,      5.089612, ,          -1.8,       4.63024, , 
         -1.6,      3.920768, ,          -1.6,      3.641768, ,          -1.6,      3.574656, ,          -1.6,      5.015043, ,          -1.6,       4.54514, , 
         -1.4,      3.838389, ,          -1.4,      3.586831, ,          -1.4,      3.525196, ,          -1.4,       4.95029, ,          -1.4,      4.476089, , 
         -1.2,      3.788357, ,          -1.2,       3.55412, ,          -1.2,      3.499733, ,          -1.2,      4.893992, ,          -1.2,      4.421065, , 
           -1,      3.747214, ,            -1,      3.525386, ,            -1,      3.475103, ,            -1,      4.844945, ,            -1,      4.377332, , 
         -0.8,      3.719691, ,          -0.8,      3.505877, ,          -0.8,      3.456167, ,          -0.8,      4.802374, ,          -0.8,      4.341433, , 
         -0.6,      3.701886, ,          -0.6,      3.495108, ,          -0.6,      3.448548, ,          -0.6,      4.765472, ,          -0.6,      4.311268, , 
         -0.4,      3.693428, ,          -0.4,      3.490127, ,          -0.4,      3.445894, ,          -0.4,      4.733858, ,          -0.4,      4.285796, , 
         -0.2,      3.691165, ,          -0.2,      3.491751, ,          -0.2,      3.449441, ,          -0.2,      4.707128, ,          -0.2,      4.264568, , 
            0,      3.693241, ,             0,      3.497374, ,             0,      3.455739, ,             0,      4.684664, ,             0,      4.247373, , 
          0.2,      3.698806, ,           0.2,      3.507434, ,           0.2,      3.465701, ,           0.2,      4.666309, ,           0.2,      4.233912, , 
          0.4,       3.70722, ,           0.4,      3.521394, ,           0.4,      3.480274, ,           0.4,      4.678162, ,           0.4,      4.226782, , 
          0.6,      3.718077, ,           0.6,      3.537319, ,           0.6,      3.497105, ,           0.6,      4.667641, ,           0.6,      4.220661, , 
          0.8,      3.731111, ,           0.8,      3.555037, ,           0.8,      3.515666, ,           0.8,      4.660577, ,           0.8,      4.217965, , 
            1,      3.746158, ,             1,      3.574709, ,             1,      3.536322, ,             1,      4.656604, ,             1,      4.218484, , 
          1.2,      3.762977, ,           1.2,      3.595297, ,           1.2,      3.557817, ,           1.2,      4.655622, ,           1.2,      4.222168, , 
          1.4,      3.781414, ,           1.4,       3.61745, ,           1.4,      3.580579, ,           1.4,      4.657407, ,           1.4,      4.228635, , 
          1.6,      3.801392, ,           1.6,      3.640836, ,           1.6,       3.60469, ,           1.6,      4.667744, ,           1.6,      4.241768, , 
          1.8,      3.822772, ,           1.8,      3.665391, ,           1.8,      3.629919, ,           1.8,      4.676868, ,           1.8,      4.253437, , 
            2,      3.845428, ,             2,      3.690984, , , , ,             2,       4.69491, ,             2,      4.269273, , 
          2.2,      3.869217, ,           2.2,      3.717499, , , , ,           2.2,      4.708721, ,           2.2,      4.285093, , 
          2.4,      3.894057, ,           2.4,      3.744853, , , , ,           2.4,      4.727124, ,           2.4,      4.302867, , 
          2.6,      3.919896, ,           2.6,      3.772985, , , , ,           2.6,      4.748165, ,           2.6,      4.322397, , 
          2.8,       3.94669, ,           2.8,      3.801923, , , , ,           2.8,      4.770108, ,           2.8,      4.343522, , 
            3,      3.974396, ,             3,       3.83163, , , , ,             3,      4.795084, ,             3,      4.366139, , 
          3.2,      4.002937, ,           3.2,      3.861742, , , , ,           3.2,        4.8256, ,           3.2,      4.390141, , 

