Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      6.175938, ,            -2,      6.266889, ,            -2,      5.620884, ,            -2,      6.322645, ,            -2,      6.353519, ,            -2,      6.361207, ,            -2,      6.442892, ,            -2,      6.524888, ,            -2,      6.552005, ,            -2,      5.732158, ,            -2,      5.880669, ,            -2,      6.065305, ,            -2,      6.087399, , 
         -1.8,      6.279774, ,          -1.8,      6.373142, ,          -1.8,      5.706428, ,          -1.8,      6.429541, ,          -1.8,      6.479843, ,          -1.8,      6.490932, ,          -1.8,      6.592762, ,          -1.8,      6.680384, ,          -1.8,       6.70921, ,          -1.8,      5.821343, ,          -1.8,       5.97423, ,          -1.8,      6.165132, ,          -1.8,      6.188092, , 
         -1.6,      6.379942, ,          -1.6,      6.476076, ,          -1.6,      5.787099, ,          -1.6,      6.533359, ,          -1.6,      6.606796, ,          -1.6,       6.62227, ,          -1.6,       6.74459, ,          -1.6,      6.837226, ,          -1.6,      6.866914, ,          -1.6,      5.905812, ,          -1.6,       6.06352, ,          -1.6,      6.260933, ,          -1.6,      6.284853, , 
         -1.4,       6.47638, ,          -1.4,      6.575675, ,          -1.4,      5.863363, ,          -1.4,      6.638057, ,          -1.4,      6.737287, ,          -1.4,      6.757323, ,          -1.4,      6.893893, ,          -1.4,      6.994489, ,          -1.4,      7.025161, ,          -1.4,      5.985876, ,          -1.4,      6.148682, ,          -1.4,      6.352692, ,          -1.4,       6.37759, , 
         -1.2,       6.56908, ,          -1.2,      6.672349, ,          -1.2,      5.935321, ,          -1.2,       6.75027, ,          -1.2,      6.868101, ,          -1.2,      6.891661, ,          -1.2,      7.040533, ,          -1.2,      7.149081, ,          -1.2,      7.180791, ,          -1.2,      6.061609, ,          -1.2,      6.229651, ,          -1.2,      6.440434, ,          -1.2,      6.466293, , 
           -1,      6.657807, ,            -1,      6.766629, ,            -1,      6.001237, ,            -1,      6.865132, ,            -1,      7.004506, ,            -1,      7.030017, ,            -1,      7.187146, ,            -1,      7.300815, ,            -1,      7.333554, ,            -1,      6.131683, ,            -1,      6.305981, ,            -1,      6.524116, ,            -1,      6.550927, , 
         -0.8,      6.742459, ,          -0.8,       6.85927, ,          -0.8,      6.064379, ,          -0.8,      6.983959, ,          -0.8,      7.140664, ,          -0.8,      7.166919, ,          -0.8,      7.332413, ,          -0.8,      7.449779, ,          -0.8,      7.483363, ,          -0.8,      6.198553, ,          -0.8,      6.378382, ,          -0.8,      6.603792, ,          -0.8,       6.63159, , 
         -0.6,      6.823065, ,          -0.6,      6.954199, ,          -0.6,      6.123182, ,          -0.6,      7.104573, ,          -0.6,      7.273622, ,          -0.6,      7.300606, ,          -0.6,      7.474542, ,          -0.6,      7.595697, ,          -0.6,      7.630191, ,          -0.6,      6.261033, ,          -0.6,      6.446496, ,          -0.6,      6.679431, ,          -0.6,      6.708274, , 
         -0.4,      6.899745, ,          -0.4,      7.048769, ,          -0.4,      6.177564, ,          -0.4,      7.226298, ,          -0.4,      7.403239, ,          -0.4,      7.430937, ,          -0.4,      7.613486, ,          -0.4,      7.738272, ,          -0.4,      7.773689, ,          -0.4,      6.319103, ,          -0.4,      6.510379, ,          -0.4,      6.751366, ,          -0.4,      6.781113, , 
         -0.2,      6.972704, ,          -0.2,      7.141774, ,          -0.2,      6.225486, ,          -0.2,      7.337247, ,          -0.2,      7.518333, ,          -0.2,      7.547015, ,          -0.2,      7.736744, ,          -0.2,      7.864685, ,          -0.2,      7.901027, ,          -0.2,      6.371099, ,          -0.2,      6.569423, ,          -0.2,      6.819746, ,          -0.2,      6.850494, , 
