Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      0.603195, ,            -2,      0.603195, ,            -2,      0.603195, ,            -2,      0.603195, ,            -2,      0.603195, ,            -2,      0.603195, ,            -2,      0.603195, ,            -2,      0.603195, ,            -2,      0.603195, ,            -2,      0.603195, ,            -2,      0.603195, ,            -2,      0.603195, ,            -2,      0.603195, , 
         -1.8,     0.6187206, ,          -1.8,     0.6187206, ,          -1.8,     0.6187206, ,          -1.8,     0.6187206, ,          -1.8,     0.6187206, ,          -1.8,     0.6187206, ,          -1.8,     0.6187206, ,          -1.8,     0.6187206, ,          -1.8,     0.6187206, ,          -1.8,     0.6187206, ,          -1.8,     0.6187206, ,          -1.8,     0.6187206, ,          -1.8,     0.6187206, , 
         -1.6,     0.6342332, ,          -1.6,     0.6342332, ,          -1.6,     0.6342332, ,          -1.6,     0.6342332, ,          -1.6,     0.6342332, ,          -1.6,     0.6342332, ,          -1.6,     0.6342332, ,          -1.6,     0.6342332, ,          -1.6,     0.6342332, ,          -1.6,     0.6342332, ,          -1.6,     0.6342332, ,          -1.6,     0.6342332, ,          -1.6,     0.6342332, , 
         -1.4,     0.6497323, ,          -1.4,     0.6497323, ,          -1.4,     0.6497323, ,          -1.4,     0.6497323, ,          -1.4,     0.6497323, ,          -1.4,     0.6497323, ,          -1.4,     0.6497323, ,          -1.4,     0.6497323, ,          -1.4,     0.6497323, ,          -1.4,     0.6497323, ,          -1.4,     0.6497323, ,          -1.4,     0.6497323, ,          -1.4,     0.6497323, , 
         -1.2,     0.6652175, ,          -1.2,     0.6652175, ,          -1.2,     0.6652175, ,          -1.2,     0.6652175, ,          -1.2,     0.6652175, ,          -1.2,     0.6652175, ,          -1.2,     0.6652175, ,          -1.2,     0.6652175, ,          -1.2,     0.6652175, ,          -1.2,     0.6652175, ,          -1.2,     0.6652175, ,          -1.2,     0.6652175, ,          -1.2,     0.6652175, , 
           -1,     0.6806884, ,            -1,     0.6806884, ,            -1,     0.6806884, ,            -1,     0.6806884, ,            -1,     0.6806884, ,            -1,     0.6806884, ,            -1,     0.6806884, ,            -1,     0.6806884, ,            -1,     0.6806884, ,            -1,     0.6806884, ,            -1,     0.6806884, ,            -1,     0.6806884, ,            -1,     0.6806884, , 
         -0.8,     0.6961446, ,          -0.8,     0.6961446, ,          -0.8,     0.6961446, ,          -0.8,     0.6961446, ,          -0.8,     0.6961446, ,          -0.8,     0.6961446, ,          -0.8,     0.6961446, ,          -0.8,     0.6961446, ,          -0.8,     0.6961446, ,          -0.8,     0.6961446, ,          -0.8,     0.6961446, ,          -0.8,     0.6961446, ,          -0.8,     0.6961446, , 
         -0.6,     0.7115856, ,          -0.6,     0.7115856, ,          -0.6,     0.7115856, ,          -0.6,     0.7115856, ,          -0.6,     0.7115856, ,          -0.6,     0.7115856, ,          -0.6,     0.7115856, ,          -0.6,     0.7115856, ,          -0.6,     0.7115856, ,          -0.6,     0.7115856, ,          -0.6,     0.7115856, ,          -0.6,     0.7115856, ,          -0.6,     0.7115856, , 
         -0.4,     0.7270111, ,          -0.4,     0.7270111, ,          -0.4,     0.7270111, ,          -0.4,     0.7270111, ,          -0.4,     0.7270111, ,          -0.4,     0.7270111, ,          -0.4,     0.7270111, ,          -0.4,     0.7270111, ,          -0.4,     0.7270111, ,          -0.4,     0.7270111, ,          -0.4,     0.7270111, ,          -0.4,     0.7270111, ,          -0.4,     0.7270111, , 
         -0.2,     0.7424206, ,          -0.2,     0.7424206, ,          -0.2,     0.7424206, ,          -0.2,     0.7424206, ,          -0.2,     0.7424206, ,          -0.2,     0.7424206, ,          -0.2,     0.7424206, ,          -0.2,     0.7424206, ,          -0.2,     0.7424206, ,          -0.2,     0.7424206, ,          -0.2,     0.7424206, ,          -0.2,     0.7424206, ,          -0.2,     0.7424206, , 
            0,     0.7578138, ,             0,     0.7578138, ,             0,     0.7578138, ,             0,     0.7578138, ,             0,     0.7578138, ,             0,     0.7578138, ,             0,     0.7578138, ,             0,     0.7578138, ,             0,     0.7578138, ,             0,     0.7578138, ,             0,     0.7578138, ,             0,     0.7578138, ,             0,     0.7578138, , 
          0.2,     0.7731902, ,           0.2,     0.7731902, ,           0.2,     0.7731902, ,           0.2,     0.7731902, ,           0.2,     0.7731902, ,           0.2,     0.7731902, ,           0.2,     0.7731902, ,           0.2,     0.7731902, ,           0.2,     0.7731902, ,           0.2,     0.7731902, ,           0.2,     0.7731902, ,           0.2,     0.7731902, ,           0.2,     0.7731902, , 
          0.4,     0.7885495, ,           0.4,     0.7885495, ,           0.4,     0.7885495, ,           0.4,     0.7885495, ,           0.4,     0.7885495, ,           0.4,     0.7885495, ,           0.4,     0.7885495, ,           0.4,     0.7885495, ,           0.4,     0.7885495, ,           0.4,     0.7885495, ,           0.4,     0.7885495, ,           0.4,     0.7885495, ,           0.4,     0.7885495, , 
