Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      6.146277, ,            -2,      5.667271, ,            -2,      6.537134, , 
         -1.8,      5.982871, ,          -1.8,      5.492861, ,          -1.8,      6.405852, , 
         -1.6,      5.828687, ,          -1.6,      5.334941, ,          -1.6,       6.28271, , 
         -1.4,      5.684379, ,          -1.4,      5.196297, ,          -1.4,      6.168068, , 
         -1.2,      5.545586, ,          -1.2,      5.097301, ,          -1.2,      6.062858, , 
           -1,      5.418482, ,            -1,      5.008242, ,            -1,      5.967264, , 
         -0.8,      5.315901, ,          -0.8,      4.941896, ,          -0.8,      5.883222, , 
         -0.6,      5.218592, ,          -0.6,      4.867752, ,          -0.6,       5.81206, , 
         -0.4,      5.164865, ,          -0.4,      4.847481, ,          -0.4,      5.753048, , 
         -0.2,      5.100437, ,          -0.2,      4.796793, ,          -0.2,       5.70415, , 
            0,      5.053652, ,             0,      4.774036, ,             0,      5.663859, , 
          0.2,      5.026497, ,           0.2,      4.765331, ,           0.2,      5.631651, , 
          0.4,      5.006039, ,           0.4,      4.754958, ,           0.4,      5.606721, , 
          0.6,      4.991844, ,           0.6,      4.752365, ,           0.6,      5.587776, , 
          0.8,      4.982035, ,           0.8,      4.758579, ,           0.8,       5.57453, , 
            1,        4.9833, ,             1,      4.770469, ,             1,      5.566601, , 
          1.2,      4.990156, ,           1.2,       4.78492, ,           1.2,      5.563283, , 
          1.4,      5.002081, ,           1.4,      4.803636, ,           1.4,      5.563825, , 
          1.6,      5.017844, ,           1.6,      4.825316, ,           1.6,      5.567758, , 
          1.8,      5.036527, ,           1.8,      4.849822, ,           1.8,      5.577532, , 
            2,      5.058421, ,             2,      4.876114, ,             2,      5.587149, , 
          2.2,      5.082925, ,           2.2,      4.903324, ,           2.2,      5.599528, , 
          2.4,       5.10952, ,           2.4,       4.93224, ,           2.4,      5.614557, , 
          2.6,      5.138633, ,           2.6,      4.963761, ,           2.6,      5.631808, , 
          2.8,      5.169052, ,           2.8,      4.997296, ,           2.8,      5.651266, , 
            3,      5.201222, ,             3,      5.032265, ,             3,      5.672945, , 
          3.2,      5.234699, ,           3.2,      5.068291, ,           3.2,      5.696677, , 
          3.4,      5.269522, ,           3.4,      5.105828, ,           3.4,      5.726403, , 
          3.6,      5.305409, ,           3.6,      5.144174, ,           3.6,      5.753827, , 
          3.8,      5.342238, ,           3.8,      5.183416, ,           3.8,      5.782853, , 
            4,      5.380155, ,             4,      5.223386, ,             4,       5.81342, , 
          4.2,      5.418843, ,           4.2,      5.264319, ,           4.2,      5.847557, , 
          4.4,      5.458411, ,           4.4,      5.305769, ,           4.4,      5.880953, , 
          4.6,      5.498627, ,           4.6,       5.34769, ,           4.6,       5.91564, , 
          4.8,      5.539649, ,           4.8,        5.3905, ,           4.8,      5.951572, , 

