Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,     0.5540071, ,            -2,     0.5540071, ,            -2,     0.5540071, , 
         -1.8,     0.5680349, ,          -1.8,     0.5680349, ,          -1.8,     0.5680349, , 
         -1.6,     0.5820495, ,          -1.6,     0.5820495, ,          -1.6,     0.5820495, , 
         -1.4,     0.5960506, ,          -1.4,     0.5960506, ,          -1.4,     0.5960506, , 
         -1.2,     0.6100377, ,          -1.2,     0.6100377, ,          -1.2,     0.6100377, , 
           -1,     0.6240104, ,            -1,     0.6240104, ,            -1,     0.6240104, , 
         -0.8,     0.6379684, ,          -0.8,     0.6379684, ,          -0.8,     0.6379684, , 
         -0.6,     0.6519112, ,          -0.6,     0.6519112, ,          -0.6,     0.6519112, , 
         -0.4,     0.6658384, ,          -0.4,     0.6658384, ,          -0.4,     0.6658384, , 
         -0.2,     0.6797497, ,          -0.2,     0.6797497, ,          -0.2,     0.6797497, , 
            0,     0.6936445, ,             0,     0.6936445, ,             0,     0.6936445, , 
          0.2,     0.7075225, ,           0.2,     0.7075225, ,           0.2,     0.7075225, , 
          0.4,     0.7213833, ,           0.4,     0.7213833, ,           0.4,     0.7213833, , 
          0.6,     0.7352265, ,           0.6,     0.7352265, ,           0.6,     0.7352265, , 
          0.8,     0.7490516, ,           0.8,     0.7490516, ,           0.8,     0.7490516, , 
            1,     0.7628584, ,             1,     0.7628584, ,             1,     0.7628584, , 
          1.2,     0.7766463, ,           1.2,     0.7766463, ,           1.2,     0.7766463, , 
          1.4,     0.7904151, ,           1.4,     0.7904151, ,           1.4,     0.7904151, , 
          1.6,     0.8041642, ,           1.6,     0.8041642, ,           1.6,     0.8041642, , 
          1.8,     0.8178933, ,           1.8,     0.8178933, ,           1.8,     0.8178933, , 
            2,      0.831602, ,             2,      0.831602, ,             2,      0.831602, , 
          2.2,       0.84529, ,           2.2,       0.84529, ,           2.2,       0.84529, , 
          2.4,     0.8589568, ,           2.4,     0.8589568, ,           2.4,     0.8589568, , 
          2.6,      0.872602, ,           2.6,      0.872602, ,           2.6,      0.872602, , 
          2.8,     0.8862252, ,           2.8,     0.8862252, ,           2.8,     0.8862252, , 
            3,     0.8998261, ,             3,     0.8998261, ,             3,     0.8998261, , 
          3.2,     0.9134043, ,           3.2,     0.9134043, ,           3.2,     0.9134043, , 
          3.4,     0.9269594, ,           3.4,     0.9269594, ,           3.4,     0.9269594, , 
          3.6,      0.940491, ,           3.6,      0.940491, ,           3.6,      0.940491, , 

