Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      8.448622, ,            -2,      8.676618, ,            -2,      8.976844, ,            -2,      9.321155, ,            -2,      9.608708, ,            -2,      9.803681, ,            -2,      7.593292, ,            -2,      7.877658, ,            -2,      8.232627, , 
         -1.8,       8.62362, ,          -1.8,      8.902592, ,          -1.8,      9.252585, ,          -1.8,      9.617709, ,          -1.8,      9.921405, ,          -1.8,      10.12673, ,          -1.8,      7.717134, ,          -1.8,      8.016572, ,          -1.8,      8.394992, , 
         -1.6,      8.796795, ,          -1.6,      9.122647, ,          -1.6,      9.511667, ,          -1.6,      9.896704, ,          -1.6,      10.21203, ,          -1.6,      10.42429, ,          -1.6,      7.830202, ,          -1.6,      8.146628, ,          -1.6,      8.552237, , 
         -1.4,      8.987881, ,          -1.4,      9.341438, ,          -1.4,       9.75756, ,          -1.4,      10.16279, ,          -1.4,      10.49429, ,          -1.4,      10.71305, ,          -1.4,      7.937383, ,          -1.4,      8.268988, ,          -1.4,      8.704639, , 
         -1.2,      9.181164, ,          -1.2,       9.55753, ,          -1.2,      9.996217, ,          -1.2,      10.41949, ,          -1.2,      10.73926, ,          -1.2,      10.92054, ,          -1.2,      8.034533, ,          -1.2,      8.381974, ,          -1.2,      8.852174, , 
           -1,      9.371796, ,            -1,      9.769321, ,            -1,      10.23007, ,            -1,      10.62665, ,            -1,      10.90372, ,            -1,      11.03844, ,            -1,      8.123078, ,            -1,      8.485346, ,            -1,      8.992982, , 
         -0.8,      9.563844, ,          -0.8,      9.973516, ,          -0.8,      10.44488, ,          -0.8,      10.78946, ,          -0.8,      11.07552, ,          -0.8,      11.17206, ,          -0.8,      8.203185, ,          -0.8,      8.578761, ,          -0.8,      9.124299, , 
         -0.6,      9.732229, ,          -0.6,      10.16369, ,          -0.6,      10.63224, ,          -0.6,      10.95556, ,          -0.6,      11.21671, ,          -0.6,      11.31859, ,          -0.6,      8.275059, ,          -0.6,      8.662339, ,          -0.6,      9.245592, , 
         -0.4,      9.870548, ,          -0.4,      10.33756, ,          -0.4,      10.74807, ,          -0.4,       11.0484, ,          -0.4,      11.25676, ,          -0.4,         11.36, ,          -0.4,      8.338886, ,          -0.4,      8.736083, ,          -0.4,      9.352632, , 
         -0.2,      9.986948, ,          -0.2,      10.46453, ,          -0.2,      10.87204, ,          -0.2,      11.14952, ,          -0.2,      11.34164, ,          -0.2,      11.40704, ,          -0.2,      8.395045, ,          -0.2,       8.80027, ,          -0.2,      9.442534, , 
            0,      10.10091, ,             0,      10.57426, ,             0,      10.96927, ,             0,      11.23003, ,             0,      11.41555, ,             0,      11.47112, ,             0,      8.444127, ,             0,      8.855721, ,             0,      9.518567, , 
          0.2,      10.17684, ,           0.2,      10.67259, ,           0.2,      11.05756, ,           0.2,      11.30164, ,           0.2,      11.47631, ,           0.2,       11.5367, ,           0.2,      8.486372, ,           0.2,      8.902906, ,           0.2,      9.582306, , 
          0.4,      10.23609, ,           0.4,      10.74076, ,           0.4,      11.10921, ,           0.4,      11.33443, ,           0.4,      11.49438, ,           0.4,       11.5588, ,           0.4,      8.522099, ,           0.4,       8.94228, ,           0.4,      9.634504, , 
          0.6,       10.2842, ,           0.6,      10.78775, ,           0.6,      11.13961, ,           0.6,       11.3532, ,           0.6,      11.49507, ,           0.6,      11.55736, ,           0.6,      8.551679, ,           0.6,       8.97428, ,           0.6,      9.675066, , 
          0.8,      10.31572, ,           0.8,      10.81708, ,           0.8,      11.15665, ,           0.8,      11.35191, ,           0.8,      11.48578, ,           0.8,      11.54204, ,           0.8,      8.575531, ,           0.8,      8.999542, ,           0.8,      9.705729, , 
            1,      10.33583, ,             1,      10.82077, ,             1,      11.15139, ,             1,      11.33946, ,             1,      11.46853, ,             1,       11.5176, ,             1,      8.593986, ,             1,      9.018493, ,             1,      9.727913, , 
          1.2,      10.34402, ,           1.2,      10.83272, ,           1.2,      11.13417, ,           1.2,      11.31197, ,           1.2,      11.43631, ,           1.2,      11.48717, ,           1.2,       8.60726, ,           1.2,      9.031357, ,           1.2,      9.741941, , 
