Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      7.223261, ,            -2,      7.268128, ,            -2,       7.34578, ,            -2,      7.402403, ,            -4,      5.094458, ,            -4,      5.179228, ,            -2,      7.447888, ,            -2,      7.608888, ,            -2,      7.638232, ,            -2,      7.704612, ,            -2,      7.833145, ,            -2,      7.968287, ,            -2,       8.00675, ,            -2,      8.029688, ,            -4,      5.274327, ,            -2,      6.819046, ,            -2,      6.989739, ,            -2,      7.070286, ,            -2,      7.101089, , 
         -1.8,      7.356665, ,          -1.8,      7.404294, ,          -1.8,      7.487384, ,          -1.8,       7.55692, ,          -3.8,      5.238769, ,          -3.8,      5.328198, ,          -1.8,      7.623974, ,          -1.8,      7.813614, ,          -1.8,      7.844205, ,          -1.8,      7.915125, ,          -1.8,      8.053194, ,          -1.8,      8.194892, ,          -1.8,      8.235104, ,          -1.8,       8.25916, ,          -3.8,      5.428547, ,          -1.8,       6.93293, ,          -1.8,      7.111323, ,          -1.8,      7.195929, ,          -1.8,      7.228255, , 
         -1.6,      7.485337, ,          -1.6,      7.535971, ,          -1.6,      7.630599, ,          -1.6,      7.721411, ,          -3.6,      5.379278, ,          -3.6,      5.473273, ,          -1.6,      7.807587, ,          -1.6,      8.018286, ,          -1.6,      8.051692, ,          -1.6,      8.126552, ,          -1.6,      8.271619, ,          -1.6,      8.419468, ,          -1.6,      8.461426, ,          -1.6,      8.486647, ,          -3.6,      5.578969, ,          -1.6,      7.041629, ,          -1.6,       7.22798, ,          -1.6,      7.316594, ,          -1.6,       7.35057, , 
         -1.4,      7.609152, ,          -1.4,      7.662619, ,          -1.4,      7.780144, ,          -1.4,      7.900465, ,          -3.4,      5.515734, ,          -3.4,      5.614244, ,          -1.4,      7.998462, ,          -1.4,      8.223729, ,          -1.4,      8.259078, ,          -1.4,      8.336518, ,          -1.4,      8.487907, ,          -1.4,      8.642228, ,          -1.4,        8.6857, ,          -1.4,      8.711908, ,          -3.4,      5.725478, ,          -1.4,      7.144223, ,          -1.4,      7.339751, ,          -1.4,      7.432457, ,          -1.4,      7.467983, , 
         -1.2,      7.728324, ,          -1.2,      7.784103, ,          -1.2,       7.93263, ,          -1.2,      8.075067, ,          -3.2,      5.647922, ,          -3.2,      5.750903, ,          -1.2,      8.183469, ,          -1.2,      8.423598, ,          -1.2,      8.460394, ,          -1.2,      8.539707, ,          -1.2,      8.697681, ,          -1.2,       8.85832, ,          -1.2,      8.903625, ,          -1.2,      8.930922, ,          -3.2,      5.867759, ,          -1.2,      7.241626, ,          -1.2,      7.446322, ,          -1.2,      7.543871, ,          -1.2,      7.580961, , 
           -1,      7.843467, ,            -1,      7.910883, ,            -1,      8.080587, ,            -1,        8.2394, ,            -3,      5.775738, ,            -3,      5.883151, ,            -1,      8.359805, ,            -1,       8.61537, ,            -1,      8.653186, ,            -1,      8.735421, ,            -1,      8.899299, ,            -1,       9.06549, ,            -1,      9.112046, ,            -1,      9.140211, ,            -3,      6.005573, ,            -1,      7.332925, ,            -1,      7.547589, ,            -1,      7.651025, ,            -1,      7.690205, , 
         -0.8,      7.957826, ,          -0.8,      8.047644, ,          -0.8,      8.222548, ,          -0.8,      8.393159, ,          -2.8,      5.899024, ,          -2.8,      6.010748, ,          -0.8,      8.522451, ,          -0.8,      8.793366, ,          -0.8,      8.832589, ,          -0.8,      8.917637, ,          -0.8,      9.087096, ,          -0.8,      9.258875, ,          -0.8,      9.306845, ,          -0.8,      9.335819, ,          -2.8,      6.138756, ,          -0.8,      7.417723, ,          -0.8,       7.64365, ,          -0.8,      7.753505, ,          -0.8,      7.795436, , 
         -0.6,      8.080652, ,          -0.6,      8.180187, ,          -0.6,      8.361761, ,          -0.6,       8.54414, ,          -2.6,      6.017641, ,          -2.6,      6.133483, ,          -0.6,      8.680371, ,          -0.6,      8.960724, ,          -0.6,      9.001359, ,          -0.6,      9.089007, ,          -0.6,      9.259985, ,          -0.6,      9.431069, ,          -0.6,      9.430797, ,          -0.6,      9.430919, ,          -2.6,      6.267188, ,          -0.6,      7.496109, ,          -0.6,      7.734185, ,          -0.6,      7.851521, ,          -0.6,      7.896604, , 
         -0.4,      8.204756, ,          -0.4,      8.310813, ,          -0.4,      8.499421, ,          -0.4,      8.691378, ,          -2.4,      6.129711, ,          -2.4,      6.249656, ,          -0.4,      8.833473, ,          -0.4,       9.12135, ,          -0.4,      9.163054, ,          -0.4,      9.251533, ,          -0.4,      9.410385, ,          -0.4,      9.576765, ,          -0.4,       9.57795, ,          -0.4,      9.578973, ,          -2.4,      6.389411, ,          -0.4,      7.568074, ,          -0.4,      7.818724, ,          -0.4,      7.945059, ,          -0.4,      7.994092, , 
         -0.2,      8.326679, ,          -0.2,      8.439399, ,          -0.2,      8.634401, ,          -0.2,      8.833756, ,          -2.2,       6.23666, ,          -2.2,      6.360414, ,          -0.2,      8.981932, ,          -0.2,      9.270629, ,          -0.2,      9.309781, ,          -0.2,      9.393382, ,          -0.2,      9.546443, ,          -0.2,      9.686196, ,          -0.2,      9.703913, ,          -0.2,      9.714808, ,          -2.2,      6.506243, ,          -0.2,      7.633275, ,          -0.2,      7.896611, ,          -0.2,      8.033157, ,          -0.2,      8.087222, , 
