Alpha,T1-15.8 m/s-VLM2, , 
           -2,      0.384765, , 
         -1.8,     0.3936752, , 
         -1.6,      0.402573, , 
         -1.4,     0.4114581, , 
         -1.2,     0.4203301, , 
           -1,     0.4291888, , 
         -0.8,     0.4380337, , 
         -0.6,     0.4468646, , 
         -0.4,     0.4556811, , 
         -0.2,     0.4644828, , 
            0,     0.4732696, , 
          0.2,      0.482041, , 
          0.4,     0.4907967, , 
          0.6,     0.4995364, , 
          0.8,     0.5082597, , 
            1,     0.5169664, , 
          1.2,     0.5256562, , 
          1.4,     0.5343286, , 
          1.6,     0.5429835, , 
          1.8,     0.5516204, , 
            2,     0.5602391, , 
          2.2,     0.5688393, , 
          2.4,     0.5774205, , 
          2.6,     0.5859827, , 
          2.8,     0.5945253, , 
            3,     0.6030482, , 
          3.2,      0.611551, , 
          3.4,     0.6200334, , 
          3.6,     0.6284952, , 
          3.8,     0.6369359, , 
            4,     0.6453554, , 
          4.2,     0.6537533, , 
          4.4,     0.6621293, , 
          4.6,     0.6704832, , 
          4.8,     0.6788146, , 
            5,     0.6871232, , 
          5.2,     0.6954088, , 
          5.4,     0.7036712, , 
          5.6,     0.7119099, , 
          5.8,     0.7201247, , 
            6,     0.7283154, , 
          6.2,     0.7364817, , 
          6.4,     0.7446232, , 
          6.6,     0.7527398, , 
          6.8,     0.7608311, , 
            7,     0.7688969, , 
          7.2,     0.7769369, , 
          7.4,     0.7849508, , 
          7.6,     0.7929385, , 
          7.8,     0.8008995, , 
            8,     0.8088337, , 

