Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      3.634284, ,            -2,      3.353813, ,            -2,      3.287007, ,            -2,      4.745931, ,            -2,      4.270758, , 
         -1.8,      3.542536, ,          -1.8,      3.296675, ,          -1.8,      3.237111, ,          -1.8,      4.669033, ,          -1.8,      4.189446, , 
         -1.6,       3.47743, ,          -1.6,      3.244519, ,          -1.6,      3.190599, ,          -1.6,      4.601737, ,          -1.6,      4.124799, , 
         -1.4,      3.434752, ,          -1.4,      3.210063, ,          -1.4,      3.157881, ,          -1.4,      4.542487, ,          -1.4,      4.072299, , 
         -1.2,      3.395929, ,          -1.2,      3.180921, ,          -1.2,      3.132644, ,          -1.2,      4.490386, ,          -1.2,      4.028095, , 
           -1,      3.374543, ,            -1,      3.163927, ,            -1,        3.1188, ,            -1,      4.444594, ,            -1,      3.989805, , 
         -0.8,      3.361225, ,          -0.8,      3.153872, ,          -0.8,      3.110048, ,          -0.8,      4.404499, ,          -0.8,      3.956461, , 
         -0.6,       3.35375, ,          -0.6,      3.150178, ,          -0.6,      3.107525, ,          -0.6,      4.369743, ,          -0.6,      3.927675, , 
         -0.4,      3.350643, ,          -0.4,      3.153068, ,          -0.4,      3.110051, ,          -0.4,      4.339823, ,          -0.4,      3.903256, , 
         -0.2,      3.350738, ,          -0.2,      3.159108, ,          -0.2,      3.117238, ,          -0.2,      4.314323, ,          -0.2,      3.882898, , 
            0,      3.353749, ,             0,      3.168345, ,             0,      3.127579, ,             0,      4.292912, ,             0,      3.866529, , 
          0.2,      3.359429, ,           0.2,      3.179524, ,           0.2,      3.139564, ,           0.2,      4.301821, ,           0.2,      3.856861, , 
          0.4,      3.367325, ,           0.4,      3.192525, ,           0.4,      3.153437, ,           0.4,      4.288517, ,           0.4,      3.848338, , 
          0.6,      3.377377, ,           0.6,      3.207227, ,           0.6,      3.169103, ,           0.6,      4.278615, ,           0.6,      3.843346, , 
          0.8,       3.38931, ,           0.8,       3.22342, ,           0.8,      3.186192, ,           0.8,      4.271928, ,           0.8,      3.841829, , 
            1,      3.402913, ,             1,      3.241009, ,             1,      3.204586, ,             1,      4.268291, ,             1,      3.843355, , 
          1.2,       3.41805, ,           1.2,      3.259799, ,           1.2,      3.224101, ,           1.2,      4.273195, ,           1.2,      3.851597, , 
          1.4,      3.434663, ,           1.4,      3.279779, , , , ,           1.4,      4.283739, ,           1.4,       3.86055, , 
          1.6,      3.452657, ,           1.6,       3.30083, , , , ,           1.6,      4.290104, ,           1.6,      3.869772, , 
          1.8,      3.471948, ,           1.8,      3.322541, , , , ,           1.8,      4.301201, ,           1.8,      3.881196, , 
            2,      3.492367, ,             2,      3.345329, , , , ,             2,      4.315035, ,             2,      3.894473, , 
          2.2,      3.513814, ,           2.2,      3.368987, , , , ,           2.2,      4.329729, ,           2.2,      3.909605, , 
          2.4,      3.536201, ,           2.4,      3.393423, , , , ,           2.4,      4.349339, ,           2.4,       3.92643, , 
          2.6,       3.55948, ,           2.6,      3.418573, , , , ,           2.6,      4.372239, ,           2.6,      3.945764, , 
          2.8,      3.583606, ,           2.8,       3.44437, , , , ,           2.8,      4.397279, ,           2.8,       3.96563, , 

