Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      14.48583, ,            -2,      15.50406, ,            -2,      16.26173, ,            -2,      16.78526, ,            -2,       17.1226, ,            -2,      17.26897, ,            -2,      11.21075, ,            -2,      11.93211, ,            -2,      13.24427, , 
         -1.8,      14.83359, ,          -1.8,      15.92809, ,          -1.8,      16.67376, ,          -1.8,      17.16245, ,          -1.8,      17.47932, ,          -1.8,      17.60477, ,          -1.8,      11.38814, ,          -1.8,       12.1298, ,          -1.8,      13.50751, , 
         -1.6,      15.09138, ,          -1.6,      16.23263, ,          -1.6,      16.96974, ,          -1.6,      17.40664, ,          -1.6,      17.70462, ,          -1.6,      17.83154, ,          -1.6,      11.55046, ,          -1.6,      12.30786, ,          -1.6,      13.72407, , 
         -1.4,      15.30462, ,          -1.4,      16.49078, ,          -1.4,      17.21879, ,          -1.4,      17.62443, ,          -1.4,      17.90339, ,          -1.4,      18.01554, ,          -1.4,      11.69895, ,          -1.4,      12.46883, ,          -1.4,      13.90379, , 
         -1.2,      15.45328, ,          -1.2,      16.66048, ,          -1.2,      17.38656, ,          -1.2,      17.78154, ,          -1.2,      18.05419, ,          -1.2,      18.16119, ,          -1.2,       11.8338, ,          -1.2,      12.61375, ,          -1.2,      14.05703, , 
           -1,      15.56891, ,            -1,      16.77232, ,            -1,      17.50846, ,            -1,      17.87773, ,            -1,      18.13958, ,            -1,      18.24618, ,            -1,      11.95549, ,            -1,      12.74359, ,            -1,       14.1917, , 
         -0.8,      15.66336, ,          -0.8,      16.84283, ,          -0.8,      17.57158, ,          -0.8,       17.9392, ,          -0.8,      18.19107, ,          -0.8,      18.29378, ,          -0.8,      12.06485, ,          -0.8,      12.85973, ,          -0.8,      14.31099, , 
         -0.6,      15.73817, ,          -0.6,      16.88177, ,          -0.6,      17.59974, ,          -0.6,      17.96322, ,          -0.6,      18.20847, ,          -0.6,      18.30616, ,          -0.6,       12.1621, ,          -0.6,      12.96183, ,          -0.6,      14.41526, , 
         -0.4,      15.79524, ,          -0.4,      16.89852, ,          -0.4,      17.59655, ,          -0.4,      17.95604, ,          -0.4,      18.20178, ,          -0.4,      18.29858, ,          -0.4,      12.24761, ,          -0.4,      13.05114, ,          -0.4,      14.50521, , 
         -0.2,       15.8355, ,          -0.2,      16.89833, ,          -0.2,      17.57227, ,          -0.2,      17.92062, ,          -0.2,      18.15953, ,          -0.2,      18.25508, ,          -0.2,      12.32181, ,          -0.2,      13.12823, ,          -0.2,      14.58105, , 
