Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      6.750265, ,            -2,      6.574462, ,            -2,      6.356413, ,            -2,      6.123433, ,            -2,      5.941512, ,            -2,      5.824169, ,            -2,      7.502404, ,            -2,      7.234506, ,            -2,       6.92567, , 
         -1.8,       6.61451, ,          -1.8,      6.408989, ,          -1.8,      6.168465, ,          -1.8,      5.935992, ,          -1.8,      5.755528, ,          -1.8,      5.639591, ,          -1.8,      7.383347, ,          -1.8,      7.110439, ,          -1.8,      6.792986, , 
         -1.6,      6.485416, ,          -1.6,      6.255633, ,          -1.6,      6.001689, ,          -1.6,      5.769797, ,          -1.6,      5.592783, ,          -1.6,      5.479605, ,          -1.6,      7.277883, ,          -1.6,      6.998059, ,          -1.6,      6.669224, , 
         -1.4,      6.348671, ,          -1.4,      6.110238, ,          -1.4,      5.851508, ,          -1.4,      5.619708, ,          -1.4,      5.443276, ,          -1.4,      5.332771, ,          -1.4,       7.18064, ,          -1.4,       6.89551, ,          -1.4,      6.553483, , 
         -1.2,      6.216075, ,          -1.2,      5.973098, ,          -1.2,       5.71274, ,          -1.2,      5.482112, ,          -1.2,       5.31983, ,          -1.2,      5.232017, ,          -1.2,      7.094705, ,          -1.2,      6.803438, ,          -1.2,      6.445185, , 
           -1,      6.090594, ,            -1,      5.844512, ,            -1,      5.582982, ,            -1,      5.375877, ,            -1,      5.240043, ,            -1,      5.176437, ,            -1,      7.018145, ,            -1,      6.721319, ,            -1,      6.345099, , 
         -0.8,      5.969183, ,          -0.8,      5.725657, ,          -0.8,       5.46887, ,          -0.8,      5.295219, ,          -0.8,      5.159202, ,          -0.8,      5.114859, ,          -0.8,      6.950284, ,          -0.8,      6.648788, ,          -0.8,       6.25451, , 
         -0.6,      5.866632, ,          -0.6,      5.619217, ,          -0.6,      5.373065, ,          -0.6,      5.215385, ,          -0.6,      5.094604, ,          -0.6,      5.048984, ,          -0.6,        6.8905, ,          -0.6,      6.585204, ,          -0.6,      6.173094, , 
         -0.4,      5.784983, ,          -0.4,      5.525295, ,          -0.4,      5.315495, ,          -0.4,      5.171797, ,          -0.4,      5.076572, ,          -0.4,      5.030677, ,          -0.4,       6.83826, ,          -0.4,      6.530099, ,          -0.4,       6.10298, , 
         -0.2,      5.718007, ,          -0.2,      5.458663, ,          -0.2,      5.255225, ,          -0.2,      5.125144, ,          -0.2,      5.038776, ,          -0.2,      5.010036, ,          -0.2,      6.792944, ,          -0.2,      6.482877, ,          -0.2,      6.045306, , 
            0,      5.653913, ,             0,      5.402352, ,             0,      5.208899, ,             0,      5.088593, ,             0,       5.00632, ,             0,      4.982189, ,             0,      6.753826, ,             0,      6.442625, ,             0,       5.99737, , 
          0.2,      5.612002, ,           0.2,       5.35287, ,           0.2,      5.167538, ,           0.2,      5.056518, ,           0.2,      4.979946, ,           0.2,      4.954012, ,           0.2,      6.720513, ,           0.2,      6.408765, ,           0.2,      5.957765, , 
          0.4,       5.57972, ,           0.4,      5.319089, ,           0.4,       5.14364, ,           0.4,      5.041967, ,           0.4,      4.972158, ,           0.4,      4.944585, ,           0.4,      6.692595, ,           0.4,      6.380779, ,           0.4,      5.925718, , 
          0.6,      5.553782, ,           0.6,      5.296055, ,           0.6,       5.12968, ,           0.6,      5.033675, ,           0.6,      4.971862, ,           0.6,      4.945196, ,           0.6,      6.669655, ,           0.6,      6.358214, ,           0.6,       5.90105, , 
          0.8,      5.536919, ,           0.8,      5.281777, ,           0.8,      5.121885, ,           0.8,      5.034242, ,           0.8,      4.975865, ,           0.8,       4.95173, ,           0.8,      6.651271, ,           0.8,      6.340512, ,           0.8,      5.882538, , 
            1,      5.526212, ,             1,      5.279987, ,             1,      5.124286, ,             1,      5.039743, ,             1,       4.98331, ,             1,      4.962186, ,             1,      6.637115, ,             1,      6.327296, ,             1,      5.869217, , 
          1.2,      5.521863, ,           1.2,      5.274195, ,           1.2,      5.132169, ,           1.2,      5.051925, ,           1.2,      4.997279, ,           1.2,      4.975265, ,           1.2,       6.62697, ,           1.2,      6.318357, ,           1.2,      5.860824, , 
          1.4,       5.52334, ,           1.4,      5.281484, ,           1.4,      5.144587, ,           1.4,      5.068496, ,           1.4,      5.015641, ,           1.4,      4.994789, ,           1.4,      6.620609, ,           1.4,      6.313291, ,           1.4,      5.857145, , 
          1.6,      5.525477, ,           1.6,      5.293267, ,           1.6,      5.160474, ,           1.6,         5.084, ,           1.6,       5.03781, ,           1.6,      5.017688, ,           1.6,       6.61759, ,           1.6,        6.3117, ,           1.6,      5.857887, , 
          1.8,      5.534894, ,           1.8,      5.307968, ,           1.8,      5.174963, ,           1.8,      5.103904, ,           1.8,       5.05647, ,           1.8,      5.037059, ,           1.8,      6.617843, ,           1.8,      6.313343, ,           1.8,      5.862476, , 
            2,      5.548437, ,             2,      5.323373, ,             2,      5.195763, ,             2,      5.128837, ,             2,      5.082034, ,             2,      5.063643, ,             2,       6.62109, ,             2,      6.317978, ,             2,      5.870402, , 
          2.2,      5.566706, ,           2.2,      5.345107, ,           2.2,      5.220314, ,           2.2,      5.156748, ,           2.2,      5.109457, ,           2.2,      5.092116, ,           2.2,      6.637496, ,           2.2,      6.345994, ,           2.2,      5.884067, , 
          2.4,      5.586974, ,           2.4,      5.369171, ,           2.4,      5.247117, ,           2.4,      5.185821, ,           2.4,      5.140815, ,           2.4,      5.122709, ,           2.4,      6.646524, ,           2.4,       6.35639, ,           2.4,      5.897321, , 
          2.6,      5.609967, ,           2.6,      5.396133, ,           2.6,      5.275736, ,           2.6,      5.216786, ,           2.6,       5.17423, ,           2.6,      5.156579, ,           2.6,      6.658075, ,           2.6,      6.369344, ,           2.6,      5.913207, , 
          2.8,       5.63521, ,           2.8,      5.425612, ,           2.8,      5.306626, ,           2.8,      5.248924, ,           2.8,      5.208398, ,           2.8,      5.191481, ,           2.8,      6.672043, ,           2.8,      6.384573, ,           2.8,      5.931663, , 
            3,      5.662506, ,             3,      5.456944, ,             3,      5.339848, ,             3,      5.282401, ,             3,      5.243016, ,             3,      5.227157, ,             3,      6.688363, ,             3,      6.402074, ,             3,      5.952222, , 
          3.2,       5.69171, ,           3.2,      5.489662, ,           3.2,      5.374615, ,           3.2,      5.318218, ,           3.2,      5.279169, ,           3.2,      5.263569, ,           3.2,      6.706756, ,           3.2,      6.421641, ,           3.2,      5.974725, , 
          3.4,      5.722656, ,           3.4,        5.5243, ,           3.4,      5.410398, ,           3.4,      5.354777, ,           3.4,      5.316572, ,           3.4,      5.301559, ,           3.4,      6.727674, ,           3.4,      6.443398, ,           3.4,      5.999301, , 
          3.6,      5.755121, ,           3.6,      5.560079, ,           3.6,      5.448253, ,           3.6,       5.39345, ,           3.6,      5.355941, ,           3.6,       5.34107, ,           3.6,      6.752794, ,           3.6,      6.468433, ,           3.6,      6.025886, , 
          3.8,      5.788989, ,           3.8,      5.597336, ,           3.8,       5.48698, ,           3.8,      5.433109, ,           3.8,      5.395909, ,           3.8,      5.381144, ,           3.8,      6.779625, ,           3.8,      6.495218, ,           3.8,      6.054257, , 
            4,      5.825846, ,             4,      5.635453, ,             4,      5.526955, ,             4,      5.473419, ,             4,      5.437069, ,             4,       5.42283, ,             4,      6.828042, ,             4,      6.529572, ,             4,      6.088362, , 
