Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      5.316055, ,            -2,      5.242138, ,            -2,      5.196964, ,            -2,      5.174529, ,            -2,      5.151068, ,            -2,      5.108908, ,            -2,      5.701225, ,            -2,       5.56557, ,            -2,      5.406836, , 
         -1.8,      5.173263, ,          -1.8,      5.101216, ,          -1.8,      5.057524, ,          -1.8,      5.035492, ,          -1.8,      4.995462, ,          -1.8,      4.947005, ,          -1.8,      5.552792, ,          -1.8,      5.419407, ,          -1.8,      5.262722, , 
         -1.6,      5.039789, ,          -1.6,      4.969282, ,          -1.6,      4.927026, ,          -1.6,       4.90328, ,          -1.6,      4.847161, ,          -1.6,      4.793429, ,          -1.6,      5.414366, ,          -1.6,      5.283068, ,          -1.6,      5.128202, , 
         -1.4,      4.914814, ,          -1.4,      4.845571, ,          -1.4,      4.804629, ,          -1.4,      4.767992, ,          -1.4,      4.704323, ,          -1.4,      4.646468, ,          -1.4,      5.285194, ,          -1.4,      5.155789, ,          -1.4,       5.00247, , 
         -1.2,      4.797722, ,          -1.2,      4.729369, ,          -1.2,      4.689523, ,          -1.2,      4.638708, ,          -1.2,      4.564768, ,          -1.2,      4.506961, ,          -1.2,       5.16546, ,          -1.2,      5.037152, ,          -1.2,      4.884931, , 
           -1,      4.687956, ,            -1,      4.620222, ,            -1,      4.581053, ,            -1,      4.512713, ,            -1,       4.43298, ,            -1,      4.376234, ,            -1,      5.053639, ,            -1,      4.926216, ,            -1,      4.774976, , 
         -0.8,      4.584947, ,          -0.8,      4.517325, ,          -0.8,      4.473436, ,          -0.8,      4.393329, ,          -0.8,      4.309363, ,          -0.8,      4.252479, ,          -0.8,      4.949232, ,          -0.8,       4.82245, ,          -0.8,      4.672008, , 
         -0.6,      4.488256, ,          -0.6,      4.420061, ,          -0.6,      4.367162, ,          -0.6,      4.278842, ,          -0.6,      4.193102, ,          -0.6,      4.135092, ,          -0.6,      4.851698, ,          -0.6,      4.725357, ,          -0.6,      4.575505, , 
         -0.4,      4.397551, ,          -0.4,      4.327924, ,          -0.4,      4.263831, ,          -0.4,       4.16898, ,          -0.4,      4.083893, ,          -0.4,       4.02482, ,          -0.4,      4.760525, ,          -0.4,       4.63448, ,          -0.4,      4.484963, , 
         -0.2,      4.312459, ,          -0.2,      4.239236, ,          -0.2,      4.164481, ,          -0.2,      4.064859, ,          -0.2,      3.980217, ,          -0.2,      3.921074, ,          -0.2,      4.676461, ,          -0.2,      4.549729, ,          -0.2,      4.400026, , 
            0,       4.23266, ,             0,      4.153235, ,             0,      4.069128, ,             0,      3.966329, ,             0,      3.881601, ,             0,      3.823486, ,             0,      4.596971, ,             0,      4.470141, ,             0,      4.320276, , 
          0.2,      4.157592, ,           0.2,      4.072224, ,           0.2,      3.978507, ,           0.2,      3.875335, ,           0.2,      3.790493, ,           0.2,      3.733234, ,           0.2,      4.522621, ,           0.2,      4.395581, ,           0.2,      4.245189, , 
          0.4,      4.086787, ,           0.4,      3.994362, ,           0.4,      3.894182, ,           0.4,       3.79207, ,           0.4,      3.706763, ,           0.4,      3.650454, ,           0.4,      4.453158, ,           0.4,      4.325788, ,           0.4,      4.174366, , 
          0.6,      4.019841, ,           0.6,      3.919934, ,           0.6,      3.816837, ,           0.6,      3.713283, ,           0.6,      3.628186, ,           0.6,      3.573258, ,           0.6,       4.38831, ,           0.6,      4.260501, ,           0.6,      4.107511, , 
          0.8,      3.955514, ,           0.8,      3.850007, ,           0.8,      3.744973, ,           0.8,      3.641465, ,           0.8,      3.556223, ,           0.8,      3.501617, ,           0.8,      4.327636, ,           0.8,      4.199473, ,           0.8,       4.04447, , 
            1,      3.892529, ,             1,      3.784208, ,             1,      3.677694, ,             1,      3.574499, ,             1,      3.490713, ,             1,      3.437647, ,             1,      4.271328, ,             1,      4.142574, ,             1,      3.985089, , 
          1.2,      3.831185, ,           1.2,      3.721778, ,           1.2,      3.614266, ,           1.2,       3.51141, ,           1.2,      3.435999, ,           1.2,      3.387425, ,           1.2,      4.218792, ,           1.2,      4.089484, ,           1.2,      3.929132, , 
          1.4,      3.770946, ,           1.4,      3.661958, ,           1.4,      3.554432, ,           1.4,       3.45508, ,           1.4,      3.385208, ,           1.4,      3.338595, ,           1.4,      4.169811, ,           1.4,      4.039993, ,           1.4,      3.876499, , 
