Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      7.571707, ,            -2,      7.923224, ,            -2,      8.136464, ,            -2,      7.009866, ,            -2,       7.27721, , 
         -1.8,      7.724073, ,          -1.8,      8.146488, ,          -1.8,      8.371664, ,          -1.8,      7.127996, ,          -1.8,      7.408695, , 
         -1.6,       7.88265, ,          -1.6,      8.370229, ,          -1.6,      8.605165, ,          -1.6,      7.240802, ,          -1.6,      7.535063, , 
         -1.4,      8.049463, ,          -1.4,      8.587969, ,          -1.4,       8.83186, ,          -1.4,      7.347056, ,          -1.4,       7.65692, , 
         -1.2,      8.212189, ,          -1.2,      8.797387, ,          -1.2,      9.051198, ,          -1.2,      7.447644, ,          -1.2,      7.774268, , 
           -1,      8.368048, ,            -1,      9.001618, ,            -1,      9.264515, ,            -1,      7.541578, ,            -1,      7.886974, , 
         -0.8,      8.520677, ,          -0.8,      9.187769, ,          -0.8,      9.458567, ,          -0.8,       7.62848, ,          -0.8,      7.994948, , 
         -0.6,      8.672008, ,          -0.6,      9.365992, ,          -0.6,      9.624167, ,          -0.6,      7.708501, ,          -0.6,      8.098405, , 
         -0.4,      8.820608, ,          -0.4,      9.528632, ,          -0.4,      9.776593, ,          -0.4,      7.781331, ,          -0.4,      8.196349, , 
         -0.2,      8.964564, ,          -0.2,      9.663885, ,          -0.2,      9.896044, ,          -0.2,      7.846682, ,          -0.2,      8.287519, , 
            0,      9.078451, ,             0,      9.702646, ,             0,      9.914753, ,             0,      7.904505, ,             0,      8.371146, , 
          0.2,      9.204709, ,           0.2,      9.798037, ,           0.2,      9.980012, ,           0.2,      7.954923, ,           0.2,      8.445721, , 
          0.4,      9.314571, ,           0.4,      9.887343, ,           0.4,      10.06529, ,           0.4,      7.998489, ,           0.4,      8.509372, , 
          0.6,      9.385839, ,           0.6,      9.944373, ,           0.6,      10.10022, ,           0.6,      8.035462, ,           0.6,      8.561463, , 
          0.8,      9.444102, ,           0.8,      9.981223, ,           0.8,      10.12904, ,           0.8,      8.066214, ,           0.8,      8.603909, , 
            1,      9.499135, ,             1,      10.01779, ,             1,      10.16427, ,             1,      8.091101, ,             1,       8.63822, , 
          1.2,       9.53992, ,           1.2,      10.02346, ,           1.2,       10.1669, ,           1.2,      8.110533, ,           1.2,      8.665116, , 
          1.4,      9.559855, ,           1.4,      10.02263, ,           1.4,      10.14812, ,           1.4,      8.124895, ,           1.4,      8.684446, , 
          1.6,      9.569429, ,           1.6,      10.01133, ,           1.6,      10.11962, ,           1.6,      8.134515, ,           1.6,      8.696646, , 
          1.8,      9.564744, ,           1.8,      9.986326, ,           1.8,       10.0905, ,           1.8,      8.139702, ,           1.8,      8.702606, , 
            2,      9.553215, ,             2,      9.970706, ,             2,      10.07006, ,             2,      8.140598, ,             2,      8.703554, , 
          2.2,      9.536783, ,           2.2,      9.934164, ,           2.2,      10.03437, ,           2.2,      8.137472, ,           2.2,      8.700195, , 
          2.4,      9.520101, ,           2.4,      9.889661, ,           2.4,       9.98355, ,           2.4,      8.130669, ,           2.4,      8.692315, , 
          2.6,      9.491791, ,           2.6,       9.84017, ,           2.6,      9.929338, ,           2.6,      8.120471, ,           2.6,      8.679919, , 
          2.8,      9.454453, ,           2.8,      9.787926, ,           2.8,      9.872767, ,           2.8,      8.107185, ,           2.8,      8.663001, , 
            3,      9.412511, ,             3,      9.737474, ,             3,       9.81415, ,             3,      8.066705, ,             3,      8.637942, , 
          3.2,        9.3684, ,           3.2,      9.684494, ,           3.2,      9.761784, ,           3.2,      8.047689, ,           3.2,      8.613444, , 
          3.4,      9.327909, ,           3.4,      9.626601, ,           3.4,      9.701108, ,           3.4,      8.026154, ,           3.4,      8.586059, , 
          3.6,      9.277366, ,           3.6,      9.564891, ,           3.6,       9.63955, ,           3.6,      8.002249, ,           3.6,      8.555973, , 
          3.8,      9.224801, ,           3.8,      9.502088, ,           3.8,      9.574269, ,           3.8,      7.976192, ,           3.8,      8.523055, , 
            4,      9.170985, ,             4,      9.438232, ,             4,      9.506872, ,             4,      7.948262, ,             4,      8.487965, , 
          4.2,      9.115056, ,           4.2,      9.374059, ,           4.2,      9.439551, ,           4.2,      7.918537, ,           4.2,      8.450998, , 
          4.4,      9.058559, ,           4.4,      9.311595, ,           4.4,      9.373543, ,           4.4,      7.886868, ,           4.4,      8.412189, , 
          4.6,      8.999583, ,           4.6,       9.24597, ,           4.6,      9.305748, ,           4.6,      7.852092, ,           4.6,      8.371731, , 
          4.8,      8.939981, ,           4.8,      9.179787, ,           4.8,      9.237315, ,           4.8,      7.816333, ,           4.8,      8.329645, , 
            5,      8.880184, ,             5,      9.113325, ,             5,      9.169181, ,             5,       7.77293, ,             5,      8.281182, , 
          5.2,      8.819253, ,           5.2,       9.04659, ,           5.2,      9.100087, ,           5.2,      7.734492, ,           5.2,      8.236557, , 
          5.4,      8.758318, ,           5.4,      8.979663, ,           5.4,      9.031908, ,           5.4,       7.69466, ,           5.4,      8.190957, , 
          5.6,      8.697152, ,           5.6,      8.913123, ,           5.6,      8.963689, ,           5.6,      7.653589, ,           5.6,      8.144445, , 
          5.8,      8.635573, ,           5.8,      8.845978, ,           5.8,      8.895567, ,           5.8,      7.611275, ,           5.8,      8.097109, , 
            6,      8.574207, ,             6,      8.779399, , , , ,             6,      7.560307, ,             6,      8.046666, , 
          6.2,      8.512869, ,           6.2,      8.713331, , , , ,           6.2,      7.515386, ,           6.2,      7.998192, , 
          6.4,      8.451395, ,           6.4,      8.646818, , , , ,           6.4,      7.468775, ,           6.4,      7.949229, , 

