Alpha,T1-15.8 m/s-VLM2, , 
           -2,      5.267924, , 
         -1.8,       5.34909, , 
         -1.6,      5.427337, , 
         -1.4,      5.502698, , 
         -1.2,      5.575226, , 
           -1,      5.645034, , 
         -0.8,      5.712178, , 
         -0.6,      5.776696, , 
         -0.4,      5.838508, , 
         -0.2,      5.897958, , 
            0,      5.955217, , 
          0.2,      6.010459, , 
          0.4,      6.063643, , 
          0.6,      6.116604, , 
          0.8,      6.169009, , 
            1,      6.218534, , 
          1.2,      6.265436, , 
          1.4,       6.31132, , 
          1.6,      6.356752, , 
          1.8,      6.399393, , 
            2,      6.439296, , 
          2.2,      6.476598, , 
          2.4,      6.512647, , 
          2.6,      6.547126, , 
          2.8,      6.574863, , 
            3,      6.606309, , 
          3.2,      6.624296, , 
          3.4,       6.64124, , 
          3.6,      6.657661, , 
          3.8,      6.667661, , 
            4,      6.672161, , 
          4.2,      6.663925, , 
          4.4,      6.666975, , 
          4.6,      6.652674, , 
          4.8,      6.640637, , 
            5,      6.631189, , 
          5.2,      6.613866, , 
          5.4,      6.595841, , 
          5.6,      6.575691, , 
          5.8,      6.551231, , 
            6,      6.529346, , 
          6.2,       6.50199, , 
          6.4,      6.474444, , 
          6.6,      6.449511, , 
          6.8,       6.42147, , 
            7,      6.392141, , 
          7.2,      6.359576, , 
          7.4,      6.329883, , 
          7.6,      6.295804, , 
          7.8,        6.2619, , 
            8,      6.230739, , 

