Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      4.055341, ,            -2,      3.790045, ,            -2,      5.405384, ,            -2,      3.614747, ,            -2,      3.508339, ,            -2,      3.492233, ,            -2,      3.415684, ,            -2,      3.383667, ,            -2,      3.369251, ,            -2,      5.190552, ,            -2,      4.884224, ,            -2,      4.417607, ,            -2,      4.344829, , 
         -1.8,      3.955363, ,          -1.8,       3.69252, ,          -1.8,      5.323664, ,          -1.8,      3.526491, ,          -1.8,      3.437653, ,          -1.8,      3.424105, ,          -1.8,       3.36007, ,          -1.8,      3.334538, ,          -1.8,      3.320592, ,          -1.8,       5.11038, ,          -1.8,      4.804658, ,          -1.8,      4.328547, ,          -1.8,      4.252622, , 
         -1.6,       3.88002, ,          -1.6,      3.617133, ,          -1.6,      5.250563, ,          -1.6,      3.459897, ,          -1.6,      3.384723, ,          -1.6,      3.370869, ,          -1.6,      3.313669, ,          -1.6,      3.289924, ,          -1.6,      3.279604, ,          -1.6,      5.039237, ,          -1.6,      4.735389, ,          -1.6,      4.257655, ,          -1.6,      4.180786, , 
         -1.4,      3.825206, ,          -1.4,      3.561121, ,          -1.4,      5.185215, ,          -1.4,       3.41522, ,          -1.4,      3.345956, ,          -1.4,      3.331738, ,          -1.4,      3.283292, ,          -1.4,       3.26198, ,          -1.4,       3.25108, ,          -1.4,      4.976034, ,          -1.4,      4.674652, ,          -1.4,      4.200766, ,          -1.4,      4.124967, , 
         -1.2,      3.784607, ,          -1.2,      3.521444, ,          -1.2,      5.127057, ,          -1.2,       3.37328, ,          -1.2,      3.312132, ,          -1.2,      3.301062, ,          -1.2,      3.250431, ,          -1.2,      3.231209, ,          -1.2,       3.22131, ,          -1.2,      4.919948, ,          -1.2,      4.621438, ,          -1.2,      4.154714, ,          -1.2,      4.080844, , 
           -1,      3.755423, ,            -1,      3.490948, ,            -1,      5.075468, ,            -1,      3.348844, ,            -1,      3.290194, ,            -1,      3.279634, ,            -1,      3.231121, ,            -1,      3.212656, ,            -1,      3.202873, ,            -1,      4.870374, ,            -1,      4.574778, ,            -1,      4.115548, ,            -1,      4.043513, , 
         -0.8,      3.732724, ,          -0.8,      3.474639, ,          -0.8,      5.030034, ,          -0.8,      3.333288, ,          -0.8,      3.276334, ,          -0.8,      3.266567, ,          -0.8,      3.221833, ,          -0.8,      3.203817, ,          -0.8,      3.195102, ,          -0.8,      4.826888, ,          -0.8,      4.534028, ,          -0.8,       4.08183, ,          -0.8,      4.011535, , 
         -0.6,      3.714952, ,          -0.6,      3.465302, ,          -0.6,      4.990068, ,          -0.6,      3.326631, ,          -0.6,      3.270399, ,          -0.6,       3.26081, ,          -0.6,      3.217433, ,          -0.6,      3.199988, ,          -0.6,      3.191391, ,          -0.6,      4.788706, ,          -0.6,      4.498621, ,          -0.6,      4.052743, ,          -0.6,      3.984113, , 
         -0.4,      3.701609, ,          -0.4,      3.461426, ,          -0.4,      4.955419, ,          -0.4,      3.325755, ,          -0.4,      3.270054, ,          -0.4,      3.260526, ,          -0.4,      3.218082, ,          -0.4,      3.201725, ,          -0.4,      3.193722, ,          -0.4,      4.755728, ,          -0.4,      4.468342, ,          -0.4,      4.028056, ,          -0.4,      3.960935, , 
         -0.2,      3.692191, ,          -0.2,       3.46136, ,          -0.2,       4.92567, ,          -0.2,      3.329781, ,          -0.2,      3.275193, ,          -0.2,      3.265798, ,          -0.2,      3.223326, ,          -0.2,      3.206822, ,          -0.2,      3.198722, ,          -0.2,      4.727477, ,          -0.2,      4.442445, ,          -0.2,      4.007486, ,          -0.2,       3.94187, , 
            0,      3.686528, ,             0,      3.464352, ,             0,      4.900502, ,             0,      3.337034, ,             0,      3.284025, ,             0,       3.27487, ,             0,      3.233526, ,             0,      3.217279, ,             0,      3.209284, ,             0,       4.70359, ,             0,      4.420797, ,             0,      3.990788, ,             0,      3.926817, , 
          0.2,      3.685508, ,           0.2,      3.470216, ,           0.2,      4.899326, ,           0.2,      3.347048, ,           0.2,      3.295831, ,           0.2,      3.286621, ,           0.2,       3.24575, ,           0.2,      3.229869, ,           0.2,      3.222068, ,           0.2,      4.711747, ,           0.2,      4.429534, ,           0.2,      3.980731, ,           0.2,      3.919298, , 
