Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.7957744, , 
         -0.8,     0.8105191, , 
         -0.6,     0.8252462, , 
         -0.4,     0.8399553, , 
         -0.2,      0.854646, , 
            0,      0.869318, , 
          0.2,     0.8839708, , 
          0.4,     0.8986041, , 
          0.6,     0.9132175, , 
          0.8,     0.9278105, , 
            1,     0.9423829, , 
          1.2,     0.9569342, , 
          1.4,      0.971464, , 
          1.6,      0.985972, , 
          1.8,      1.000458, , 
            2,      1.014921, , 
          2.2,      1.029361, , 
          2.4,      1.043778, , 
          2.6,      1.058171, , 
          2.8,      1.072541, , 
            3,      1.086885, , 
          3.2,      1.101205, , 
          3.4,        1.1155, , 
          3.6,      1.129769, , 
          3.8,      1.144012, , 
            4,      1.158229, , 
          4.2,       1.17242, , 
          4.4,      1.186583, , 
          4.6,      1.200719, , 
          4.8,      1.214828, , 
            5,      1.228908, , 

