Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.5958984, , 
         -0.8,     0.5957245, , 
         -0.6,     0.5955438, , 
         -0.4,     0.5953567, , 
         -0.2,     0.5951635, , 
            0,     0.5949643, , 
          0.2,     0.5947595, , 
          0.4,     0.5945493, , 
          0.6,     0.5943339, , 
          0.8,     0.5941135, , 
            1,     0.5938884, , 
          1.2,     0.5936586, , 
          1.4,     0.5934243, , 
          1.6,     0.5931858, , 
          1.8,     0.5929431, , 
            2,     0.5926963, , 
          2.2,     0.5924457, , 
          2.4,     0.5921914, , 
          2.6,     0.5919334, , 
          2.8,     0.5916718, , 
            3,     0.5914068, , 
          3.2,     0.5911385, , 
          3.4,      0.590867, , 
          3.6,     0.5905923, , 
          3.8,     0.5903146, , 
            4,     0.5900338, , 
          4.2,     0.5897502, , 
          4.4,     0.5894638, , 
          4.6,     0.5891746, , 
          4.8,     0.5888828, , 
            5,     0.5885883, , 
          5.2,     0.5882914, , 
          5.4,     0.5879919, , 
          5.6,     0.5876901, , 
          5.8,     0.5873859, , 
            6,     0.5870794, , 
          6.2,     0.5867706, , 
          6.4,     0.5864598, , 
          6.6,     0.5861467, , 
          6.8,     0.5858317, , 
            7,     0.5855146, , 
          7.2,     0.5851955, , 
          7.4,     0.5848746, , 
          7.6,     0.5845518, , 
          7.8,     0.5842271, , 
            8,     0.5839007, , 
          8.2,     0.5835726, , 
          8.4,     0.5832429, , 
          8.6,     0.5829115, , 
          8.8,     0.5825785, , 
            9,     0.5822441, , 
          9.2,     0.5819081, , 
          9.4,     0.5815707, , 
          9.6,     0.5812319, , 
          9.8,     0.5808918, , 
           10,     0.5805504, , 
         10.2,     0.5802077, , 
         10.4,     0.5798638, , 
         10.6,     0.5795187, , 

