Alpha,T1-15.8 m/s-VLM2, , 
           -1,      6.725542, , 
         -0.8,      6.272012, , 
         -0.6,      5.899155, , 
         -0.4,      5.589406, , 
         -0.2,      5.330162, , 
            0,      5.111847, , 
          0.2,      4.927402, , 
          0.4,      4.771199, , 
          0.6,      4.650068, , 
          0.8,      4.581644, , 
            1,      4.556461, , 
          1.2,      4.560538, , 
          1.4,      4.584559, , 
          1.6,      4.633173, , 
          1.8,      4.699128, , 
            2,      4.739303, , 
          2.2,      4.791651, , 
          2.4,       4.87765, , 
          2.6,      4.950864, , 
          2.8,      5.027651, , 
            3,      5.117002, , 
          3.2,      5.202989, , 
          3.4,      5.300815, , 
          3.6,      5.393223, , 
          3.8,       5.49902, , 
            4,       5.59595, , 
          4.2,      5.710026, , 
          4.4,      5.830034, , 
          4.6,      5.940168, , 
          4.8,      6.058665, , 
            5,      6.182313, , 
          5.2,      6.310647, , 
          5.4,      6.445742, , 

