Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.6589287, ,            -1,     0.6589287, ,            -1,     0.6589287, ,            -1,     0.6589287, ,            -1,     0.6589287, , 
         -0.8,      0.659361, ,          -0.8,      0.659361, ,          -0.8,      0.659361, ,          -0.8,      0.659361, ,          -0.8,      0.659361, , 
         -0.6,     0.6597058, ,          -0.6,     0.6597058, ,          -0.6,     0.6597058, ,          -0.6,     0.6597058, ,          -0.6,     0.6597058, , 
         -0.4,     0.6599851, ,          -0.4,     0.6599851, ,          -0.4,     0.6599851, ,          -0.4,     0.6599851, ,          -0.4,     0.6599851, , 
         -0.2,     0.6602142, ,          -0.2,     0.6602142, ,          -0.2,     0.6602142, ,          -0.2,     0.6602142, ,          -0.2,     0.6602142, , 
            0,     0.6604041, ,             0,     0.6604041, ,             0,     0.6604041, ,             0,     0.6604041, ,             0,     0.6604041, , 
          0.2,      0.660563, ,           0.2,      0.660563, ,           0.2,      0.660563, ,           0.2,      0.660563, ,           0.2,      0.660563, , 
          0.4,      0.660697, ,           0.4,      0.660697, ,           0.4,      0.660697, ,           0.4,      0.660697, ,           0.4,      0.660697, , 
          0.6,     0.6608108, ,           0.6,     0.6608108, ,           0.6,     0.6608108, ,           0.6,     0.6608108, ,           0.6,     0.6608108, , 
          0.8,      0.660908, ,           0.8,      0.660908, ,           0.8,      0.660908, ,           0.8,      0.660908, ,           0.8,      0.660908, , 
            1,     0.6609915, ,             1,     0.6609915, ,             1,     0.6609915, ,             1,     0.6609915, ,             1,     0.6609915, , 
          1.2,     0.6610636, ,           1.2,     0.6610636, ,           1.2,     0.6610636, ,           1.2,     0.6610636, ,           1.2,     0.6610636, , 
          1.4,     0.6611262, ,           1.4,     0.6611262, ,           1.4,     0.6611262, ,           1.4,     0.6611262, ,           1.4,     0.6611262, , 
          1.6,     0.6611808, ,           1.6,     0.6611808, ,           1.6,     0.6611808, ,           1.6,     0.6611808, ,           1.6,     0.6611808, , 
          1.8,     0.6612287, ,           1.8,     0.6612287, ,           1.8,     0.6612287, ,           1.8,     0.6612287, ,           1.8,     0.6612287, , 
            2,     0.6612709, ,             2,     0.6612709, ,             2,     0.6612709, ,             2,     0.6612709, ,             2,     0.6612709, , 
          2.2,     0.6613083, ,           2.2,     0.6613083, ,           2.2,     0.6613083, ,           2.2,     0.6613083, ,           2.2,     0.6613083, , 
          2.4,     0.6613417, ,           2.4,     0.6613417, ,           2.4,     0.6613417, ,           2.4,     0.6613417, ,           2.4,     0.6613417, , 
          2.6,     0.6613717, ,           2.6,     0.6613717, ,           2.6,     0.6613717, ,           2.6,     0.6613717, ,           2.6,     0.6613717, , 
          2.8,     0.6613989, ,           2.8,     0.6613989, ,           2.8,     0.6613989, ,           2.8,     0.6613989, ,           2.8,     0.6613989, , 
            3,     0.6614237, ,             3,     0.6614237, ,             3,     0.6614237, ,             3,     0.6614237, ,             3,     0.6614237, , 
          3.2,     0.6614465, ,           3.2,     0.6614465, ,           3.2,     0.6614465, ,           3.2,     0.6614465, ,           3.2,     0.6614465, , 
          3.4,     0.6614677, ,           3.4,     0.6614677, ,           3.4,     0.6614677, ,           3.4,     0.6614677, ,           3.4,     0.6614677, , 
          3.6,     0.6614877, ,           3.6,     0.6614877, ,           3.6,     0.6614877, ,           3.6,     0.6614877, ,           3.6,     0.6614877, , 
          3.8,     0.6615066, ,           3.8,     0.6615066, ,           3.8,     0.6615066, ,           3.8,     0.6615066, ,           3.8,     0.6615066, , 
            4,     0.6615248, ,             4,     0.6615248, ,             4,     0.6615248, ,             4,     0.6615248, ,             4,     0.6615248, , 

