Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      10.48732, ,            -1,      11.71088, ,            -1,      12.02081, ,            -1,      7.139075, ,            -1,      8.329539, , 
         -0.8,      11.28999, ,          -0.8,      12.58652, ,          -0.8,      12.91432, ,          -0.8,      7.720937, ,          -0.8,       8.99432, , 
         -0.6,      12.04545, ,          -0.6,      13.40599, ,          -0.6,      13.74945, ,          -0.6,      8.276996, ,          -0.6,      9.626642, , 
         -0.4,      12.75216, ,          -0.4,      14.16812, ,          -0.4,      14.52509, ,          -0.4,       8.80541, ,          -0.4,      10.22458, , 
         -0.2,      13.40863, ,          -0.2,      14.87108, ,          -0.2,      15.23646, ,          -0.2,      9.304085, ,          -0.2,      10.78593, , 
            0,      13.96939, ,             0,      15.34312, ,             0,      15.67442, ,             0,      9.769976, ,             0,      11.30667, , 
          0.2,      14.29186, ,           0.2,      15.58602, ,           0.2,      15.86888, ,           0.2,      10.19112, ,           0.2,      11.74111, , 
          0.4,      14.39713, ,           0.4,      15.65893, ,           0.4,      15.85461, ,           0.4,      10.52332, ,           0.4,      12.02344, , 
          0.6,      14.38386, ,           0.6,      15.60623, ,           0.6,      15.75903, ,           0.6,      10.74712, ,           0.6,      12.20424, , 
          0.8,      14.25441, ,           0.8,      15.45017, ,           0.8,      15.65999, ,           0.8,      10.89463, ,           0.8,      12.30002, , 
            1,      14.03143, ,             1,      15.19474, ,             1,      15.42223, ,             1,      10.97887, ,             1,      12.32371, , 
          1.2,      13.94854, ,           1.2,      14.84918, ,           1.2,      15.09842, ,           1.2,      11.01207, ,           1.2,      12.28908, , 
          1.4,      13.75644, ,           1.4,      14.61603, ,           1.4,      14.80485, ,           1.4,      11.00545, ,           1.4,      12.20985, , 
          1.6,      13.44718, ,           1.6,      14.30912, ,           1.6,      14.46896, ,           1.6,      10.97265, ,           1.6,      12.09604, , 
          1.8,      13.26715, ,           1.8,      13.98244, ,           1.8,      14.14272, ,           1.8,      10.91987, ,           1.8,      11.96176, , 
            2,      13.01238, ,             2,      13.66854, ,             2,      13.81038, ,             2,      10.85202, ,             2,      11.81314, , 
          2.2,      12.75597, ,           2.2,      13.35763, ,           2.2,      13.49328, ,           2.2,      10.76891, ,           2.2,      11.65061, , 
          2.4,      12.50381, ,           2.4,      13.05002, ,           2.4,      13.17685, ,           2.4,       10.6674, ,           2.4,      11.47586, , 
          2.6,      12.22781, ,           2.6,      12.73266, ,           2.6,      12.84515, ,           2.6,      10.55067, ,           2.6,      11.29212, , 
          2.8,      11.96742, ,           2.8,      12.40715, ,           2.8,      12.50928, ,           2.8,      10.41962, ,           2.8,      11.10019, , 
            3,      11.70668, ,             3,      12.09761, ,             3,      12.19457, ,             3,      10.27587, ,             3,      10.89985, , 
          3.2,      11.42451, ,           3.2,      11.79248, ,           3.2,      11.89545, ,           3.2,      10.12075, ,           3.2,      10.69197, , 
          3.4,      11.13416, ,           3.4,      11.48276, ,           3.4,      11.59369, ,           3.4,       9.95543, ,           3.4,      10.47865, , 
          3.6,      10.87345, ,           3.6,      11.18859, ,           3.6,      11.25427, ,           3.6,       9.78143, ,           3.6,      10.26141, , 
          3.8,      10.59916, ,           3.8,      10.90767, ,           3.8,      10.83796, ,           3.8,      9.600337, ,           3.8,       10.0409, , 
            4,      10.33031, ,             4,      10.60149, ,             4,      10.58385, ,             4,      9.413403, ,             4,      9.817814, , 

