Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      7.420701, ,            -1,      6.666262, ,            -1,       6.49882, ,            -1,      10.77576, ,            -1,      9.283242, , 
         -0.8,       6.92815, ,          -0.8,      6.235118, ,          -0.8,      6.081488, ,          -0.8,      10.01361, ,          -0.8,      8.639701, , 
         -0.6,      6.521921, ,          -0.6,      5.880822, ,          -0.6,      5.738829, ,          -0.6,      9.378676, ,          -0.6,      8.105425, , 
         -0.4,      6.183692, ,          -0.4,      5.587071, ,          -0.4,      5.454991, ,          -0.4,      8.844096, ,          -0.4,      7.657434, , 
         -0.2,      5.899923, ,          -0.2,      5.341754, ,          -0.2,      5.218195, ,          -0.2,      8.390206, ,          -0.2,      7.278714, , 
            0,      5.660401, ,             0,      5.135713, ,             0,      5.019566, ,             0,      8.002157, ,             0,      6.956244, , 
          0.2,      5.457394, ,           0.2,      4.962121, ,           0.2,      4.852453, ,           0.2,      7.668512, ,           0.2,       6.68025, , 
          0.4,      5.284874, ,           0.4,      4.815554, ,           0.4,      4.711593, ,           0.4,      7.380534, ,           0.4,      6.443188, , 
          0.6,      5.138137, ,           0.6,      4.691835, ,           0.6,      4.592928, ,           0.6,      7.131319, ,           0.6,      6.239191, , 
          0.8,      5.014137, ,           0.8,       4.59161, ,           0.8,       4.49941, ,           0.8,      6.915507, ,           0.8,      6.063546, , 
            1,      4.922988, ,             1,      4.542285, ,             1,      4.459742, ,             1,      6.729165, ,             1,      5.913648, , 
          1.2,      4.873067, ,           1.2,      4.518239, ,           1.2,      4.444806, ,           1.2,      6.571021, ,           1.2,       5.79543, , 
          1.4,      4.858776, ,           1.4,       4.51769, ,           1.4,      4.457941, ,           1.4,       6.44585, ,           1.4,      5.717851, , 
          1.6,      4.869205, ,           1.6,      4.538814, ,           1.6,       4.49278, ,           1.6,      6.358581, ,           1.6,      5.669004, , 
          1.8,      4.896376, ,           1.8,      4.572168, ,           1.8,       4.52899, ,           1.8,      6.300961, ,           1.8,      5.642078, , 
            2,      4.941125, ,             2,      4.621138, ,             2,      4.570547, ,             2,      6.265184, ,             2,      5.634384, , 
          2.2,      5.006293, ,           2.2,      4.683073, ,           2.2,      4.626963, ,           2.2,      6.248344, ,           2.2,      5.642915, , 
          2.4,       5.06412, ,           2.4,      4.765184, ,           2.4,      4.708271, ,           2.4,      6.247427, ,           2.4,      5.665161, , 
          2.6,      5.111744, ,           2.6,       4.84886, ,           2.6,      4.785013, ,           2.6,      6.259733, ,           2.6,      5.699334, , 
          2.8,      5.176846, ,           2.8,      4.917282, ,           2.8,      4.866628, ,           2.8,        6.2829, ,           2.8,      5.743581, , 
            3,      5.272732, ,             3,      5.002764, ,             3,      4.953974, ,             3,      6.314428, ,             3,      5.796536, , 
          3.2,      5.341747, ,           3.2,      5.095429, ,           3.2,      5.048082, ,           3.2,      6.352748, ,           3.2,      5.855653, , 
          3.4,      5.420128, ,           3.4,      5.190613, ,           3.4,      5.145072, ,           3.4,      6.396597, ,           3.4,       5.91965, , 
          3.6,      5.509816, ,           3.6,      5.287507, ,           3.6,      5.239932, ,           3.6,      6.444821, ,           3.6,      5.988503, , 
          3.8,      5.602835, ,           3.8,       5.38371, ,           3.8,       5.34139, ,           3.8,      6.497603, ,           3.8,      6.062269, , 
            4,      5.689958, ,             4,      5.487562, ,             4,      5.440656, ,             4,       6.55629, ,             4,      6.140439, , 
          4.2,      5.793047, ,           4.2,      5.587827, ,           4.2,       5.54679, ,           4.2,       6.62047, ,           4.2,       6.22235, , 
          4.4,      5.887951, ,           4.4,      5.696724, ,           4.4,      5.655692, ,           4.4,       6.68937, ,           4.4,      6.307841, , 
          4.6,      5.996969, ,           4.6,      5.808269, ,           4.6,      5.768327, ,           4.6,      6.763156, ,           4.6,      6.396852, , 
          4.8,      6.096192, ,           4.8,      5.920924, ,           4.8,      5.880978, ,           4.8,      6.841537, ,           4.8,      6.489449, , 
            5,      6.204945, ,             5,      6.034095, ,             5,      5.996367, ,             5,      6.924345, ,             5,      6.585899, , 
          5.2,      6.321874, ,           5.2,       6.15177, ,           5.2,      6.111221, ,           5.2,      7.011645, ,           5.2,      6.686143, , 
          5.4,      6.440745, ,           5.4,      6.273549, ,           5.4,      6.227644, ,           5.4,      7.103317, ,           5.4,      6.789885, , 
          5.6,      6.555799, ,           5.6,       6.39793, ,           5.6,      6.350323, ,           5.6,      7.199423, ,           5.6,      6.897051, , 
          5.8,      6.673604, ,           5.8,      6.519983, ,           5.8,       6.48108, ,           5.8,      7.299672, ,           5.8,      7.007514, , 
            6,      6.798885, ,             6,      6.640284, ,             6,      6.653413, ,             6,      7.404038, ,             6,      7.121444, , 
          6.2,      6.924927, ,           6.2,       6.76877, ,           6.2,      6.786732, ,           6.2,      7.512287, ,           6.2,      7.238723, , 
          6.4,       7.05609, ,           6.4,      6.908643, ,           6.4,      6.909184, ,           6.4,      7.624486, ,           6.4,      7.359465, , 

