Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.1624036, , 
         -0.8,     0.1779141, , 
         -0.6,     0.1934212, , 
         -0.4,     0.2089243, , 
         -0.2,     0.2244231, , 
            0,     0.2399172, , 
          0.2,     0.2554063, , 
          0.4,     0.2708898, , 
          0.6,     0.2863675, , 
          0.8,     0.3018389, , 
            1,     0.3173036, , 
          1.2,     0.3327612, , 
          1.4,     0.3482114, , 
          1.6,     0.3636537, , 
          1.8,     0.3790877, , 
            2,     0.3945131, , 
          2.2,     0.4099295, , 
          2.4,     0.4253364, , 
          2.6,     0.4407335, , 
          2.8,     0.4561204, , 
            3,     0.4714966, , 
          3.2,     0.4868618, , 
          3.4,     0.5022157, , 
          3.6,     0.5175578, , 
          3.8,     0.5328877, , 

