Alpha,T1-15.8 m/s-VLM2, , 
           -1,    0.09144788, , 
         -0.8,    0.09961277, , 
         -0.6,      0.107775, , 
         -0.4,     0.1159342, , 
         -0.2,       0.12409, , 
            0,     0.1322423, , 
          0.2,     0.1403905, , 
          0.4,     0.1485345, , 
          0.6,      0.156674, , 
          0.8,     0.1648085, , 
            1,     0.1729378, , 
          1.2,     0.1810616, , 
          1.4,     0.1891795, , 
          1.6,     0.1972913, , 
          1.8,     0.2053966, , 
            2,     0.2134951, , 
          2.2,     0.2215865, , 
          2.4,     0.2296705, , 
          2.6,     0.2377468, , 
          2.8,     0.2458151, , 
            3,     0.2538751, , 
          3.2,     0.2619264, , 
          3.4,     0.2699687, , 
          3.6,     0.2780018, , 
          3.8,     0.2860254, , 
            4,     0.2940391, , 
          4.2,     0.3020426, , 
          4.4,     0.3100356, , 
          4.6,     0.3180178, , 
          4.8,      0.325989, , 
            5,     0.3339488, , 
          5.2,     0.3418969, , 
          5.4,      0.349833, , 
          5.6,     0.3577568, , 
          5.8,     0.3656681, , 
            6,     0.3735665, , 
          6.2,     0.3814517, , 
          6.4,     0.3893234, , 
          6.6,     0.3971814, , 
          6.8,     0.4050254, , 
            7,      0.412855, , 
          7.2,       0.42067, , 
          7.4,     0.4284701, , 
          7.6,      0.436255, , 
          7.8,     0.4440243, , 
            8,      0.451778, , 
          8.2,     0.4595155, , 
          8.4,     0.4672368, , 

