Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      5.299348, ,            -1,      4.746554, ,            -1,        6.6653, , 
         -0.8,        4.9216, ,          -0.8,      4.414772, ,          -0.8,      6.173654, , 
         -0.6,      4.611642, ,          -0.6,      4.143168, ,          -0.6,      5.768375, , 
         -0.4,      4.354757, ,          -0.4,      3.918612, ,          -0.4,       5.43099, , 
         -0.2,      4.140605, ,          -0.2,      3.733808, ,          -0.2,      5.148139, , 
            0,      3.989797, ,             0,      3.640522, ,             0,      4.912679, , 
          0.2,      3.917534, ,           0.2,      3.593694, ,           0.2,      4.747979, , 
          0.4,      3.901202, ,           0.4,      3.587469, ,           0.4,      4.648175, , 
          0.6,      3.915573, ,           0.6,      3.608159, ,           0.6,      4.589832, , 
          0.8,      3.965377, ,           0.8,      3.653212, ,           0.8,      4.563289, , 
            1,      4.011952, ,             1,      3.734671, ,             1,      4.562973, , 
          1.2,      4.045816, ,           1.2,      3.802526, ,           1.2,      4.582698, , 
          1.4,      4.131888, ,           1.4,      3.875128, ,           1.4,      4.619629, , 
          1.6,      4.190311, ,           1.6,      3.964886, ,           1.6,       4.66753, , 
          1.8,      4.271428, ,           1.8,      4.057162, ,           1.8,      4.722875, , 
            2,      4.355666, ,             2,      4.152437, ,             2,      4.785896, , 
          2.2,      4.441941, ,           2.2,      4.251893, ,           2.2,      4.856791, , 
          2.4,      4.544229, ,           2.4,      4.357896, ,           2.4,      4.934234, , 
          2.6,      4.642759, ,           2.6,       4.47294, ,           2.6,      5.018388, , 
          2.8,       4.74719, ,           2.8,      4.587676, ,           2.8,       5.10992, , 
            3,      4.866024, ,             3,      4.709012, ,             3,      5.208985, , 
          3.2,      4.994791, ,           3.2,      4.837615, ,           3.2,       5.31487, , 
          3.4,      5.114895, ,           3.4,      4.970105, ,           3.4,      5.427802, , 
          3.6,      5.248852, ,           3.6,      5.099546, ,           3.6,      5.547889, , 
          3.8,      5.387844, ,           3.8,      5.242548, ,           3.8,       5.67499, , 

