Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      7.677854, ,            -1,      8.556071, ,            -1,      8.778495, ,            -1,       5.25426, ,            -1,      6.117856, , 
         -0.8,      8.229652, ,          -0.8,      9.152903, ,          -0.8,      9.385935, ,          -0.8,      5.663412, ,          -0.8,      6.581345, , 
         -0.6,      8.747132, ,          -0.6,      9.708581, ,          -0.6,      9.950471, ,          -0.6,      6.054494, ,          -0.6,        7.0216, , 
         -0.4,      9.229623, ,          -0.4,      10.22254, ,          -0.4,      10.47161, ,          -0.4,      6.426886, ,          -0.4,      7.437771, , 
         -0.2,      9.676927, ,          -0.2,      10.69493, ,          -0.2,      10.94962, ,          -0.2,      6.780006, ,          -0.2,      7.829298, , 
            0,      10.08926, ,             0,      11.12645, ,             0,      11.38527, ,             0,      7.113427, ,             0,      8.196088, , 
          0.2,      10.46697, ,           0.2,      11.51775, ,           0.2,      11.77935, ,           0.2,      7.426898, ,           0.2,      8.537993, , 
          0.4,       10.8107, ,           0.4,      11.87004, ,           0.4,      12.13317, ,           0.4,      7.720109, ,           0.4,      8.854942, , 
          0.6,      11.12117, ,           0.6,       12.1845, ,           0.6,      12.44805, ,           0.6,      7.992856, ,           0.6,      9.146879, , 
          0.8,      11.39766, ,           0.8,      12.45164, ,           0.8,      12.70788, ,           0.8,      8.244844, ,           0.8,      9.413918, , 
            1,      11.60976, ,             1,      12.58743, ,             1,      12.82137, ,             1,       8.47536, ,             1,      9.654308, , 
          1.2,      11.72928, ,           1.2,       12.6547, ,           1.2,      12.86463, ,           1.2,      8.681202, ,           1.2,      9.852633, , 
          1.4,      11.76394, ,           1.4,      12.65624, ,           1.4,      12.82658, ,           1.4,      8.851254, ,           1.4,      9.987222, , 
          1.6,      11.73863, ,           1.6,       12.5971, ,           1.6,      12.72671, ,           1.6,      8.973757, ,           1.6,      10.07385, , 
          1.8,      11.67317, ,           1.8,      12.50481, ,           1.8,      12.62454, ,           1.8,      9.056494, ,           1.8,      10.12224, , 
            2,      11.56693, ,             2,      12.37173, ,             2,      12.50927, ,             2,      9.108629, ,             2,      10.13615, , 
          2.2,      11.41561, ,           2.2,       12.2074, ,           2.2,      12.35609, ,           2.2,      9.133374, ,           2.2,      10.12073, , 
          2.4,      11.28459, ,           2.4,       11.9961, ,           2.4,      12.14177, ,           2.4,      9.134725, ,           2.4,      10.08073, , 
          2.6,       11.1789, ,           2.6,      11.78812, ,           2.6,      11.94616, ,           2.6,      9.116625, ,           2.6,      10.01989, , 
          2.8,      11.03757, ,           2.8,       11.6233, ,           2.8,      11.74487, ,           2.8,       9.08274, ,           2.8,      9.942182, , 
            3,      10.83574, ,             3,      11.42371, ,             3,      11.53678, ,             3,      9.037022, ,             3,      9.850741, , 
          3.2,      10.69494, ,           3.2,      11.21489, ,           3.2,      11.32063, ,           3.2,      8.982066, ,           3.2,      9.750604, , 
          3.4,      10.53938, ,           3.4,      11.00813, ,           3.4,       11.1061, ,           3.4,      8.919983, ,           3.4,       9.64445, , 
          3.6,      10.36678, ,           3.6,      10.80529, ,           3.6,      10.90395, ,           3.6,      8.852678, ,           3.6,      9.532764, , 
          3.8,       10.1936, ,           3.8,      10.61109, ,           3.8,      10.69566, ,           3.8,      8.780153, ,           3.8,      9.415915, , 
            4,      10.03651, ,             4,      10.40908, ,             4,      10.49937, ,             4,      8.700879, ,             4,      9.295141, , 
          4.2,      9.856714, ,           4.2,      10.22115, ,           4.2,      10.29725, ,           4.2,      8.615787, ,           4.2,      9.171832, , 
          4.4,      9.696742, ,           4.4,      10.02451, ,           4.4,      10.09771, ,           4.4,      8.526245, ,           4.4,      9.046536, , 
          4.6,      9.519209, ,           4.6,      9.830705, ,           4.6,      9.899243, ,           4.6,      8.432368, ,           4.6,      8.919625, , 
          4.8,      9.363125, ,           4.8,       9.64236, ,           4.8,      9.708322, ,           4.8,      8.334854, ,           4.8,       8.79128, , 
            5,      9.197763, ,             5,      9.460208, ,             5,      9.520171, ,             5,      8.234217, ,             5,      8.661417, , 
          5.2,      9.026292, ,           5.2,       9.27789, ,           5.2,      9.339924, ,           5.2,      8.130684, ,           5.2,      8.530398, , 
          5.4,      8.858329, ,           5.4,      9.096386, ,           5.4,      9.163974, ,           5.4,      8.024692, ,           5.4,      8.398863, , 
          5.6,      8.701537, ,           5.6,      8.918109, ,           5.6,      8.985524, ,           5.6,      7.916456, ,           5.6,      8.267123, , 
          5.8,      8.546572, ,           5.8,      8.749754, ,           5.8,       8.80273, ,           5.8,      7.806576, ,           5.8,      8.135525, , 
            6,       8.38764, ,             6,      8.589847, ,             6,      8.572744, ,             6,      7.695328, ,             6,      8.004055, , 
          6.2,       8.23352, ,           6.2,      8.425309, ,           6.2,      8.402801, ,           6.2,      7.583187, ,           6.2,      7.873019, , 
          6.4,      8.078954, ,           6.4,      8.253116, ,           6.4,      8.252464, ,           6.4,      7.470297, ,           6.4,      7.742456, , 

