Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.9543494, ,            -1,     0.9154355, ,            -1,     0.8957503, ,            -1,     0.8868391, ,            -1,     0.8797353, ,            -1,     0.8761192, ,            -1,       1.30895, ,            -1,      1.174106, ,            -1,      1.014565, , 
         -0.8,     0.9451255, ,          -0.8,     0.9054326, ,          -0.8,     0.8850838, ,          -0.8,     0.8756746, ,          -0.8,     0.8678867, ,          -0.8,     0.8641091, ,          -0.8,      1.303246, ,          -0.8,      1.167518, ,          -0.8,      1.006459, , 
         -0.6,     0.9366989, ,          -0.6,     0.8962058, ,          -0.6,     0.8751777, ,          -0.6,     0.8651561, ,          -0.6,     0.8568427, ,          -0.6,     0.8529127, ,          -0.6,      1.298484, ,          -0.6,        1.1618, ,          -0.6,     0.9991843, , 
         -0.4,     0.9290643, ,          -0.4,     0.8877559, ,          -0.4,     0.8660348, ,          -0.4,     0.8553718, ,          -0.4,     0.8467009, ,          -0.4,     0.8427083, ,          -0.4,      1.294715, ,          -0.4,      1.156991, ,          -0.4,     0.9927585, , 
         -0.2,     0.9221708, ,          -0.2,     0.8800641, ,          -0.2,     0.8577336, ,          -0.2,     0.8465723, ,          -0.2,     0.8375708, ,          -0.2,     0.8335443, ,          -0.2,      1.291766, ,          -0.2,      1.152967, ,          -0.2,     0.9871176, , 
            0,     0.9159827, ,             0,     0.8731064, ,             0,     0.8502511, ,             0,      0.838675, ,             0,     0.8295905, ,             0,     0.8255985, ,             0,      1.289656, ,             0,      1.149755, ,             0,     0.9822633, , 
          0.2,     0.9104861, ,           0.2,     0.8668641, ,           0.2,     0.8436004, ,           0.2,     0.8317459, ,           0.2,     0.8226355, ,           0.2,     0.8187432, ,           0.2,      1.288343, ,           0.2,      1.147356, ,           0.2,     0.9782117, , 
          0.4,     0.9056439, ,           0.4,     0.8612763, ,           0.4,     0.8377175, ,           0.4,     0.8258066, ,           0.4,     0.8167846, ,           0.4,     0.8129945, ,           0.4,      1.287698, ,           0.4,      1.145713, ,           0.4,     0.9749417, , 
          0.6,     0.9014356, ,           0.6,     0.8563166, ,           0.6,     0.8325297, ,           0.6,     0.8204741, ,           0.6,     0.8115701, ,           0.6,     0.8078446, ,           0.6,      1.288071, ,           0.6,      1.144943, ,           0.6,     0.9725022, , 
          0.8,     0.8978287, ,           0.8,     0.8519316, ,           0.8,     0.8279575, ,           0.8,     0.8157928, ,           0.8,     0.8069079, ,           0.8,     0.8032289, ,           0.8,      1.289164, ,           0.8,      1.144954, ,           0.8,     0.9709155, , 
            1,     0.8948162, ,             1,     0.8480868, ,             1,     0.8239671, ,             1,     0.8117493, ,             1,     0.8028873, ,             1,     0.7992812, ,             1,      1.291161, ,             1,       1.14588, ,             1,     0.9702426, , 
          1.2,     0.8923777, ,           1.2,     0.8447192, ,           1.2,     0.8204464, ,           1.2,     0.8081992, ,           1.2,     0.7996132, ,           1.2,     0.7960733, ,           1.2,      1.293968, ,           1.2,      1.147719, ,           1.2,     0.9705524, , 
