Alpha,T1-15.8 m/s-VLM2, , 
            1,      1.050378, , 
          1.2,      1.045276, , 
          1.4,      1.040736, , 
          1.6,      1.036715, , 
          1.8,      1.033201, , 
            2,      1.030143, , 
          2.2,      1.027519, , 
          2.4,      1.025305, , 
          2.6,      1.023465, , 
          2.8,      1.021984, , 
            3,      1.020853, , 
          3.2,       1.02005, , 
          3.4,      1.019571, , 
          3.6,      1.019444, , 
          3.8,      1.019638, , 
            4,      1.020192, , 
          4.2,       1.02113, , 
          4.4,      1.022528, , 
          4.6,      1.024468, , 
          4.8,      1.027081, , 
            5,       1.03078, , 
          5.2,      1.036309, , 
          5.4,      1.046429, , 
          5.6,      1.084937, , 

