Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.8687288, , 
         -0.8,     0.8591537, , 
         -0.6,      0.850388, , 
         -0.4,     0.8424212, , 
         -0.2,     0.8352067, , 
            0,     0.8287424, , 
          0.2,     0.8229563, , 
          0.4,     0.8178165, , 
          0.6,     0.8132727, , 
          0.8,     0.8092641, , 
            1,     0.8057517, , 
          1.2,     0.8026798, , 
          1.4,     0.8000086, , 
          1.6,     0.7977134, , 
          1.8,     0.7957781, , 
            2,     0.7941975, , 
          2.2,     0.7929441, , 
          2.4,     0.7920348, , 
          2.6,     0.7914777, , 
          2.8,      0.791302, , 
            3,     0.7915575, , 
          3.2,     0.7923229, , 
          3.4,     0.7937063, , 
          3.6,     0.7960444, , 
          3.8,     0.7998265, , 
            4,     0.8071985, , 
          4.2,     0.8336028, , 

