Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            3,      1.201266, ,             3,      1.181838, ,             3,      1.151865, ,             3,      1.133969, ,             3,      1.919797, ,             3,      1.792331, ,             3,      1.127506, ,             3,      1.117411, ,             3,      1.115519, ,             3,      1.111611, ,             3,      1.106691, ,             3,      1.103109, ,             3,      1.101257, ,             3,      1.100157, ,             3,      1.608605, ,             3,      1.462904, ,             3,      1.338307, ,             3,      1.283748, ,             3,      1.267093, , 
          3.2,      1.201008, ,           3.2,      1.180961, ,           3.2,      1.150303, ,           3.2,      1.132209, ,           3.2,      1.924837, ,           3.2,      1.796984, ,           3.2,      1.125668, ,           3.2,      1.115488, ,           3.2,      1.113566, ,           3.2,       1.10968, ,           3.2,      1.104896, ,           3.2,       1.10126, ,           3.2,      1.099419, ,           3.2,      1.098337, ,           3.2,      1.612763, ,           3.2,      1.466973, ,           3.2,      1.342541, ,           3.2,      1.287215, ,           3.2,      1.269899, , 
          3.4,      1.201251, ,           3.4,      1.180513, ,           3.4,      1.149088, ,           3.4,      1.130766, ,           3.4,      1.930334, ,           3.4,      1.802183, ,           3.4,      1.124137, ,           3.4,      1.113924, ,           3.4,      1.112007, ,           3.4,      1.108079, ,           3.4,      1.103216, ,           3.4,      1.099727, ,           3.4,      1.097895, ,           3.4,      1.096806, ,           3.4,      1.617609, ,           3.4,      1.471864, ,           3.4,      1.347756, ,           3.4,       1.29161, ,           3.4,      1.273557, , 
          3.6,       1.20206, ,           3.6,      1.180528, ,           3.6,      1.148205, ,           3.6,      1.129627, ,           3.6,      1.936247, ,           3.6,      1.807946, ,           3.6,      1.122899, ,           3.6,      1.112636, ,           3.6,      1.110715, ,           3.6,      1.106783, ,           3.6,      1.101929, ,           3.6,      1.098316, ,           3.6,      1.096512, ,           3.6,      1.095489, ,           3.6,       1.62324, ,           3.6,      1.477734, ,           3.6,      1.354149, ,           3.6,      1.297121, ,           3.6,      1.278233, , 
          3.8,      1.203489, ,           3.8,      1.181063, ,           3.8,      1.147646, ,           3.8,      1.128777, ,           3.8,      1.942625, ,           3.8,       1.81425, ,           3.8,      1.121946, ,           3.8,      1.111645, ,           3.8,      1.109727, ,           3.8,      1.105773, ,           3.8,      1.100904, ,           3.8,       1.09733, ,           3.8,      1.095507, ,           3.8,      1.094432, ,           3.8,      1.629551, ,           3.8,      1.484452, ,           3.8,      1.361566, ,           3.8,       1.30362, ,           3.8,      1.283828, , 
            4,      1.205578, ,             4,      1.182149, ,             4,      1.147385, ,             4,       1.12819, ,             4,      1.949344, ,             4,      1.821055, ,             4,      1.121255, ,             4,      1.110891, ,             4,      1.108964, ,             4,       1.10502, ,             4,      1.100179, ,             4,      1.096636, ,             4,      1.094836, ,             4,      1.093771, ,             4,      1.636595, ,             4,      1.492036, ,             4,      1.369953, ,             4,      1.311061, ,             4,      1.290313, , 
          4.2,      1.208522, ,           4.2,      1.183934, ,           4.2,      1.147438, ,           4.2,      1.127869, ,           4.2,      1.956682, ,           4.2,      1.828587, ,           4.2,      1.120812, ,           4.2,      1.110334, ,           4.2,       1.10837, ,           4.2,      1.104422, ,           4.2,      1.099664, ,           4.2,      1.096129, ,           4.2,      1.094336, ,           4.2,      1.093279, ,           4.2,      1.644549, ,           4.2,      1.500672, ,           4.2,      1.379534, ,           4.2,      1.319683, ,           4.2,      1.297921, , 
          4.4,      1.212377, ,           4.4,      1.186516, ,           4.4,       1.14781, ,           4.4,      1.127799, ,           4.4,      1.964498, ,           4.4,      1.836694, ,           4.4,      1.120589, ,           4.4,      1.110022, ,           4.4,      1.108045, ,           4.4,      1.104029, ,           4.4,      1.099209, ,           4.4,      1.095798, ,           4.4,      1.094018, ,           4.4,       1.09297, ,           4.4,      1.653225, ,           4.4,      1.509981, ,           4.4,      1.389627, ,           4.4,      1.328865, ,           4.4,       1.30614, , 
          4.6,      1.217773, ,           4.6,       1.19026, ,           4.6,      1.148508, ,           4.6,      1.127973, ,           4.6,      1.972885, ,           4.6,      1.845702, ,           4.6,      1.120588, ,           4.6,      1.109916, ,           4.6,      1.107923, ,           4.6,      1.103883, ,           4.6,      1.099068, ,           4.6,      1.095543, ,           4.6,      1.093812, ,           4.6,      1.092828, ,           4.6,      1.663326, ,           4.6,        1.5213, ,           4.6,      1.402377, ,           4.6,      1.340654, ,           4.6,      1.316781, , 
          4.8,      1.225356, ,           4.8,      1.195335, ,           4.8,      1.149527, ,           4.8,      1.128374, ,           4.8,      1.982161, ,           4.8,      1.856408, ,           4.8,      1.120783, ,           4.8,      1.109997, ,           4.8,      1.107985, ,           4.8,      1.103917, ,           4.8,        1.0991, ,           4.8,      1.095587, ,           4.8,      1.093824, ,           4.8,      1.092788, ,           4.8,      1.676449, ,           4.8,      1.537651, ,           4.8,      1.422674, ,           4.8,      1.359589, ,           4.8,       1.33374, , 
            5,      1.236932, ,             5,      1.202827, ,             5,      1.150959, ,             5,       1.12903, ,             5,      1.992633, ,             5,      1.869671, ,             5,      1.121188, ,             5,      1.110271, ,             5,      1.108237, ,             5,      1.104137, ,             5,      1.099335, ,             5,      1.095829, ,             5,       1.09408, ,             5,      1.093053, ,             5,      1.694365, ,             5,      1.562525, ,             5,      1.456262, ,             5,      1.391208, ,             5,      1.361942, , 
          5.2,      1.249752, ,           5.2,      1.212971, ,           5.2,      1.152792, ,           5.2,      1.129921, ,           5.2,      2.002667, ,           5.2,      1.880753, ,           5.2,      1.121782, ,           5.2,       1.11073, ,           5.2,      1.108671, ,           5.2,      1.104531, ,           5.2,      1.099756, ,           5.2,       1.09627, ,           5.2,      1.094533, ,           5.2,      1.093514, ,           5.2,      1.707114, ,           5.2,      1.575779, ,           5.2,      1.469526, ,           5.2,      1.404533, ,           5.2,      1.375068, , 
          5.4,      1.264975, ,           5.4,      1.225592, ,           5.4,      1.155182, ,           5.4,      1.131119, ,           5.4,      2.013355, ,           5.4,      1.892196, ,           5.4,      1.122606, ,           5.4,      1.111407, ,           5.4,      1.109326, ,           5.4,      1.105151, ,           5.4,      1.100355, ,           5.4,      1.096907, ,           5.4,      1.095208, ,           5.4,      1.094195, ,           5.4,      1.719686, ,           5.4,      1.587046, ,           5.4,      1.478184, ,           5.4,      1.413992, ,           5.4,      1.385352, , 
          5.6,      1.281716, ,           5.6,      1.239689, ,           5.6,      1.158209, ,           5.6,      1.132628, ,           5.6,      2.024731, ,           5.6,       1.90444, ,           5.6,      1.123633, ,           5.6,      1.112276, ,           5.6,       1.11017, ,           5.6,      1.105962, ,           5.6,      1.101178, ,           5.6,      1.097721, ,           5.6,      1.096006, ,           5.6,      1.095007, ,           5.6,      1.733177, ,           5.6,      1.598598, ,           5.6,      1.486122, ,           5.6,      1.422939, ,           5.6,      1.395442, , 
          5.8,      1.297396, ,           5.8,      1.253162, ,           5.8,      1.162241, ,           5.8,      1.134566, ,           5.8,      2.036876, ,           5.8,      1.917647, ,           5.8,      1.124884, ,           5.8,      1.113349, ,           5.8,      1.111216, ,           5.8,      1.106971, ,           5.8,      1.102203, ,           5.8,      1.098756, ,           5.8,      1.097045, ,           5.8,       1.09604, ,           5.8,      1.747869, ,           5.8,      1.610903, ,           5.8,      1.494114, ,           5.8,      1.431625, ,           5.8,      1.405125, , 
            6,      1.319837, ,             6,      1.272602, ,             6,      1.167808, ,             6,      1.137061, ,             6,      2.050043, ,             6,      1.932132, ,             6,      1.126379, ,             6,      1.114644, ,             6,      1.112478, ,             6,      1.108187, ,             6,      1.103428, ,             6,      1.099996, ,             6,      1.098291, ,             6,      1.097288, ,             6,      1.764181, ,             6,      1.624355, ,             6,      1.502405, ,             6,       1.44164, ,             6,      1.417012, , 
          6.2,        1.3817, ,           6.2,      1.325704, ,           6.2,      1.177778, ,           6.2,      1.140835, ,           6.2,      2.064476, ,           6.2,      1.948157, ,           6.2,      1.128193, ,           6.2,      1.116205, ,           6.2,      1.113994, ,           6.2,      1.109635, ,           6.2,      1.104873, ,           6.2,      1.101445, ,           6.2,      1.099738, ,           6.2,      1.098734, ,           6.2,      1.782376, ,           6.2,      1.639207, ,           6.2,      1.511333, ,           6.2,       1.45921, ,           6.2,      1.441697, , 
          6.4,      1.394096, ,           6.4,      1.342848, ,           6.4,      1.208801, ,           6.4,      1.150377, ,           6.4,      2.080216, ,           6.4,      1.965771, ,           6.4,      1.130314, ,           6.4,      1.118026, ,           6.4,      1.115758, ,           6.4,      1.111309, ,           6.4,      1.106535, ,           6.4,      1.103094, ,           6.4,       1.10138, ,           6.4,      1.100374, ,           6.4,      1.802519, ,           6.4,      1.655628, ,           6.4,      1.521303, ,           6.4,      1.468513, ,           6.4,      1.451269, , 
, , , , , , , , ,           6.6,      1.164095, , , , , , , ,           6.6,      1.132858, ,           6.6,      1.120153, ,           6.6,      1.117806, ,           6.6,      1.113234, ,           6.6,      1.108434, ,           6.6,       1.10497, ,           6.6,       1.10325, ,           6.6,      1.102241, , , , , , , , , , , , , , , , , 

