Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      0.875035, ,            -1,     0.8454649, ,            -1,     0.9754925, , 
         -0.8,     0.8654025, ,          -0.8,     0.8345066, ,          -0.8,     0.9678159, , 
         -0.6,     0.8565762, ,          -0.6,     0.8242926, ,          -0.6,     0.9609898, , 
         -0.4,     0.8485343, ,          -0.4,      0.815081, ,          -0.4,     0.9549798, , 
         -0.2,      0.841264, ,          -0.2,     0.8068353, ,          -0.2,      0.949771, , 
            0,     0.8347269, ,             0,     0.7996522, ,             0,     0.9453774, , 
          0.2,     0.8288769, ,           0.2,     0.7933668, ,           0.2,     0.9417744, , 
          0.4,     0.8236778, ,           0.4,     0.7878001, ,           0.4,     0.9389797, , 
          0.6,     0.8190742, ,           0.6,     0.7829564, ,           0.6,     0.9370287, , 
          0.8,      0.815022, ,           0.8,     0.7788114, ,           0.8,     0.9360132, , 
            1,     0.8114638, ,             1,      0.775087, ,             1,     0.9359738, , 
          1.2,     0.8083508, ,           1.2,     0.7718765, ,           1.2,     0.9370194, , 
          1.4,     0.8056483, ,           1.4,     0.7690681, ,           1.4,     0.9392409, , 
          1.6,     0.8033214, ,           1.6,     0.7665736, ,           1.6,     0.9426027, , 
          1.8,     0.8013636, ,           1.8,     0.7643446, ,           1.8,     0.9473183, , 
            2,     0.7997557, ,             2,     0.7623399, ,             2,      0.953213, , 
          2.2,     0.7984784, ,           2.2,     0.7605494, ,           2.2,      0.960352, , 
          2.4,     0.7975373, ,           2.4,     0.7589659, ,           2.4,      0.968599, , 
          2.6,     0.7969661, ,           2.6,      0.757591, ,           2.6,     0.9783619, , 
          2.8,     0.7967573, ,           2.8,     0.7564286, ,           2.8,     0.9939812, , 
            3,     0.7969635, ,             3,     0.7554861, ,             3,      1.025518, , 
          3.2,     0.7976633, ,           3.2,      0.754774, ,           3.2,      1.039747, , 
          3.4,     0.7990074, ,           3.4,       0.75432, ,           3.4,      1.049278, , 
          3.6,     0.8012146, ,           3.6,     0.7541081, ,           3.6,      1.058447, , 
          3.8,     0.8047098, ,           3.8,     0.7541763, ,           3.8,      1.067923, , 
            4,     0.8112684, ,             4,     0.7545482, ,             4,      1.085985, , 
          4.2,     0.8335464, ,           4.2,     0.7552554, ,           4.2,      1.097071, , 
, , ,           4.4,      0.756309, , , , , 

