Alpha,T1-15.8 m/s-VLM2, , 
            1,      2.000846, , 
          1.2,       1.98912, , 
          1.4,        1.9781, , 
          1.6,      1.967748, , 
          1.8,      1.958036, , 
            2,      1.948937, , 
          2.2,      1.940415, , 
          2.4,      1.932443, , 
          2.6,      1.924998, , 
          2.8,      1.918056, , 
            3,      1.911591, , 
          3.2,      1.905598, , 
          3.4,      1.900056, , 
          3.6,      1.894941, , 
          3.8,      1.890228, , 
            4,        1.8859, , 
          4.2,      1.881938, , 
          4.4,      1.878354, , 
          4.6,      1.875147, , 
          4.8,      1.872283, , 
            5,      1.869748, , 
          5.2,      1.867534, , 
          5.4,       1.86564, , 
          5.6,      1.864052, , 
          5.8,      1.862771, , 
            6,      1.861799, , 
          6.2,      1.861123, , 
          6.4,      1.860722, , 
          6.6,      1.860585, , 
          6.8,      1.860705, , 
            7,      1.861075, , 
          7.2,      1.861695, , 
          7.4,      1.862541, , 
          7.6,      1.863612, , 
          7.8,      1.864899, , 
            8,       1.86639, , 
          8.2,      1.868081, , 
          8.4,      1.869962, , 
          8.6,      1.872025, , 
          8.8,      1.874275, , 
            9,      1.876737, , 
          9.2,      1.879409, , 
          9.4,      1.882267, , 
          9.6,      1.885322, , 
          9.8,      1.888594, , 
           10,      1.892107, , 

