Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          4.2,       1.02528, ,           4.2,     0.8975091, ,           2.2,      1.553214, ,           2.2,     0.8683577, ,           2.2,     0.8580759, ,           1.2,     0.8613198, ,           1.2,     0.8576519, ,           1.2,     0.8558339, ,           2.2,      1.367462, ,           2.2,      1.220054, ,           2.2,      1.020222, , 
          4.4,      1.044866, ,           4.4,      0.902202, ,           2.4,      1.560364, ,           2.4,     0.8666158, ,           2.4,     0.8563175, ,           1.4,     0.8576242, ,           1.4,     0.8539959, ,           1.4,     0.8522405, ,           2.4,       1.37455, ,           2.4,       1.22694, ,           2.4,      1.025079, , 
          4.6,      1.105493, ,           4.6,     0.9118106, ,           2.6,      1.568396, ,           2.6,     0.8651447, ,           2.6,     0.8547971, ,           1.6,     0.8546109, ,           1.6,     0.8510719, ,           1.6,     0.8492798, ,           2.6,      1.382809, ,           2.6,      1.235071, ,           2.6,      1.031037, , 
          4.8,      1.117699, ,           4.8,      0.949578, ,           2.8,      1.577281, ,           2.8,     0.8639223, ,           2.8,     0.8535085, ,           1.8,     0.8518905, ,           1.8,     0.8483679, ,           1.8,     0.8465878, ,           2.8,      1.392273, ,           2.8,      1.244516, ,           2.8,      1.038209, , 
, , , , , ,             3,      1.587161, ,             3,     0.8629212, ,             3,     0.8524247, ,             2,      0.849481, ,             2,     0.8460068, ,             2,     0.8442337, ,             3,      1.403028, ,             3,      1.255138, ,             3,      1.046327, , 
, , , , , ,           3.2,      1.598467, ,           3.2,     0.8621312, ,           3.2,     0.8515393, ,           2.2,     0.8474448, ,           2.2,      0.843988, ,           2.2,     0.8422327, ,           3.2,      1.415945, ,           3.2,      1.268512, ,           3.2,      1.057406, , 
, , , , , ,           3.4,      1.613264, ,           3.4,     0.8615611, ,           3.4,     0.8508582, ,           2.4,     0.8457002, ,           2.4,     0.8422174, ,           2.4,     0.8404615, ,           3.4,      1.435255, ,           3.4,      1.292769, ,           3.4,      1.082069, , 
, , , , , ,           3.6,      1.628255, ,           3.6,     0.8612124, ,           3.6,     0.8503989, ,           2.6,       0.84418, ,           2.6,     0.8407157, ,           2.6,     0.8389755, ,           3.6,      1.453924, ,           3.6,      1.313645, ,           3.6,      1.101956, , 
, , , , , ,           3.8,      1.642828, ,           3.8,     0.8610793, ,           3.8,      0.850151, ,           2.8,     0.8428753, ,           2.8,     0.8394218, ,           2.8,     0.8376938, ,           3.8,      1.470501, ,           3.8,       1.32791, ,           3.8,      1.112836, , 
, , , , , ,             4,      1.658735, ,             4,     0.8612066, ,             4,     0.8501437, ,             3,     0.8417776, ,             3,     0.8383399, ,             3,     0.8366259, ,             4,      1.488524, ,             4,      1.342238, ,             4,      1.122823, , 
, , , , , ,           4.2,      1.676293, ,           4.2,     0.8615942, ,           4.2,     0.8503746, ,           3.2,     0.8408827, ,           3.2,     0.8374667, ,           3.2,     0.8357716, ,           4.2,      1.508633, ,           4.2,      1.357927, ,           4.2,      1.132615, , 
, , , , , ,           4.4,      1.695693, ,           4.4,     0.8622899, ,           4.4,      0.850884, ,           3.4,     0.8401937, ,           3.4,      0.836809, ,           3.4,     0.8351285, ,           4.4,      1.531043, ,           4.4,      1.375189, ,           4.4,      1.143793, , 
, , , , , ,           4.6,      1.717199, ,           4.6,     0.8633429, ,           4.6,     0.8516992, ,           3.6,     0.8397301, ,           3.6,     0.8363667, ,           3.6,     0.8346963, ,           4.6,      1.556036, ,           4.6,      1.394367, ,           4.6,      1.168423, , 
, , , , , ,           4.8,      1.741447, ,           4.8,     0.8647898, ,           4.8,       0.85284, ,           3.8,     0.8394763, ,           3.8,     0.8361373, ,           3.8,     0.8344841, ,           4.8,       1.58436, ,           4.8,      1.416253, ,           4.8,       1.17875, , 
, , , , , , , , ,             5,     0.8667046, ,             5,     0.8543241, ,             4,     0.8394521, ,             4,     0.8361461, ,             4,     0.8345046, , , , , , , , , , , 
, , , , , , , , , , , , , , ,           4.2,     0.8396582, ,           4.2,     0.8363743, ,           4.2,     0.8347385, , , , , , , , , , , 
, , , , , , , , , , , , , , ,           4.4,     0.8401048, ,           4.4,     0.8368299, ,           4.4,     0.8352048, , , , , , , , , , , 
, , , , , , , , , , , , , , ,           4.6,     0.8408098, ,           4.6,     0.8375346, ,           4.6,     0.8359105, , , , , , , , , , , 
, , , , , , , , , , , , , , ,           4.8,     0.8417907, ,           4.8,     0.8384996, ,           4.8,     0.8368681, , , , , , , , , , , 
, , , , , , , , , , , , , , ,             5,     0.8430349, ,             5,     0.8397199, ,             5,     0.8380795, , , , , , , , , , , 

