Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-23.8 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            1,     0.9242348, ,             1,     0.8892306, ,             1,      1.040933, , 
          1.2,     0.9202321, ,           1.2,     0.8849532, ,           1.2,       1.03982, , 
          1.4,     0.9167403, ,           1.4,      0.881206, ,           1.4,      1.039622, , 
          1.6,     0.9137146, ,           1.6,     0.8779362, ,           1.6,       1.04044, , 
          1.8,     0.9111072, ,           1.8,     0.8750702, ,           1.8,      1.042322, , 
            2,     0.9088939, ,             2,     0.8726369, ,             2,      1.045294, , 
          2.2,     0.9070549, ,           2.2,     0.8705485, ,           2.2,      1.049458, , 
          2.4,      0.905568, ,           2.4,     0.8687516, ,           2.4,      1.054833, , 
          2.6,     0.9044209, ,           2.6,     0.8671952, ,           2.6,      1.061257, , 
          2.8,     0.9036088, ,           2.8,     0.8658713, ,           2.8,      1.069052, , 
            3,     0.9031482, ,             3,     0.8647629, ,             3,      1.077617, , 
          3.2,      0.903014, ,           3.2,     0.8638473, ,           3.2,      1.088112, , 
          3.4,      0.903246, ,           3.4,     0.8631326, ,           3.4,      1.105734, , 
          3.6,     0.9039134, ,           3.6,      0.862627, ,           3.6,      1.136737, , 
          3.8,      0.905049, ,           3.8,     0.8623385, ,           3.8,      1.149652, , 
            4,     0.9067715, ,             4,     0.8622652, ,             4,      1.158916, , 
          4.2,     0.9093722, ,           4.2,     0.8624305, ,           4.2,      1.167831, , 
          4.4,      0.913207, ,           4.4,     0.8628409, ,           4.4,      1.176906, , 
          4.6,     0.9199372, ,           4.6,     0.8635348, ,           4.6,       1.19401, , 
          4.8,     0.9399422, ,           4.8,      0.864532, ,           4.8,      1.204848, , 
, , ,             5,      0.865843, , , , , 

