Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            1,      1.493009, ,             1,      1.466557, ,             1,      1.461314, ,             1,      1.750158, ,             1,      1.587791, , 
          1.2,      1.484739, ,           1.2,      1.457903, ,           1.2,      1.452573, ,           1.2,      1.744355, ,           1.2,      1.580792, , 
          1.4,      1.477026, ,           1.4,      1.449788, ,           1.4,      1.444382, ,           1.4,       1.73898, ,           1.4,      1.574425, , 
          1.6,      1.469851, ,           1.6,      1.442141, ,           1.6,      1.436418, ,           1.6,      1.734418, ,           1.6,      1.568681, , 
          1.8,      1.463211, ,           1.8,      1.434918, ,           1.8,      1.428835, ,           1.8,      1.730543, ,           1.8,      1.563532, , 
            2,      1.457098, ,             2,      1.428128, ,             2,      1.421658, ,             2,      1.727237, ,             2,      1.558964, , 
          2.2,       1.45147, ,           2.2,      1.421783, ,           2.2,      1.414817, ,           2.2,      1.724545, ,           2.2,      1.554976, , 
          2.4,      1.446305, ,           2.4,      1.415895, ,           2.4,      1.408461, ,           2.4,      1.722375, ,           2.4,      1.551534, , 
          2.6,       1.44159, ,           2.6,      1.410458, ,           2.6,      1.402651, ,           2.6,      1.720744, ,           2.6,      1.548634, , 
          2.8,      1.437327, ,           2.8,      1.405428, ,           2.8,      1.397316, ,           2.8,      1.719655, ,           2.8,      1.546304, , 
            3,      1.433524, ,             3,      1.400811, ,             3,      1.392494, ,             3,      1.719122, ,             3,       1.54455, , 
          3.2,      1.430163, ,           3.2,      1.396658, ,           3.2,      1.388141, ,           3.2,      1.719075, ,           3.2,      1.543346, , 
          3.4,       1.42722, ,           3.4,      1.393122, ,           3.4,        1.3844, ,           3.4,      1.719609, ,           3.4,      1.542737, , 
          3.6,      1.424673, ,           3.6,      1.390071, ,           3.6,      1.381451, ,           3.6,      1.720644, ,           3.6,      1.542709, , 
          3.8,      1.422507, ,           3.8,      1.387449, ,           3.8,      1.378837, ,           3.8,      1.722247, ,           3.8,      1.543327, , 
            4,      1.420708, ,             4,      1.385301, ,             4,      1.376434, ,             4,      1.724424, ,             4,      1.544616, , 
          4.2,      1.419261, ,           4.2,      1.383502, ,           4.2,      1.374616, ,           4.2,      1.727212, ,           4.2,       1.54661, , 
          4.4,      1.418151, ,           4.4,      1.382094, ,           4.4,       1.37314, ,           4.4,      1.730667, ,           4.4,      1.549477, , 
          4.6,      1.417358, ,           4.6,      1.380967, ,           4.6,      1.372059, ,           4.6,      1.734789, ,           4.6,      1.553131, , 
          4.8,      1.416879, ,           4.8,      1.380007, ,           4.8,      1.371237, ,           4.8,      1.739574, ,           4.8,       1.55762, , 
            5,      1.416687, ,             5,      1.379396, ,             5,      1.370404, ,             5,      1.745029, ,             5,       1.56296, , 
          5.2,      1.416768, ,           5.2,       1.37908, ,           5.2,      1.370084, ,           5.2,      1.751226, ,           5.2,      1.569185, , 
          5.4,      1.417126, ,           5.4,      1.379003, ,           5.4,      1.370064, ,           5.4,      1.758153, ,           5.4,      1.576284, , 
          5.6,      1.417737, ,           5.6,      1.379093, ,           5.6,      1.370248, ,           5.6,       1.76574, ,           5.6,      1.584151, , 
          5.8,       1.41861, ,           5.8,      1.379426, ,           5.8,      1.370489, ,           5.8,      1.774162, ,           5.8,      1.593056, , 
            6,      1.419768, ,             6,      1.379933, ,             6,      1.370988, ,             6,      1.782981, ,             6,      1.602342, , 
          6.2,      1.421178, ,           6.2,      1.380593, ,           6.2,      1.371628, ,           6.2,      1.792822, ,           6.2,      1.612917, , 
          6.4,      1.422874, ,           6.4,      1.381413, ,           6.4,      1.372404, ,           6.4,        1.8057, ,           6.4,      1.627837, , 
          6.6,      1.424874, ,           6.6,      1.382439, ,           6.6,      1.373374, ,           6.6,      1.827466, ,           6.6,      1.656139, , 
          6.8,      1.427208, ,           6.8,      1.383638, ,           6.8,      1.374597, ,           6.8,      1.846274, ,           6.8,      1.679721, , 
            7,      1.429933, ,             7,      1.384921, ,             7,      1.376004, ,             7,      1.857267, ,             7,      1.691203, , 
          7.2,      1.433102, ,           7.2,      1.386447, ,           7.2,      1.377331, ,           7.2,      1.867295, ,           7.2,      1.700729, , 
          7.4,       1.43682, ,           7.4,      1.388137, ,           7.4,      1.379007, ,           7.4,      1.877414, ,           7.4,      1.709795, , 
          7.6,      1.441347, ,           7.6,      1.389991, ,           7.6,      1.380832, ,           7.6,      1.888075, ,           7.6,      1.718581, , 
          7.8,      1.447076, ,           7.8,      1.392014, ,           7.8,      1.382808, ,           7.8,      1.899377, ,           7.8,      1.727875, , 
            8,       1.45532, ,             8,      1.394203, ,             8,      1.384937, ,             8,      1.911492, ,             8,      1.745955, , 
          8.2,      1.471708, ,           8.2,       1.39658, ,           8.2,      1.387221, ,           8.2,      1.924811, ,           8.2,      1.755697, , 
          8.4,      1.516002, ,           8.4,      1.399156, ,           8.4,      1.389675, ,           8.4,      1.939664, ,           8.4,       1.76539, , 
, , ,           8.6,      1.401936, ,           8.6,      1.392293, , , , , , , , 

