Alpha,T1-15.8 m/s-VLM2, , 
            1,      2.892582, , 
          1.2,      2.873959, , 
          1.4,      2.856306, , 
          1.6,      2.839598, , 
          1.8,      2.823783, , 
            2,      2.808822, , 
          2.2,      2.794671, , 
          2.4,      2.781288, , 
          2.6,      2.768644, , 
          2.8,      2.756717, , 
            3,      2.745475, , 
          3.2,      2.734869, , 
          3.4,      2.724877, , 
          3.6,      2.715481, , 
          3.8,      2.706654, , 
            4,      2.698376, , 
          4.2,      2.690618, , 
          4.4,       2.68336, , 
          4.6,      2.676578, , 
          4.8,      2.670255, , 
            5,      2.664374, , 
          5.2,      2.658915, , 
          5.4,      2.653865, , 
          5.6,      2.649204, , 
          5.8,      2.644922, , 
            6,      2.640999, , 
          6.2,      2.637426, , 
          6.4,       2.63418, , 
          6.6,      2.631252, , 
          6.8,      2.628636, , 
            7,      2.626322, , 
          7.2,      2.624304, , 
          7.4,      2.622565, , 
          7.6,      2.621104, , 
          7.8,      2.619905, , 
            8,      2.618955, , 
          8.2,      2.618238, , 
          8.4,      2.617749, , 
          8.6,      2.617487, , 
          8.8,      2.617445, , 
            9,      2.617626, , 
          9.2,      2.618025, , 
          9.4,      2.618652, , 
          9.6,       2.61948, , 
          9.8,      2.620494, , 
           10,      2.621697, , 

