Alpha,T1-15.8 m/s-VLM2, , 
            1,      1.381891, , 
          1.2,      1.374319, , 
          1.4,      1.367327, , 
          1.6,      1.360865, , 
          1.8,      1.354909, , 
            2,      1.349448, , 
          2.2,       1.34448, , 
          2.4,      1.340003, , 
          2.6,      1.336016, , 
          2.8,      1.332483, , 
            3,      1.329374, , 
          3.2,      1.326678, , 
          3.4,      1.324383, , 
          3.6,      1.322476, , 
          3.8,      1.320926, , 
            4,      1.319724, , 
          4.2,      1.318837, , 
          4.4,      1.318265, , 
          4.6,      1.317979, , 
          4.8,      1.317986, , 
            5,      1.318268, , 
          5.2,      1.318829, , 
          5.4,       1.31969, , 
          5.6,      1.320816, , 
          5.8,      1.322257, , 
            6,       1.32401, , 
          6.2,      1.326154, , 
          6.4,      1.328699, , 
          6.6,      1.331727, , 
          6.8,      1.335488, , 
            7,      1.340115, , 
          7.2,      1.346541, , 
          7.4,      1.356849, , 
          7.6,      1.386989, , 

