Alpha,T1-15.8 m/s-VLM2, , 
           -5,      8.966314, , 
         -4.8,      9.034594, , 
         -4.6,       9.09817, , 
         -4.4,      9.157203, , 
         -4.2,      9.211759, , 
           -4,      9.261946, , 
         -3.8,      9.307877, , 
         -3.6,      9.349637, , 
         -3.4,      9.387281, , 
         -3.2,      9.420864, , 
           -3,      9.450342, , 
         -2.8,      9.475683, , 
         -2.6,      9.496744, , 
         -2.4,       9.51338, , 
         -2.2,      9.525437, , 
           -2,      9.532768, , 
         -1.8,      9.535117, , 
         -1.6,       9.53254, , 
         -1.4,      9.524833, , 
         -1.2,      9.512082, , 
           -1,      9.494039, , 
         -0.8,      9.470297, , 
         -0.6,      9.440946, , 
         -0.4,      9.406189, , 
         -0.2,      9.366069, , 
            0,      9.320645, , 
          0.2,      9.269666, , 
          0.4,      9.213044, , 
          0.6,      9.151371, , 
          0.8,      9.084258, , 
            1,      9.011606, , 
          1.2,      8.933794, , 
          1.4,      8.849741, , 
          1.6,      8.759445, , 
          1.8,      8.662693, , 
            2,      8.559247, , 
          2.2,      8.448446, , 
          2.4,      8.331031, , 
          2.6,      8.205292, , 
          2.8,      8.070632, , 
            3,      7.926776, , 
          3.2,      7.771948, , 
          3.4,      7.604232, , 
          3.6,      7.422963, , 
          3.8,      7.228723, , 
            4,      7.021533, , 
          4.2,      6.818791, , 
          4.4,      6.619546, , 
          4.6,      6.422039, , 
          4.8,      6.225848, , 

