Alpha,T1-15.8 m/s-VLM2, , 
           -5,      5.821005, , 
         -4.8,      5.861323, , 
         -4.6,      5.900139, , 
         -4.4,      5.935684, , 
         -4.2,      5.968426, , 
           -4,      5.999559, , 
         -3.8,       6.02909, , 
         -3.6,      6.053446, , 
         -3.4,      6.075297, , 
         -3.2,       6.09515, , 
           -3,      6.114713, , 
         -2.8,       6.13225, , 
         -2.6,      6.146446, , 
         -2.4,      6.158528, , 
         -2.2,      6.168827, , 
           -2,      6.177391, , 
         -1.8,      6.183349, , 
         -1.6,      6.186085, , 
         -1.4,      6.187357, , 
         -1.2,      6.187149, , 
           -1,      6.185605, , 
         -0.8,       6.18273, , 
         -0.6,      6.178626, , 
         -0.4,      6.173322, , 
         -0.2,      6.166876, , 
            0,       6.15934, , 
          0.2,      6.150744, , 
          0.4,      6.141152, , 
          0.6,      6.130563, , 
          0.8,      6.119029, , 
            1,      6.106558, , 
          1.2,      6.093171, , 
          1.4,      6.078881, , 
          1.6,      6.063683, , 
          1.8,      6.047607, , 
            2,      6.030656, , 
          2.2,       6.01283, , 
          2.4,      5.994113, , 
          2.6,      5.974561, , 
          2.8,      5.954193, , 
            3,      5.933014, , 
          3.2,      5.911046, , 
          3.4,      5.888282, , 
          3.6,      5.864687, , 
          3.8,      5.840285, , 
            4,      5.815092, , 
          4.2,      5.789158, , 
          4.4,      5.762495, , 
          4.6,      5.735129, , 
          4.8,      5.707097, , 
            5,      5.678412, , 
          5.2,      5.649046, , 
          5.4,      5.618988, , 
          5.6,      5.588314, , 
          5.8,      5.557093, , 
            6,      5.525264, , 
          6.2,      5.492798, , 
          6.4,      5.459755, , 
          6.6,      5.426163, , 
          6.8,      5.392033, , 
            7,       5.35714, , 
          7.2,      5.321643, , 
          7.4,      5.285473, , 
          7.6,      5.248597, , 
          7.8,      5.210933, , 
            8,      5.172692, , 

