Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,      7.487395, ,            -5,      7.229024, ,            -5,      8.543289, , 
         -4.8,      7.438029, ,          -4.8,      7.172506, ,          -4.8,       8.50226, , 
         -4.6,       7.39286, ,          -4.6,      7.123867, ,          -4.6,      8.465792, , 
         -4.4,      7.351678, ,          -4.4,      7.080933, ,          -4.4,      8.433706, , 
         -4.2,      7.314311, ,          -4.2,      7.042447, ,          -4.2,      8.405871, , 
           -4,      7.280476, ,            -4,      7.007673, ,            -4,      8.382127, , 
         -3.8,      7.250024, ,          -3.8,       6.97662, ,          -3.8,      8.362426, , 
         -3.6,      7.222779, ,          -3.6,      6.948937, ,          -3.6,      8.346697, , 
         -3.4,      7.198557, ,          -3.4,       6.92437, ,          -3.4,      8.335034, , 
         -3.2,      7.177239, ,          -3.2,      6.901088, ,          -3.2,      8.327466, , 
           -3,      7.158642, ,            -3,      6.880619, ,            -3,      8.323943, , 
         -2.8,       7.14268, ,          -2.8,      6.863473, ,          -2.8,      8.324455, , 
         -2.6,      7.129217, ,          -2.6,      6.848822, ,          -2.6,      8.328874, , 
         -2.4,      7.118158, ,          -2.4,      6.836543, ,          -2.4,      8.337273, , 
         -2.2,      7.109411, ,          -2.2,      6.826443, ,          -2.2,      8.349582, , 
           -2,      7.102946, ,            -2,      6.818376, ,            -2,       8.36619, , 
         -1.8,      7.098723, ,          -1.8,      6.812244, ,          -1.8,      8.386921, , 
         -1.6,      7.096747, ,          -1.6,      6.807925, ,          -1.6,      8.411872, , 
         -1.4,      7.097013, ,          -1.4,      6.805326, ,          -1.4,      8.440824, , 
         -1.2,      7.099623, ,          -1.2,      6.804385, ,          -1.2,      8.474306, , 
           -1,       7.10453, ,            -1,      6.805055, ,            -1,      8.511933, , 
         -0.8,      7.111844, ,          -0.8,      6.807411, ,          -0.8,      8.553806, , 
         -0.6,      7.121582, ,          -0.6,      6.811451, ,          -0.6,      8.599969, , 
         -0.4,       7.13383, ,          -0.4,      6.817271, ,          -0.4,      8.650524, , 
         -0.2,      7.148495, ,          -0.2,      6.824896, ,          -0.2,      8.704994, , 
            0,      7.165701, ,             0,       6.83453, ,             0,      8.763504, , 
          0.2,      7.185419, ,           0.2,       6.84621, ,           0.2,      8.825912, , 
          0.4,       7.20787, ,           0.4,      6.859958, ,           0.4,       8.89215, , 
          0.6,      7.233149, ,           0.6,      6.875856, ,           0.6,      8.962505, , 
          0.8,      7.261222, ,           0.8,      6.893885, ,           0.8,       9.03653, , 
            1,      7.292058, ,             1,      6.914063, ,             1,      9.114457, , 
          1.2,      7.325748, ,           1.2,      6.936442, ,           1.2,      9.196127, , 
          1.4,       7.36211, ,           1.4,      6.960916, ,           1.4,      9.281088, , 
          1.6,      7.401553, ,           1.6,      6.987566, ,           1.6,      9.369498, , 
          1.8,      7.444061, ,           1.8,      7.016264, ,           1.8,      9.461165, , 
            2,      7.489601, ,             2,      7.047016, ,             2,      9.556193, , 
          2.2,      7.538158, ,           2.2,      7.079701, ,           2.2,      9.654533, , 
          2.4,      7.590076, ,           2.4,      7.114241, ,           2.4,      9.756119, , 
          2.6,      7.645361, ,           2.6,      7.150604, ,           2.6,       9.86119, , 
          2.8,      7.703911, ,           2.8,      7.188626, ,           2.8,       9.96945, , 
            3,      7.766714, ,             3,      7.228344, ,             3,      10.08091, , 
          3.2,      7.833635, ,           3.2,      7.269742, ,           3.2,      10.19553, , 
          3.4,      7.904972, ,           3.4,      7.312907, ,           3.4,       10.3133, , 
          3.6,      7.981488, ,           3.6,      7.357611, ,           3.6,      10.43422, , 
          3.8,      8.062843, ,           3.8,       7.40394, ,           3.8,      10.55825, , 
            4,      8.150082, ,             4,       7.45214, ,             4,      10.68603, , 
          4.2,      8.242968, ,           4.2,      7.502177, ,           4.2,      10.81786, , 
          4.4,      8.343243, ,           4.4,      7.553958, ,           4.4,      10.95408, , 
          4.6,      8.451601, ,           4.6,      7.607763, ,           4.6,      11.09591, , 
          4.8,      8.568021, ,           4.8,      7.663851, ,           4.8,      11.24624, , 
            5,      8.695311, ,             5,      7.721924, ,             5,      11.40452, , 
          5.2,      8.834309, ,           5.2,       7.78258, ,           5.2,      11.56868, , 
          5.4,      8.987395, ,           5.4,      7.846254, ,           5.4,      11.74569, , 
          5.6,      9.156702, ,           5.6,      7.913041, ,           5.6,       11.9625, , 
          5.8,      9.341339, ,           5.8,       7.98434, ,           5.8,      12.28681, , 
            6,      9.545217, ,             6,      8.056771, ,             6,      12.55513, , 
          6.2,      9.754268, ,           6.2,      8.136292, , , , , 
          6.4,       9.96793, ,           6.4,      8.225105, , , , , 
          6.6,      10.18934, ,           6.6,      8.324052, , , , , 
          6.8,      10.42465, ,           6.8,      8.439553, , , , , 
            7,      10.67153, ,             7,      8.579476, , , , , 
, , ,           7.2,      8.754037, , , , , 
, , ,           7.4,      8.968693, , , , , 
, , ,           7.6,      9.214441, , , , , 
, , ,           7.8,      9.483013, , , , , 

