Alpha,T1-15.8 m/s-VLM2, , 
           -5,     0.6614508, , 
         -4.8,     0.6716616, , 
         -4.6,     0.6818557, , 
         -4.4,     0.6920329, , 
         -4.2,     0.7021926, , 
           -4,     0.7123347, , 
         -3.8,     0.7224587, , 
         -3.6,     0.7325643, , 
         -3.4,     0.7426512, , 
         -3.2,     0.7527189, , 
           -3,     0.7627672, , 
         -2.8,     0.7727957, , 
         -2.6,      0.782804, , 
         -2.4,     0.7927919, , 
         -2.2,     0.8027589, , 
           -2,     0.8127047, , 
         -1.8,      0.822629, , 
         -1.6,     0.8325315, , 
         -1.4,     0.8424118, , 
         -1.2,     0.8522695, , 
           -1,     0.8621044, , 
         -0.8,     0.8719162, , 
         -0.6,     0.8817044, , 
         -0.4,     0.8914688, , 
         -0.2,      0.901209, , 
            0,     0.9109247, , 
          0.2,     0.9206156, , 
          0.4,     0.9302814, , 
          0.6,     0.9399218, , 
          0.8,     0.9495363, , 
            1,     0.9591248, , 
          1.2,     0.9686869, , 
          1.4,     0.9782223, , 
          1.6,     0.9877307, , 
          1.8,     0.9972117, , 
            2,      1.006665, , 
          2.2,      1.016091, , 
          2.4,      1.025488, , 
          2.6,      1.034857, , 
          2.8,      1.044197, , 
            3,      1.053507, , 
          3.2,      1.062789, , 
          3.4,       1.07204, , 
          3.6,      1.081262, , 
          3.8,      1.090454, , 
            4,      1.099614, , 
          4.2,      1.108744, , 
          4.4,      1.117843, , 
          4.6,      1.126911, , 
          4.8,      1.135947, , 
            5,       1.14495, , 
          5.2,      1.153922, , 
          5.4,      1.162861, , 
          5.6,      1.171768, , 
          5.8,      1.180641, , 
            6,      1.189481, , 
          6.2,      1.198288, , 
          6.4,      1.207061, , 
          6.6,      1.215799, , 
          6.8,      1.224504, , 
            7,      1.233174, , 
          7.2,      1.241809, , 
          7.4,      1.250409, , 
          7.6,      1.258974, , 
          7.8,      1.267504, , 
            8,      1.275997, , 

