Alpha,T1-15.8 m/s-VLM2, , 
           -1,      1.222251, , 
         -0.8,      1.184746, , 
         -0.6,      1.152676, , 
         -0.4,      1.125556, , 
         -0.2,      1.102053, , 
            0,      1.081565, , 
          0.2,      1.063634, , 
          0.4,       1.04804, , 
          0.6,      1.034298, , 
          0.8,      1.022078, , 
            1,      1.011184, , 
          1.2,      1.001475, , 
          1.4,     0.9928158, , 
          1.6,     0.9851113, , 
          1.8,     0.9782742, , 
            2,     0.9722226, , 
          2.2,     0.9668918, , 
          2.4,     0.9622146, , 
          2.6,     0.9581351, , 
          2.8,     0.9546059, , 
            3,     0.9515816, , 
          3.2,     0.9490236, , 
          3.4,     0.9469003, , 
          3.6,     0.9451792, , 
          3.8,     0.9438342, , 
            4,     0.9428374, , 
          4.2,     0.9421651, , 
          4.4,     0.9417954, , 
          4.6,     0.9417092, , 
          4.8,     0.9418984, , 

