Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.2260771, , 
         -0.8,     0.2416733, , 
         -0.6,     0.2572648, , 
         -0.4,      0.272851, , 
         -0.2,     0.2884315, , 
            0,     0.3040061, , 
          0.2,     0.3195742, , 
          0.4,     0.3351356, , 
          0.6,     0.3506897, , 
          0.8,     0.3662362, , 
            1,     0.3817748, , 
          1.2,     0.3973049, , 
          1.4,     0.4128263, , 
          1.6,     0.4283384, , 
          1.8,      0.443841, , 
            2,     0.4593337, , 
          2.2,      0.474816, , 
          2.4,     0.4902875, , 
          2.6,      0.505748, , 
          2.8,     0.5211968, , 
            3,     0.5366338, , 
          3.2,     0.5520585, , 
          3.4,     0.5674705, , 
          3.6,     0.5828694, , 
          3.8,     0.5982548, , 
            4,     0.6136264, , 
          4.2,     0.6289838, , 
          4.4,     0.6443265, , 
          4.6,     0.6596543, , 
          4.8,     0.6749667, , 
            5,     0.6902633, , 
          5.2,     0.7055438, , 
          5.4,     0.7208077, , 

