Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.6579854, ,            -1,     0.6579854, ,            -1,     0.6579854, ,            -1,     0.6579854, ,            -1,     0.6579854, ,            -1,     0.6579854, ,            -1,     0.6579854, ,            -1,     0.6579854, ,            -1,     0.6579854, , 
         -0.8,     0.6583635, ,          -0.8,     0.6583635, ,          -0.8,     0.6583635, ,          -0.8,     0.6583635, ,          -0.8,     0.6583635, ,          -0.8,     0.6583635, ,          -0.8,     0.6583635, ,          -0.8,     0.6583635, ,          -0.8,     0.6583635, , 
         -0.6,     0.6586805, ,          -0.6,     0.6586805, ,          -0.6,     0.6586805, ,          -0.6,     0.6586805, ,          -0.6,     0.6586805, ,          -0.6,     0.6586805, ,          -0.6,     0.6586805, ,          -0.6,     0.6586805, ,          -0.6,     0.6586805, , 
         -0.4,     0.6589484, ,          -0.4,     0.6589484, ,          -0.4,     0.6589484, ,          -0.4,     0.6589484, ,          -0.4,     0.6589484, ,          -0.4,     0.6589484, ,          -0.4,     0.6589484, ,          -0.4,     0.6589484, ,          -0.4,     0.6589484, , 
         -0.2,     0.6591764, ,          -0.2,     0.6591764, ,          -0.2,     0.6591764, ,          -0.2,     0.6591764, ,          -0.2,     0.6591764, ,          -0.2,     0.6591764, ,          -0.2,     0.6591764, ,          -0.2,     0.6591764, ,          -0.2,     0.6591764, , 
            0,     0.6593715, ,             0,     0.6593715, ,             0,     0.6593715, ,             0,     0.6593715, ,             0,     0.6593715, ,             0,     0.6593715, ,             0,     0.6593715, ,             0,     0.6593715, ,             0,     0.6593715, , 
          0.2,     0.6595395, ,           0.2,     0.6595395, ,           0.2,     0.6595395, ,           0.2,     0.6595395, ,           0.2,     0.6595395, ,           0.2,     0.6595395, ,           0.2,     0.6595395, ,           0.2,     0.6595395, ,           0.2,     0.6595395, , 
          0.4,     0.6596846, ,           0.4,     0.6596846, ,           0.4,     0.6596846, ,           0.4,     0.6596846, ,           0.4,     0.6596846, ,           0.4,     0.6596846, ,           0.4,     0.6596846, ,           0.4,     0.6596846, ,           0.4,     0.6596846, , 
          0.6,     0.6598107, ,           0.6,     0.6598107, ,           0.6,     0.6598107, ,           0.6,     0.6598107, ,           0.6,     0.6598107, ,           0.6,     0.6598107, ,           0.6,     0.6598107, ,           0.6,     0.6598107, ,           0.6,     0.6598107, , 
          0.8,     0.6599205, ,           0.8,     0.6599205, ,           0.8,     0.6599205, ,           0.8,     0.6599205, ,           0.8,     0.6599205, ,           0.8,     0.6599205, ,           0.8,     0.6599205, ,           0.8,     0.6599205, ,           0.8,     0.6599205, , 
            1,     0.6600164, ,             1,     0.6600164, ,             1,     0.6600164, ,             1,     0.6600164, ,             1,     0.6600164, ,             1,     0.6600164, ,             1,     0.6600164, ,             1,     0.6600164, ,             1,     0.6600164, , 
          1.2,     0.6601006, ,           1.2,     0.6601006, ,           1.2,     0.6601006, ,           1.2,     0.6601006, ,           1.2,     0.6601006, ,           1.2,     0.6601006, ,           1.2,     0.6601006, ,           1.2,     0.6601006, ,           1.2,     0.6601006, , 
          1.4,     0.6601746, ,           1.4,     0.6601746, ,           1.4,     0.6601746, ,           1.4,     0.6601746, ,           1.4,     0.6601746, ,           1.4,     0.6601746, ,           1.4,     0.6601746, ,           1.4,     0.6601746, ,           1.4,     0.6601746, , 
          1.6,     0.6602398, ,           1.6,     0.6602398, ,           1.6,     0.6602398, ,           1.6,     0.6602398, ,           1.6,     0.6602398, ,           1.6,     0.6602398, ,           1.6,     0.6602398, ,           1.6,     0.6602398, ,           1.6,     0.6602398, , 
          1.8,     0.6602975, ,           1.8,     0.6602975, ,           1.8,     0.6602975, ,           1.8,     0.6602975, ,           1.8,     0.6602975, ,           1.8,     0.6602975, ,           1.8,     0.6602975, ,           1.8,     0.6602975, ,           1.8,     0.6602975, , 
            2,     0.6603486, ,             2,     0.6603486, ,             2,     0.6603486, ,             2,     0.6603486, ,             2,     0.6603486, ,             2,     0.6603486, ,             2,     0.6603486, ,             2,     0.6603486, ,             2,     0.6603486, , 
          2.2,     0.6603941, ,           2.2,     0.6603941, ,           2.2,     0.6603941, ,           2.2,     0.6603941, ,           2.2,     0.6603941, ,           2.2,     0.6603941, ,           2.2,     0.6603941, ,           2.2,     0.6603941, ,           2.2,     0.6603941, , 
          2.4,     0.6604347, ,           2.4,     0.6604347, ,           2.4,     0.6604347, ,           2.4,     0.6604347, ,           2.4,     0.6604347, ,           2.4,     0.6604347, ,           2.4,     0.6604347, ,           2.4,     0.6604347, ,           2.4,     0.6604347, , 
          2.6,      0.660471, ,           2.6,      0.660471, ,           2.6,      0.660471, ,           2.6,      0.660471, ,           2.6,      0.660471, ,           2.6,      0.660471, ,           2.6,      0.660471, ,           2.6,      0.660471, ,           2.6,      0.660471, , 
          2.8,     0.6605037, ,           2.8,     0.6605037, ,           2.8,     0.6605037, ,           2.8,     0.6605037, ,           2.8,     0.6605037, ,           2.8,     0.6605037, ,           2.8,     0.6605037, ,           2.8,     0.6605037, ,           2.8,     0.6605037, , 
            3,     0.6605332, ,             3,     0.6605332, ,             3,     0.6605332, ,             3,     0.6605332, ,             3,     0.6605332, ,             3,     0.6605332, ,             3,     0.6605332, ,             3,     0.6605332, ,             3,     0.6605332, , 
          3.2,       0.66056, ,           3.2,       0.66056, ,           3.2,       0.66056, ,           3.2,       0.66056, ,           3.2,       0.66056, ,           3.2,       0.66056, ,           3.2,       0.66056, ,           3.2,       0.66056, ,           3.2,       0.66056, , 
          3.4,     0.6605845, ,           3.4,     0.6605845, ,           3.4,     0.6605845, ,           3.4,     0.6605845, ,           3.4,     0.6605845, ,           3.4,     0.6605845, ,           3.4,     0.6605845, ,           3.4,     0.6605845, ,           3.4,     0.6605845, , 
          3.6,      0.660607, ,           3.6,      0.660607, ,           3.6,      0.660607, ,           3.6,      0.660607, ,           3.6,      0.660607, ,           3.6,      0.660607, ,           3.6,      0.660607, ,           3.6,      0.660607, ,           3.6,      0.660607, , 
          3.8,     0.6606278, ,           3.8,     0.6606278, ,           3.8,     0.6606278, ,           3.8,     0.6606278, ,           3.8,     0.6606278, ,           3.8,     0.6606278, ,           3.8,     0.6606278, ,           3.8,     0.6606278, ,           3.8,     0.6606278, , 
            4,     0.6606473, ,             4,     0.6606473, ,             4,     0.6606473, ,             4,     0.6606473, ,             4,     0.6606473, ,             4,     0.6606473, ,             4,     0.6606473, ,             4,     0.6606473, ,             4,     0.6606473, , 
          4.2,     0.6606656, ,           4.2,     0.6606656, ,           4.2,     0.6606656, ,           4.2,     0.6606656, ,           4.2,     0.6606656, ,           4.2,     0.6606656, ,           4.2,     0.6606656, ,           4.2,     0.6606656, ,           4.2,     0.6606656, , 
          4.4,     0.6606831, ,           4.4,     0.6606831, ,           4.4,     0.6606831, ,           4.4,     0.6606831, ,           4.4,     0.6606831, ,           4.4,     0.6606831, ,           4.4,     0.6606831, ,           4.4,     0.6606831, ,           4.4,     0.6606831, , 
          4.6,     0.6606998, ,           4.6,     0.6606998, ,           4.6,     0.6606998, ,           4.6,     0.6606998, ,           4.6,     0.6606998, ,           4.6,     0.6606998, ,           4.6,     0.6606998, ,           4.6,     0.6606998, ,           4.6,     0.6606998, , 
          4.8,     0.6607161, ,           4.8,     0.6607161, ,           4.8,     0.6607161, ,           4.8,     0.6607161, ,           4.8,     0.6607161, ,           4.8,     0.6607161, ,           4.8,     0.6607161, ,           4.8,     0.6607161, ,           4.8,     0.6607161, , 
            5,      0.660732, ,             5,      0.660732, ,             5,      0.660732, ,             5,      0.660732, ,             5,      0.660732, ,             5,      0.660732, ,             5,      0.660732, ,             5,      0.660732, ,             5,      0.660732, , 
          5.2,     0.6607477, ,           5.2,     0.6607477, ,           5.2,     0.6607477, ,           5.2,     0.6607477, ,           5.2,     0.6607477, ,           5.2,     0.6607477, , , , ,           5.2,     0.6607477, ,           5.2,     0.6607477, , 
          5.4,     0.6607634, ,           5.4,     0.6607634, ,           5.4,     0.6607634, ,           5.4,     0.6607634, ,           5.4,     0.6607634, ,           5.4,     0.6607634, , , , ,           5.4,     0.6607634, ,           5.4,     0.6607634, , 
          5.6,     0.6607792, ,           5.6,     0.6607792, ,           5.6,     0.6607792, ,           5.6,     0.6607792, ,           5.6,     0.6607792, ,           5.6,     0.6607792, , , , , , , , , , , 
          5.8,     0.6607952, ,           5.8,     0.6607952, ,           5.8,     0.6607952, , , , , , , , , , , , , , , , , , , , 

