Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      10.67659, ,            -1,      11.77479, ,            -1,      8.637884, , 
         -0.8,      11.14016, ,          -0.8,      12.26349, ,          -0.8,      9.048453, , 
         -0.6,      11.56509, ,          -0.6,       12.7079, ,          -0.6,      9.431811, , 
         -0.4,      11.95168, ,          -0.4,      13.10772, ,          -0.4,      9.787993, , 
         -0.2,      12.30159, ,          -0.2,      13.46434, ,          -0.2,      10.11707, , 
            0,      12.61572, ,             0,      13.78025, ,             0,      10.41968, , 
          0.2,      12.89594, ,           0.2,      14.05756, ,           0.2,      10.69643, , 
          0.4,      13.14379, ,           0.4,      14.29749, ,           0.4,      10.94805, , 
          0.6,      13.36087, ,           0.6,      14.50341, ,           0.6,      11.17518, , 
          0.8,      13.54879, ,           0.8,      14.67724, ,           0.8,      11.37868, , 
            1,      13.70907, ,             1,      14.82131, ,             1,      11.55934, , 
          1.2,      13.84331, ,           1.2,      14.93762, ,           1.2,      11.71797, , 
          1.4,      13.95281, ,           1.4,       15.0278, ,           1.4,      11.85501, , 
          1.6,      14.03814, ,           1.6,      15.09218, ,           1.6,      11.97076, , 
          1.8,      14.09207, ,           1.8,      15.06939, ,           1.8,      12.06493, , 
            2,      14.03468, ,             2,      14.88434, ,             2,      12.13236, , 
          2.2,       13.8789, ,           2.2,      14.63151, ,           2.2,      12.14904, , 
          2.4,      13.65006, ,           2.4,      14.34402, ,           2.4,      12.09566, , 
          2.6,      13.38108, ,           2.6,      14.01889, ,           2.6,      11.96502, , 
          2.8,      13.09541, ,           2.8,       13.6626, ,           2.8,      11.77017, , 
            3,      12.80562, ,             3,      13.30707, ,             3,      11.54843, , 
          3.2,      12.50307, ,           3.2,      12.95528, ,           3.2,      11.31926, , 
          3.4,      12.15419, ,           3.4,      12.61682, ,           3.4,      11.10072, , 
          3.6,      11.91025, ,           3.6,      12.28584, ,           3.6,      10.89338, , 
          3.8,      11.63989, ,           3.8,      11.96279, ,           3.8,       10.6962, , 
            4,      11.34733, ,             4,      11.66513, ,             4,       10.5088, , 
          4.2,      11.08253, ,           4.2,      11.38649, ,           4.2,      10.32235, , 
          4.4,       10.8366, ,           4.4,      11.11893, ,           4.4,       10.1393, , 
          4.6,      10.59298, ,           4.6,      10.85976, ,           4.6,      9.958919, , 
          4.8,      10.36767, ,           4.8,      10.60978, ,           4.8,      9.778926, , 
            5,       10.1387, ,             5,      10.36365, ,             5,      9.598374, , 
          5.2,      9.906481, ,           5.2,      10.12245, ,           5.2,      9.419644, , 
          5.4,      9.702238, ,           5.4,      9.908877, ,           5.4,      9.241415, , 
          5.6,      9.481987, ,           5.6,      9.700485, ,           5.6,      9.062519, , 
          5.8,      9.261121, ,           5.8,      9.485595, ,           5.8,       8.88361, , 
            6,      9.044887, ,             6,      9.269338, ,             6,      8.703254, , 
          6.2,      8.843973, ,           6.2,      9.026585, ,           6.2,      8.522782, , 
          6.4,      8.643434, ,           6.4,      8.779057, ,           6.4,      8.341747, , 
          6.6,      8.435571, ,           6.6,      8.576344, ,           6.6,       8.15931, , 
          6.8,      8.230625, ,           6.8,      8.391696, ,           6.8,      7.976142, , 
            7,      8.027752, ,             7,      8.165622, ,             7,      7.791385, , 
          7.2,      7.824179, ,           7.2,      7.921085, ,           7.2,      7.603688, , 
          7.4,      7.619832, ,           7.4,      7.711411, ,           7.4,      7.411677, , 
          7.6,      7.193327, ,           7.6,      7.251653, , , , , 
          7.8,      5.469327, ,           7.8,      5.151755, , , , , 

