Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      6.546307, ,            -1,      5.911984, ,            -1,      5.546854, ,            -1,       5.37008, ,            -1,      5.247464, ,            -1,       5.20167, ,            -1,      9.580816, ,            -1,      8.397096, ,            -1,      7.283799, , 
         -0.8,      6.268286, ,          -0.8,      5.671668, ,          -0.8,      5.327459, ,          -0.8,       5.16068, ,          -0.8,      5.045402, ,          -0.8,      5.002332, ,          -0.8,      9.122542, ,          -0.8,      8.008439, ,          -0.8,      6.961911, , 
         -0.6,      6.030814, ,          -0.6,      5.467435, ,          -0.6,      5.141874, ,          -0.6,      4.984509, ,          -0.6,      4.875844, ,          -0.6,      4.834971, ,          -0.6,      8.725941, ,          -0.6,      7.673338, ,          -0.6,      6.685724, , 
         -0.4,       5.82737, ,          -0.4,      5.293844, ,          -0.4,       4.98461, ,          -0.4,      4.835528, ,          -0.4,      4.732575, ,          -0.4,      4.693884, ,          -0.4,      8.380978, ,          -0.4,      7.383079, ,          -0.4,      6.447742, , 
         -0.2,        5.6525, ,          -0.2,      5.145715, ,          -0.2,      4.851175, ,          -0.2,      4.709261, ,          -0.2,      4.611672, ,          -0.2,      4.575086, ,          -0.2,      8.079677, ,          -0.2,      7.130667, ,          -0.2,      6.241975, , 
            0,      5.502026, ,             0,      5.019565, ,             0,      4.738294, ,             0,      4.602567, ,             0,      4.509483, ,             0,      4.474884, ,             0,      7.815734, ,             0,      6.910612, ,             0,      6.063765, , 
          0.2,      5.372508, ,           0.2,      4.912095, ,           0.2,      4.642846, ,           0.2,      4.512864, ,           0.2,      4.423568, ,           0.2,      4.390591, ,           0.2,       7.58385, ,           0.2,      6.718343, ,           0.2,      5.909217, , 
          0.4,      5.261063, ,           0.4,      4.820717, ,           0.4,      4.562571, ,           0.4,      4.437761, ,           0.4,      4.351795, ,           0.4,       4.32012, ,           0.4,      7.379758, ,           0.4,       6.55017, ,           0.4,      5.775108, , 
          0.6,      5.165335, ,           0.6,      4.743376, ,           0.6,       4.49543, ,           0.6,      4.375227, ,           0.6,       4.29243, ,           0.6,      4.262052, ,           0.6,      7.199834, ,           0.6,      6.402925, ,           0.6,      5.658815, , 
          0.8,      5.083345, ,           0.8,      4.678203, ,           0.8,      4.439636, ,           0.8,      4.323747, ,           0.8,      4.243871, ,           0.8,      4.214603, ,           0.8,      7.041161, ,           0.8,      6.274046, ,           0.8,      5.558093, , 
            1,      5.013502, ,             1,      4.623771, ,             1,      4.393872, ,             1,      4.282062, ,             1,      4.204848, ,             1,      4.176473, ,             1,      6.901349, ,             1,      6.161474, ,             1,      5.471164, , 
          1.2,      4.954439, ,           1.2,      4.578859, ,           1.2,      4.356907, ,           1.2,       4.24883, ,           1.2,      4.174111, ,           1.2,      4.146592, ,           1.2,      6.778383, ,           1.2,       6.06338, ,           1.2,      5.396525, , 
          1.4,      4.905015, ,           1.4,      4.542448, ,           1.4,      4.327817, ,           1.4,      4.223187, ,           1.4,      4.150877, ,           1.4,       4.12423, ,           1.4,      6.670885, ,           1.4,      5.978223, ,           1.4,      5.332826, , 
          1.6,      4.864289, ,           1.6,      4.513657, ,           1.6,      4.305761, ,           1.6,      4.204259, ,           1.6,      4.134159, ,           1.6,       4.10832, ,           1.6,      6.577597, ,           1.6,      5.904819, ,           1.6,      5.278982, , 
          1.8,      4.831434, ,           1.8,      4.491771, ,           1.8,      4.290054, ,           1.8,      4.191417, ,           1.8,      4.123353, ,           1.8,      4.098275, ,           1.8,      6.496791, ,           1.8,      5.842125, ,           1.8,      5.234153, , 
            2,      4.805773, ,             2,       4.47621, ,             2,      4.280174, ,             2,       4.18416, ,             2,      4.117958, ,             2,      4.093582, ,             2,      6.427355, ,             2,      5.789306, ,             2,      5.197626, , 
          2.2,      4.786885, ,           2.2,      4.466701, ,           2.2,      4.276092, ,           2.2,      4.182765, ,           2.2,      4.118561, ,           2.2,      4.094946, ,           2.2,      6.368936, ,           2.2,      5.745696, ,           2.2,      5.168846, , 
