Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.6156926, ,            -1,     0.6156926, ,            -1,     0.6156926, , 
         -0.8,     0.6158698, ,          -0.8,     0.6158698, ,          -0.8,     0.6158698, , 
         -0.6,     0.6160077, ,          -0.6,     0.6160077, ,          -0.6,     0.6160077, , 
         -0.4,      0.616114, ,          -0.4,      0.616114, ,          -0.4,      0.616114, , 
         -0.2,     0.6161943, ,          -0.2,     0.6161943, ,          -0.2,     0.6161943, , 
            0,     0.6162531, ,             0,     0.6162531, ,             0,     0.6162531, , 
          0.2,     0.6162939, ,           0.2,     0.6162939, ,           0.2,     0.6162939, , 
          0.4,     0.6163193, ,           0.4,     0.6163193, ,           0.4,     0.6163193, , 
          0.6,     0.6163316, ,           0.6,     0.6163316, ,           0.6,     0.6163316, , 
          0.8,     0.6163326, ,           0.8,     0.6163326, ,           0.8,     0.6163326, , 
            1,     0.6163237, ,             1,     0.6163237, ,             1,     0.6163237, , 
          1.2,     0.6163061, ,           1.2,     0.6163061, ,           1.2,     0.6163061, , 
          1.4,     0.6162808, ,           1.4,     0.6162808, ,           1.4,     0.6162808, , 
          1.6,     0.6162486, ,           1.6,     0.6162486, ,           1.6,     0.6162486, , 
          1.8,     0.6162103, ,           1.8,     0.6162103, ,           1.8,     0.6162103, , 
            2,     0.6161664, ,             2,     0.6161664, ,             2,     0.6161664, , 
          2.2,     0.6161175, ,           2.2,     0.6161175, ,           2.2,     0.6161175, , 
          2.4,     0.6160639, ,           2.4,     0.6160639, ,           2.4,     0.6160639, , 
          2.6,     0.6160062, ,           2.6,     0.6160062, ,           2.6,     0.6160062, , 
          2.8,     0.6159445, ,           2.8,     0.6159445, ,           2.8,     0.6159445, , 
            3,     0.6158793, ,             3,     0.6158793, ,             3,     0.6158793, , 
          3.2,     0.6158108, ,           3.2,     0.6158108, ,           3.2,     0.6158108, , 
          3.4,     0.6157391, ,           3.4,     0.6157391, ,           3.4,     0.6157391, , 
          3.6,     0.6156645, ,           3.6,     0.6156645, ,           3.6,     0.6156645, , 
          3.8,     0.6155872, ,           3.8,     0.6155872, ,           3.8,     0.6155872, , 
            4,     0.6155074, ,             4,     0.6155074, ,             4,     0.6155074, , 
          4.2,     0.6154251, ,           4.2,     0.6154251, ,           4.2,     0.6154251, , 
          4.4,     0.6153406, ,           4.4,     0.6153406, ,           4.4,     0.6153406, , 
          4.6,     0.6152539, ,           4.6,     0.6152539, ,           4.6,     0.6152539, , 
          4.8,     0.6151651, ,           4.8,     0.6151651, ,           4.8,     0.6151651, , 
            5,     0.6150744, ,             5,     0.6150744, ,             5,     0.6150744, , 
          5.2,     0.6149818, ,           5.2,     0.6149818, ,           5.2,     0.6149818, , 
          5.4,     0.6148875, ,           5.4,     0.6148875, ,           5.4,     0.6148875, , 
          5.6,     0.6147915, ,           5.6,     0.6147915, ,           5.6,     0.6147915, , 
          5.8,     0.6146938, ,           5.8,     0.6146938, ,           5.8,     0.6146938, , 
            6,     0.6145946, ,             6,     0.6145946, ,             6,     0.6145946, , 
          6.2,     0.6144938, ,           6.2,     0.6144938, ,           6.2,     0.6144938, , 
          6.4,     0.6143917, ,           6.4,     0.6143917, ,           6.4,     0.6143917, , 
          6.6,     0.6142882, ,           6.6,     0.6142882, ,           6.6,     0.6142882, , 
          6.8,     0.6141834, ,           6.8,     0.6141834, ,           6.8,     0.6141834, , 
            7,     0.6140773, ,             7,     0.6140773, ,             7,     0.6140773, , 
          7.2,     0.6139699, ,           7.2,     0.6139699, ,           7.2,     0.6139699, , 
          7.4,     0.6138615, ,           7.4,     0.6138615, ,           7.4,     0.6138615, , 
          7.6,     0.6137519, ,           7.6,     0.6137519, , , , , 
          7.8,     0.6136412, ,           7.8,     0.6136412, , , , , 

