Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      11.97343, ,            -1,      13.31617, ,            -1,      14.25008, ,            -1,      14.75069, ,            -1,      15.11502, ,            -1,      15.25578, ,            -1,      8.059456, ,            -1,      9.245295, ,            -1,       10.7145, , 
         -0.8,      12.55732, ,          -0.8,      13.93756, ,          -0.8,       14.8973, ,          -0.8,      15.41191, ,          -0.8,      15.78638, ,          -0.8,      15.93052, ,          -0.8,      8.495731, ,          -0.8,      9.731298, ,          -0.8,      11.25561, , 
         -0.6,      13.10093, ,          -0.6,      14.51154, ,          -0.6,      15.49119, ,          -0.6,      16.01626, ,          -0.6,      16.39911, ,          -0.6,      16.54682, ,          -0.6,      8.909605, ,          -0.6,      10.18973, ,          -0.6,      11.76264, , 
         -0.4,      13.60472, ,          -0.4,      15.03857, ,          -0.4,      16.03326, ,          -0.4,      16.56569, ,          -0.4,      16.95375, ,          -0.4,      17.10339, ,          -0.4,      9.300992, ,          -0.4,      10.62062, ,          -0.4,      12.23559, , 
         -0.2,       14.0691, ,          -0.2,      15.51973, ,          -0.2,      16.52506, ,          -0.2,      17.06254, ,          -0.2,      17.45388, ,          -0.2,      17.60463, ,          -0.2,      9.669298, ,          -0.2,      11.02359, ,          -0.2,      12.67466, , 
            0,      14.49437, ,             0,      15.95591, ,             0,      16.96797, ,             0,       17.5086, ,             0,      17.90159, ,             0,      18.05283, ,             0,      10.01382, ,             0,      11.39818, ,             0,      13.07951, , 
          0.2,      14.88102, ,           0.2,      16.34816, ,           0.2,      17.36329, ,           0.2,      17.90553, ,           0.2,      18.29886, ,           0.2,      18.45003, ,           0.2,      10.33263, ,           0.2,      11.74433, ,           0.2,      13.45056, , 
          0.4,      15.22927, ,           0.4,      16.69757, ,           0.4,      17.71261, ,           0.4,      18.25512, ,           0.4,      18.64773, ,           0.4,      18.79841, ,           0.4,      10.62467, ,           0.4,      12.06124, ,           0.4,      13.78765, , 
          0.6,      15.53935, ,           0.6,      17.00463, ,           0.6,       18.0168, ,           0.6,       18.5582, ,           0.6,      18.94913, ,           0.6,      19.09893, ,           0.6,      10.89092, ,           0.6,      12.34786, ,           0.6,      14.08987, , 
          0.8,      15.80945, ,           0.8,      17.26546, ,           0.8,      18.25945, ,           0.8,       18.7769, ,           0.8,       19.1445, ,           0.8,      19.28927, ,           0.8,      11.12828, ,           0.8,       12.6028, ,           0.8,      14.35589, , 
            1,        16.014, ,             1,      17.36316, ,             1,      18.23624, ,             1,      18.64155, ,             1,       19.0221, ,             1,      19.16871, ,             1,      11.33496, ,             1,       12.8221, ,             1,      14.57765, , 
          1.2,       16.0176, ,           1.2,      17.17874, ,           1.2,      18.01554, ,           1.2,      18.27056, ,           1.2,      18.69261, ,           1.2,      18.85232, ,           1.2,      11.50304, ,           1.2,      12.99112, ,           1.2,      14.70243, , 
          1.4,      15.83142, ,           1.4,      16.82456, ,           1.4,      17.70453, ,           1.4,      17.82126, ,           1.4,      18.17046, ,           1.4,      18.36799, ,           1.4,      11.53418, ,           1.4,      12.96493, ,           1.4,      14.66714, , 
          1.6,      15.51928, ,           1.6,       16.3904, ,           1.6,      17.23067, ,           1.6,       17.2704, ,           1.6,      17.55381, ,           1.6,      17.75107, ,           1.6,      11.47238, ,           1.6,      12.82856, ,           1.6,      14.44088, , 
          1.8,      15.11004, ,           1.8,      15.93329, ,           1.8,      16.67635, ,           1.8,      16.68589, ,           1.8,      16.91892, ,           1.8,      17.08954, ,           1.8,      11.36359, ,           1.8,      12.64113, ,           1.8,      14.11077, , 
            2,      14.67944, ,             2,      15.46043, ,             2,      16.11397, ,             2,      16.11354, ,             2,      16.30194, ,             2,       16.4417, ,             2,      11.23434, ,             2,      12.42615, ,             2,      13.75211, , 
          2.2,      14.27482, ,           2.2,      14.89143, ,           2.2,      15.50372, ,           2.2,      15.56637, ,           2.2,      15.72184, ,           2.2,      15.83174, ,           2.2,      11.11198, ,           2.2,      12.22945, ,           2.2,      13.41846, , 
          2.4,      13.86895, ,           2.4,       14.5405, ,           2.4,      14.98756, ,           2.4,      15.02747, ,           2.4,      15.18861, ,           2.4,      15.27758, ,           2.4,      10.99403, ,           2.4,      12.05091, ,           2.4,      13.11481, , 
          2.6,      13.48695, ,           2.6,      14.07939, ,           2.6,      14.46064, ,           2.6,      14.54599, ,           2.6,      14.69865, ,           2.6,      14.77463, ,           2.6,      10.87333, ,           2.6,      11.87757, ,           2.6,      12.83278, , 
          2.8,      13.14191, ,           2.8,      13.65342, ,           2.8,      14.00231, ,           2.8,      14.10647, ,           2.8,      14.23275, ,           2.8,      14.29623, ,           2.8,       10.7446, ,           2.8,      11.70032, ,           2.8,      12.56236, , 
            3,       12.8188, ,             3,      13.27182, ,             3,      13.57484, ,             3,      13.67633, ,             3,      13.80007, ,             3,      13.85464, ,             3,      10.61096, ,             3,      11.52182, ,             3,      12.29785, , 
          3.2,      12.49897, ,           3.2,      12.91323, ,           3.2,      13.18567, ,           3.2,      13.26648, ,           3.2,      13.38395, ,           3.2,      13.43223, ,           3.2,      10.47029, ,           3.2,      11.33695, ,           3.2,      12.03379, , 
          3.4,      12.18343, ,           3.4,      12.54489, ,           3.4,      12.79236, ,           3.4,      12.88323, ,           3.4,      12.98179, ,           3.4,       13.1068, ,           3.4,      10.31426, ,           3.4,      11.13403, ,           3.4,      11.76815, , 
          3.6,      11.87403, ,           3.6,      12.19741, ,           3.6,      12.42692, ,           3.6,      12.50849, ,           3.6,       12.6785, ,           3.6,      12.82101, ,           3.6,      10.14926, ,           3.6,      10.92232, ,           3.6,      11.50135, , 
          3.8,      11.56676, ,           3.8,      11.85895, ,           3.8,      12.06173, ,           3.8,      12.17029, ,           3.8,      12.39812, ,           3.8,      12.47833, ,           3.8,      9.975791, ,           3.8,      10.70491, ,           3.8,      11.22654, , 
