Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,     0.1930419, ,            -1,     0.1930419, ,            -1,     0.1930419, ,            -1,     0.1930419, ,            -1,     0.1930419, ,            -1,     0.1930419, ,            -1,     0.1930419, ,            -1,     0.1930419, ,            -1,     0.1930419, ,            -1,     0.1930419, ,            -1,     0.1930419, ,            -1,     0.1930419, ,            -1,     0.1930419, , 
         -0.8,     0.2061193, ,          -0.8,     0.2061193, ,          -0.8,     0.2061193, ,          -0.8,     0.2061193, ,          -0.8,     0.2061193, ,          -0.8,     0.2061193, ,          -0.8,     0.2061193, ,          -0.8,     0.2061193, ,          -0.8,     0.2061193, ,          -0.8,     0.2061193, ,          -0.8,     0.2061193, ,          -0.8,     0.2061193, ,          -0.8,     0.2061193, , 
         -0.6,     0.2191919, ,          -0.6,     0.2191919, ,          -0.6,     0.2191919, ,          -0.6,     0.2191919, ,          -0.6,     0.2191919, ,          -0.6,     0.2191919, ,          -0.6,     0.2191919, ,          -0.6,     0.2191919, ,          -0.6,     0.2191919, ,          -0.6,     0.2191919, ,          -0.6,     0.2191919, ,          -0.6,     0.2191919, ,          -0.6,     0.2191919, , 
         -0.4,     0.2322595, ,          -0.4,     0.2322595, ,          -0.4,     0.2322595, ,          -0.4,     0.2322595, ,          -0.4,     0.2322595, ,          -0.4,     0.2322595, ,          -0.4,     0.2322595, ,          -0.4,     0.2322595, ,          -0.4,     0.2322595, ,          -0.4,     0.2322595, ,          -0.4,     0.2322595, ,          -0.4,     0.2322595, ,          -0.4,     0.2322595, , 
         -0.2,     0.2453216, ,          -0.2,     0.2453216, ,          -0.2,     0.2453216, ,          -0.2,     0.2453216, ,          -0.2,     0.2453216, ,          -0.2,     0.2453216, ,          -0.2,     0.2453216, ,          -0.2,     0.2453216, ,          -0.2,     0.2453216, ,          -0.2,     0.2453216, ,          -0.2,     0.2453216, ,          -0.2,     0.2453216, ,          -0.2,     0.2453216, , 
            0,     0.2583777, ,             0,     0.2583777, ,             0,     0.2583777, ,             0,     0.2583777, ,             0,     0.2583777, ,             0,     0.2583777, ,             0,     0.2583777, ,             0,     0.2583777, ,             0,     0.2583777, ,             0,     0.2583777, ,             0,     0.2583777, ,             0,     0.2583777, ,             0,     0.2583777, , 
          0.2,     0.2714276, ,           0.2,     0.2714276, ,           0.2,     0.2714276, ,           0.2,     0.2714276, ,           0.2,     0.2714276, ,           0.2,     0.2714276, ,           0.2,     0.2714276, ,           0.2,     0.2714276, ,           0.2,     0.2714276, ,           0.2,     0.2714276, ,           0.2,     0.2714276, ,           0.2,     0.2714276, ,           0.2,     0.2714276, , 
          0.4,     0.2844709, ,           0.4,     0.2844709, ,           0.4,     0.2844709, ,           0.4,     0.2844709, ,           0.4,     0.2844709, ,           0.4,     0.2844709, ,           0.4,     0.2844709, ,           0.4,     0.2844709, ,           0.4,     0.2844709, ,           0.4,     0.2844709, ,           0.4,     0.2844709, ,           0.4,     0.2844709, ,           0.4,     0.2844709, , 
          0.6,      0.297507, ,           0.6,      0.297507, ,           0.6,      0.297507, ,           0.6,      0.297507, ,           0.6,      0.297507, ,           0.6,      0.297507, ,           0.6,      0.297507, ,           0.6,      0.297507, ,           0.6,      0.297507, ,           0.6,      0.297507, ,           0.6,      0.297507, ,           0.6,      0.297507, ,           0.6,      0.297507, , 
          0.8,     0.3105357, ,           0.8,     0.3105357, ,           0.8,     0.3105357, ,           0.8,     0.3105357, ,           0.8,     0.3105357, ,           0.8,     0.3105357, ,           0.8,     0.3105357, ,           0.8,     0.3105357, ,           0.8,     0.3105357, ,           0.8,     0.3105357, ,           0.8,     0.3105357, ,           0.8,     0.3105357, ,           0.8,     0.3105357, , 
            1,     0.3235565, ,             1,     0.3235565, ,             1,     0.3235565, ,             1,     0.3235565, ,             1,     0.3235565, ,             1,     0.3235565, ,             1,     0.3235565, ,             1,     0.3235565, ,             1,     0.3235565, ,             1,     0.3235565, ,             1,     0.3235565, ,             1,     0.3235565, ,             1,     0.3235565, , 
          1.2,      0.336569, ,           1.2,      0.336569, ,           1.2,      0.336569, ,           1.2,      0.336569, ,           1.2,      0.336569, ,           1.2,      0.336569, ,           1.2,      0.336569, ,           1.2,      0.336569, ,           1.2,      0.336569, ,           1.2,      0.336569, ,           1.2,      0.336569, ,           1.2,      0.336569, ,           1.2,      0.336569, , 
          1.4,      0.349573, ,           1.4,      0.349573, ,           1.4,      0.349573, ,           1.4,      0.349573, ,           1.4,      0.349573, ,           1.4,      0.349573, ,           1.4,      0.349573, ,           1.4,      0.349573, ,           1.4,      0.349573, ,           1.4,      0.349573, ,           1.4,      0.349573, ,           1.4,      0.349573, ,           1.4,      0.349573, , 
          1.6,     0.3625678, ,           1.6,     0.3625678, ,           1.6,     0.3625678, ,           1.6,     0.3625678, ,           1.6,     0.3625678, ,           1.6,     0.3625678, ,           1.6,     0.3625678, ,           1.6,     0.3625678, ,           1.6,     0.3625678, ,           1.6,     0.3625678, ,           1.6,     0.3625678, ,           1.6,     0.3625678, ,           1.6,     0.3625678, , 
          1.8,     0.3755533, ,           1.8,     0.3755533, ,           1.8,     0.3755533, ,           1.8,     0.3755533, ,           1.8,     0.3755533, ,           1.8,     0.3755533, ,           1.8,     0.3755533, ,           1.8,     0.3755533, ,           1.8,     0.3755533, ,           1.8,     0.3755533, ,           1.8,     0.3755533, ,           1.8,     0.3755533, ,           1.8,     0.3755533, , 
            2,     0.3885289, ,             2,     0.3885289, ,             2,     0.3885289, ,             2,     0.3885289, ,             2,     0.3885289, ,             2,     0.3885289, ,             2,     0.3885289, ,             2,     0.3885289, ,             2,     0.3885289, ,             2,     0.3885289, ,             2,     0.3885289, ,             2,     0.3885289, ,             2,     0.3885289, , 
          2.2,     0.4014943, ,           2.2,     0.4014943, ,           2.2,     0.4014943, ,           2.2,     0.4014943, ,           2.2,     0.4014943, ,           2.2,     0.4014943, ,           2.2,     0.4014943, ,           2.2,     0.4014943, ,           2.2,     0.4014943, ,           2.2,     0.4014943, ,           2.2,     0.4014943, ,           2.2,     0.4014943, ,           2.2,     0.4014943, , 
          2.4,     0.4144491, ,           2.4,     0.4144491, ,           2.4,     0.4144491, ,           2.4,     0.4144491, ,           2.4,     0.4144491, ,           2.4,     0.4144491, ,           2.4,     0.4144491, ,           2.4,     0.4144491, ,           2.4,     0.4144491, ,           2.4,     0.4144491, ,           2.4,     0.4144491, ,           2.4,     0.4144491, ,           2.4,     0.4144491, , 
          2.6,      0.427393, ,           2.6,      0.427393, ,           2.6,      0.427393, ,           2.6,      0.427393, ,           2.6,      0.427393, ,           2.6,      0.427393, ,           2.6,      0.427393, ,           2.6,      0.427393, ,           2.6,      0.427393, ,           2.6,      0.427393, ,           2.6,      0.427393, ,           2.6,      0.427393, ,           2.6,      0.427393, , 
          2.8,     0.4403254, ,           2.8,     0.4403254, ,           2.8,     0.4403254, ,           2.8,     0.4403254, ,           2.8,     0.4403254, ,           2.8,     0.4403254, ,           2.8,     0.4403254, ,           2.8,     0.4403254, ,           2.8,     0.4403254, ,           2.8,     0.4403254, ,           2.8,     0.4403254, ,           2.8,     0.4403254, ,           2.8,     0.4403254, , 
            3,     0.4532461, ,             3,     0.4532461, ,             3,     0.4532461, ,             3,     0.4532461, ,             3,     0.4532461, ,             3,     0.4532461, ,             3,     0.4532461, ,             3,     0.4532461, ,             3,     0.4532461, ,             3,     0.4532461, ,             3,     0.4532461, ,             3,     0.4532461, ,             3,     0.4532461, , 
