Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.2163972, ,            -1,     0.2163972, ,            -1,     0.2163972, ,            -1,     0.2163972, ,            -1,     0.2163972, ,            -1,     0.2163972, ,            -1,     0.2163972, ,            -1,     0.2163972, ,            -1,     0.2163972, , 
         -0.8,     0.2312555, ,          -0.8,     0.2312555, ,          -0.8,     0.2312555, ,          -0.8,     0.2312555, ,          -0.8,     0.2312555, ,          -0.8,     0.2312555, ,          -0.8,     0.2312555, ,          -0.8,     0.2312555, ,          -0.8,     0.2312555, , 
         -0.6,      0.246109, ,          -0.6,      0.246109, ,          -0.6,      0.246109, ,          -0.6,      0.246109, ,          -0.6,      0.246109, ,          -0.6,      0.246109, ,          -0.6,      0.246109, ,          -0.6,      0.246109, ,          -0.6,      0.246109, , 
         -0.4,     0.2609572, ,          -0.4,     0.2609572, ,          -0.4,     0.2609572, ,          -0.4,     0.2609572, ,          -0.4,     0.2609572, ,          -0.4,     0.2609572, ,          -0.4,     0.2609572, ,          -0.4,     0.2609572, ,          -0.4,     0.2609572, , 
         -0.2,     0.2757998, ,          -0.2,     0.2757998, ,          -0.2,     0.2757998, ,          -0.2,     0.2757998, ,          -0.2,     0.2757998, ,          -0.2,     0.2757998, ,          -0.2,     0.2757998, ,          -0.2,     0.2757998, ,          -0.2,     0.2757998, , 
            0,     0.2906365, ,             0,     0.2906365, ,             0,     0.2906365, ,             0,     0.2906365, ,             0,     0.2906365, ,             0,     0.2906365, ,             0,     0.2906365, ,             0,     0.2906365, ,             0,     0.2906365, , 
          0.2,     0.3054667, ,           0.2,     0.3054667, ,           0.2,     0.3054667, ,           0.2,     0.3054667, ,           0.2,     0.3054667, ,           0.2,     0.3054667, ,           0.2,     0.3054667, ,           0.2,     0.3054667, ,           0.2,     0.3054667, , 
          0.4,     0.3202901, ,           0.4,     0.3202901, ,           0.4,     0.3202901, ,           0.4,     0.3202901, ,           0.4,     0.3202901, ,           0.4,     0.3202901, ,           0.4,     0.3202901, ,           0.4,     0.3202901, ,           0.4,     0.3202901, , 
          0.6,     0.3351063, ,           0.6,     0.3351063, ,           0.6,     0.3351063, ,           0.6,     0.3351063, ,           0.6,     0.3351063, ,           0.6,     0.3351063, ,           0.6,     0.3351063, ,           0.6,     0.3351063, ,           0.6,     0.3351063, , 
          0.8,     0.3499149, ,           0.8,     0.3499149, ,           0.8,     0.3499149, ,           0.8,     0.3499149, ,           0.8,     0.3499149, ,           0.8,     0.3499149, ,           0.8,     0.3499149, ,           0.8,     0.3499149, ,           0.8,     0.3499149, , 
            1,     0.3647155, ,             1,     0.3647155, ,             1,     0.3647155, ,             1,     0.3647155, ,             1,     0.3647155, ,             1,     0.3647155, ,             1,     0.3647155, ,             1,     0.3647155, ,             1,     0.3647155, , 
          1.2,     0.3795077, ,           1.2,     0.3795077, ,           1.2,     0.3795077, ,           1.2,     0.3795077, ,           1.2,     0.3795077, ,           1.2,     0.3795077, ,           1.2,     0.3795077, ,           1.2,     0.3795077, ,           1.2,     0.3795077, , 
          1.4,     0.3942911, ,           1.4,     0.3942911, ,           1.4,     0.3942911, ,           1.4,     0.3942911, ,           1.4,     0.3942911, ,           1.4,     0.3942911, ,           1.4,     0.3942911, ,           1.4,     0.3942911, ,           1.4,     0.3942911, , 
          1.6,     0.4090653, ,           1.6,     0.4090653, ,           1.6,     0.4090653, ,           1.6,     0.4090653, ,           1.6,     0.4090653, ,           1.6,     0.4090653, ,           1.6,     0.4090653, ,           1.6,     0.4090653, ,           1.6,     0.4090653, , 
          1.8,     0.4238299, ,           1.8,     0.4238299, ,           1.8,     0.4238299, ,           1.8,     0.4238299, ,           1.8,     0.4238299, ,           1.8,     0.4238299, ,           1.8,     0.4238299, ,           1.8,     0.4238299, ,           1.8,     0.4238299, , 
